Format Version,1.23,Take Name,umbmark_23jun2020_5_(3),Take Notes,,Capture Frame Rate,100,Export Frame Rate,100,Capture Start Time,2020-06-23 10.32.31.151 ,Total Frames in Take,9920,Total Exported Frames,9920,Rotation Type,YXZ,Length Units,Meters,Coordinate Space,Global,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,Type,Rigid Body,Rigid Body,Rigid Body,Rigid Body,Rigid Body,Rigid Body,Rigid Body,Rigid Body Marker,Rigid Body Marker,Rigid Body Marker,Rigid Body Marker,Rigid Body Marker,Rigid Body Marker,Rigid Body Marker,Rigid Body Marker,Rigid Body Marker,Rigid Body Marker,Rigid Body Marker,Rigid Body Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker
,Name,robotdiff_DIFF,robotdiff_DIFF,robotdiff_DIFF,robotdiff_DIFF,robotdiff_DIFF,robotdiff_DIFF,robotdiff_DIFF,robotdiff_DIFF:Marker1,robotdiff_DIFF:Marker1,robotdiff_DIFF:Marker1,robotdiff_DIFF:Marker1,robotdiff_DIFF:Marker2,robotdiff_DIFF:Marker2,robotdiff_DIFF:Marker2,robotdiff_DIFF:Marker2,robotdiff_DIFF:Marker3,robotdiff_DIFF:Marker3,robotdiff_DIFF:Marker3,robotdiff_DIFF:Marker3,robotdiff_DIFF:Marker1,robotdiff_DIFF:Marker1,robotdiff_DIFF:Marker1,robotdiff_DIFF:Marker2,robotdiff_DIFF:Marker2,robotdiff_DIFF:Marker2,robotdiff_DIFF:Marker3,robotdiff_DIFF:Marker3,robotdiff_DIFF:Marker3
,ID,6F17EB22B55911EAD66282CFD4AEBF80,6F17EB22B55911EAD66282CFD4AEBF80,6F17EB22B55911EAD66282CFD4AEBF80,6F17EB22B55911EAD66282CFD4AEBF80,6F17EB22B55911EAD66282CFD4AEBF80,6F17EB22B55911EAD66282CFD4AEBF80,6F17EB22B55911EAD66282CFD4AEBF80,6F17EB22B55911EAD66282CFD4AEBF80,6F17EB22B55911EAD66282CFD4AEBF80,6F17EB22B55911EAD66282CFD4AEBF80,6F17EB22B55911EAD66282CFD4AEBF80,6F17EB22B55911EAD66282CFD4AEBF80,6F17EB22B55911EAD66282CFD4AEBF80,6F17EB22B55911EAD66282CFD4AEBF80,6F17EB22B55911EAD66282CFD4AEBF80,6F17EB22B55911EAD66282CFD4AEBF80,6F17EB22B55911EAD66282CFD4AEBF80,6F17EB22B55911EAD66282CFD4AEBF80,6F17EB22B55911EAD66282CFD4AEBF80,C3570,C3570,C3570,C3730,C3730,C3730,C3810,C3810,C3810
,,Rotation,Rotation,Rotation,Position,Position,Position,Mean Marker Error,Position,Position,Position,Marker Quality,Position,Position,Position,Marker Quality,Position,Position,Position,Marker Quality,Position,Position,Position,Position,Position,Position,Position,Position,Position
Frame,Time (Seconds),Y,X,Z,X,Y,Z,,X,Y,Z,,X,Y,Z,,X,Y,Z,,X,Y,Z,X,Y,Z,X,Y,Z
0,0,3.077614,0.703034,0.60274,-0.589412,0.097085,0.469194,0.000156,-0.492963,0.098331,0.441199,0.979697,-0.636165,0.096458,0.522828,0.976075,-0.639109,0.096467,0.443555,0.971499,-0.492882,0.098332,0.441191,-0.636173,0.096458,0.522923,-0.639182,0.096466,0.443468
1,0.01,3.11675,1.006523,0.456899,-0.589621,0.097212,0.46922,0.000345,-0.493188,0.098329,0.441162,0.979697,-0.636337,0.09644,0.522884,0.976075,-0.639337,0.096866,0.443615,0.971499,-0.492882,0.098332,0.441191,-0.636281,0.09644,0.52293,-0.639699,0.096863,0.443536
2,0.02,3.125671,1.066586,0.416551,-0.589618,0.09723,0.46923,0.000315,-0.49319,0.098303,0.441157,0.923011,-0.636326,0.09644,0.522902,0.981878,-0.639339,0.096948,0.443633,0.907383,-0.492896,0.098306,0.44118,-0.636281,0.09644,0.52293,-0.639676,0.096945,0.44358
3,0.03,3.057432,0.626533,0.6607,-0.589349,0.097018,0.469126,0.000097,-0.492891,0.098332,0.441165,0.926275,-0.63612,0.096408,0.522744,0.986707,-0.639035,0.096312,0.44347,0.914821,-0.492882,0.098332,0.441191,-0.636067,0.096409,0.522836,-0.639098,0.096311,0.443351
4,0.04,3.065756,0.702013,0.628311,-0.589408,0.097093,0.469224,0.000124,-0.492953,0.098382,0.441249,0.993057,-0.636171,0.096444,0.522848,0.973413,-0.639098,0.096452,0.443574,0.966186,-0.492955,0.098382,0.441239,-0.636186,0.096444,0.522987,-0.639082,0.096452,0.443447
5,0.05,3.121973,1.08194,0.432602,-0.589507,0.097198,0.469184,0.000213,-0.493077,0.098304,0.441117,0.997327,-0.636218,0.09638,0.522851,0.964945,-0.639226,0.09691,0.443583,0.967793,-0.492896,0.098306,0.44118,-0.636105,0.096381,0.522871,-0.639529,0.096908,0.443498
6,0.06,3.044591,0.695361,0.618857,-0.589415,0.097062,0.469189,0.000234,-0.49295,0.098333,0.44125,0.952075,-0.636199,0.096428,0.522796,0.971297,-0.639096,0.096427,0.443522,0.921341,-0.49286,0.098334,0.441195,-0.636293,0.096426,0.522994,-0.639095,0.096427,0.443385
7,0.07,3.051291,0.611122,0.644914,-0.589459,0.097023,0.469161,0.00022,-0.492997,0.098304,0.441209,0.97355,-0.636236,0.096441,0.522774,0.959288,-0.639143,0.096323,0.4435,0.965296,-0.492896,0.098306,0.44118,-0.636281,0.09644,0.52293,-0.639201,0.096322,0.443374
8,0.08,3.044863,0.685802,0.607501,-0.589423,0.097057,0.469164,0.000179,-0.492958,0.098305,0.441224,0.980991,-0.636206,0.096441,0.522771,0.956076,-0.639105,0.096426,0.443497,0.972019,-0.492896,0.098306,0.44118,-0.636281,0.09644,0.52293,-0.639095,0.096427,0.443385
9,0.09,3.035792,0.620328,0.670413,-0.58944,0.097053,0.469193,0.000132,-0.492972,0.098382,0.441267,0.991689,-0.636232,0.096441,0.522793,0.963497,-0.639117,0.096337,0.443518,0.972368,-0.492955,0.098382,0.441239,-0.636281,0.09644,0.52293,-0.639086,0.096337,0.443412
10,0.1,3.061871,0.674131,0.607055,-0.589388,0.097063,0.469162,0.000146,-0.492931,0.098305,0.441193,0.990624,-0.636155,0.096458,0.522784,0.964784,-0.639077,0.096427,0.44351,0.968479,-0.492896,0.098306,0.44118,-0.636173,0.096458,0.522923,-0.639095,0.096427,0.443385
11,0.11,3.120779,0.998253,0.440564,-0.589593,0.097294,0.469263,0.000256,-0.493162,0.09838,0.441197,0.947135,-0.636305,0.096543,0.522931,0.976855,-0.639312,0.096957,0.443661,0.923525,-0.492955,0.098382,0.441239,-0.636227,0.096544,0.52298,-0.639603,0.096955,0.443567
12,0.12,3.136096,1.061474,0.404,-0.589522,0.097232,0.469212,0.000335,-0.493098,0.098282,0.44112,0.921891,-0.63622,0.096457,0.522892,0.986055,-0.639248,0.096958,0.443624,0.910128,-0.492787,0.098284,0.441144,-0.636173,0.096458,0.522923,-0.639603,0.096955,0.443567
13,0.13,3.117245,1.073285,0.413188,-0.589594,0.097234,0.469226,0.000294,-0.493161,0.098303,0.441167,0.921891,-0.63631,0.09644,0.522891,0.986055,-0.639311,0.096957,0.443622,0.910128,-0.492896,0.098306,0.44118,-0.636281,0.09644,0.52293,-0.639603,0.096955,0.443567
