Format Version,1.23,Take Name,umbmark_23jun2020_5_(1),Take Notes,,Capture Frame Rate,100,Export Frame Rate,100,Capture Start Time,2020-06-23 10.28.39.412 ,Total Frames in Take,10008,Total Exported Frames,10008,Rotation Type,YXZ,Length Units,Meters,Coordinate Space,Global,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,Type,Rigid Body,Rigid Body,Rigid Body,Rigid Body,Rigid Body,Rigid Body,Rigid Body,Rigid Body Marker,Rigid Body Marker,Rigid Body Marker,Rigid Body Marker,Rigid Body Marker,Rigid Body Marker,Rigid Body Marker,Rigid Body Marker,Rigid Body Marker,Rigid Body Marker,Rigid Body Marker,Rigid Body Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker
,Name,robotdiff_DIFF,robotdiff_DIFF,robotdiff_DIFF,robotdiff_DIFF,robotdiff_DIFF,robotdiff_DIFF,robotdiff_DIFF,robotdiff_DIFF:Marker1,robotdiff_DIFF:Marker1,robotdiff_DIFF:Marker1,robotdiff_DIFF:Marker1,robotdiff_DIFF:Marker2,robotdiff_DIFF:Marker2,robotdiff_DIFF:Marker2,robotdiff_DIFF:Marker2,robotdiff_DIFF:Marker3,robotdiff_DIFF:Marker3,robotdiff_DIFF:Marker3,robotdiff_DIFF:Marker3,robotdiff_DIFF:Marker1,robotdiff_DIFF:Marker1,robotdiff_DIFF:Marker1,robotdiff_DIFF:Marker2,robotdiff_DIFF:Marker2,robotdiff_DIFF:Marker2,robotdiff_DIFF:Marker3,robotdiff_DIFF:Marker3,robotdiff_DIFF:Marker3
,ID,6F17EB22B55911EAD66282CFD4AEBF80,6F17EB22B55911EAD66282CFD4AEBF80,6F17EB22B55911EAD66282CFD4AEBF80,6F17EB22B55911EAD66282CFD4AEBF80,6F17EB22B55911EAD66282CFD4AEBF80,6F17EB22B55911EAD66282CFD4AEBF80,6F17EB22B55911EAD66282CFD4AEBF80,6F17EB22B55911EAD66282CFD4AEBF80,6F17EB22B55911EAD66282CFD4AEBF80,6F17EB22B55911EAD66282CFD4AEBF80,6F17EB22B55911EAD66282CFD4AEBF80,6F17EB22B55911EAD66282CFD4AEBF80,6F17EB22B55911EAD66282CFD4AEBF80,6F17EB22B55911EAD66282CFD4AEBF80,6F17EB22B55911EAD66282CFD4AEBF80,6F17EB22B55911EAD66282CFD4AEBF80,6F17EB22B55911EAD66282CFD4AEBF80,6F17EB22B55911EAD66282CFD4AEBF80,6F17EB22B55911EAD66282CFD4AEBF80,C3570,C3570,C3570,C3730,C3730,C3730,C3600,C3600,C3600
,,Rotation,Rotation,Rotation,Position,Position,Position,Mean Marker Error,Position,Position,Position,Marker Quality,Position,Position,Position,Marker Quality,Position,Position,Position,Marker Quality,Position,Position,Position,Position,Position,Position,Position,Position,Position
Frame,Time (Seconds),Y,X,Z,X,Y,Z,,X,Y,Z,,X,Y,Z,,X,Y,Z,,X,Y,Z,X,Y,Z,X,Y,Z
0,0,1.895551,0.504216,0.899226,-0.574617,0.098011,0.507481,0.00019,-0.477617,0.099684,0.481482,0.963516,-0.622465,0.097304,0.560139,0.974705,-0.623768,0.097045,0.480823,0.978736,-0.477475,0.099687,0.481446,-0.62253,0.097303,0.560216,-0.623842,0.097043,0.480781
1,0.01,1.885966,0.505442,0.834158,-0.574616,0.097956,0.507491,0.000184,-0.47761,0.099518,0.481508,0.963516,-0.622474,0.097304,0.560142,0.974705,-0.623765,0.097045,0.480825,0.978736,-0.477475,0.099521,0.481477,-0.62253,0.097303,0.560216,-0.623842,0.097043,0.480781
2,0.02,1.853973,0.495019,0.870782,-0.574588,0.097989,0.507462,0.000171,-0.477568,0.09961,0.481533,0.965281,-0.622475,0.097314,0.560085,0.976592,-0.62372,0.097042,0.480768,0.977733,-0.477441,0.099612,0.481515,-0.622507,0.097314,0.56015,-0.623814,0.09704,0.48072
3,0.03,1.882132,0.47744,0.868531,-0.574582,0.097999,0.507502,0.000177,-0.477575,0.099609,0.481525,0.967909,-0.622443,0.097343,0.560149,0.98188,-0.623728,0.097046,0.480833,0.973822,-0.477441,0.099612,0.481515,-0.622461,0.097343,0.56021,-0.623842,0.097043,0.480781
4,0.04,1.856329,0.497576,0.881316,-0.574587,0.098,0.50749,0.000178,-0.477568,0.09964,0.481557,0.959479,-0.622471,0.097315,0.560115,0.987471,-0.62372,0.097046,0.480798,0.969252,-0.477408,0.099643,0.481538,-0.622507,0.097314,0.56015,-0.623842,0.097043,0.480781
5,0.05,2.007053,0.404944,1.009367,-0.574589,0.098153,0.507361,0.000265,-0.477643,0.099974,0.481171,0.942785,-0.622335,0.097439,0.560112,0.9536,-0.62379,0.097045,0.480799,0.986292,-0.477431,0.099978,0.481085,-0.622489,0.097436,0.560214,-0.623842,0.097043,0.480781
6,0.06,1.911424,0.504071,0.890768,-0.574641,0.098004,0.50747,0.000149,-0.477648,0.099662,0.481444,0.974112,-0.622475,0.097304,0.560141,0.976589,-0.6238,0.097044,0.480825,0.984664,-0.477549,0.099664,0.481413,-0.62253,0.097303,0.560216,-0.623842,0.097043,0.480781
7,0.07,1.866863,0.417207,0.871469,-0.574551,0.098028,0.5075,0.00031,-0.477537,0.09962,0.481546,0.974112,-0.622426,0.097423,0.560135,0.976589,-0.62369,0.097042,0.480818,0.984664,-0.477325,0.099623,0.481499,-0.622511,0.097422,0.560279,-0.623814,0.09704,0.48072
8,0.08,1.851555,0.475394,0.880641,-0.574553,0.09798,0.507476,0.000122,-0.477533,0.09961,0.481551,0.945671,-0.622442,0.097315,0.560098,0.958136,-0.623684,0.097015,0.48078,0.960543,-0.477441,0.099612,0.481515,-0.622507,0.097314,0.56015,-0.62371,0.097015,0.480763
9,0.09,1.873805,0.419676,0.878306,-0.574588,0.098036,0.507533,0.000243,-0.477577,0.09964,0.481568,0.975439,-0.622456,0.097423,0.560173,0.979122,-0.623729,0.097046,0.480857,0.992279,-0.477408,0.099643,0.481538,-0.622511,0.097422,0.560279,-0.623842,0.097043,0.480781
10,0.1,1.865736,0.497596,0.869346,-0.574598,0.09799,0.507482,0.000161,-0.477583,0.099609,0.481533,0.964135,-0.622474,0.097315,0.560115,0.987964,-0.623736,0.097045,0.480798,0.973072,-0.477441,0.099612,0.481515,-0.622507,0.097314,0.56015,-0.623842,0.097043,0.480781
11,0.11,1.876616,0.50516,0.861587,-0.574579,0.09798,0.507492,0.000257,-0.47757,0.099589,0.481524,0.946035,-0.622445,0.097305,0.560134,0.970417,-0.623723,0.097046,0.480817,0.968743,-0.477359,0.099593,0.481477,-0.62253,0.097303,0.560216,-0.623842,0.097043,0.480781
12,0.12,1.862136,0.496661,0.933834,-0.574624,0.098044,0.507494,0.000106,-0.47761,0.099773,0.481551,0.978064,-0.622503,0.097314,0.560123,0.993216,-0.623759,0.097045,0.480806,0.978289,-0.477522,0.099775,0.48155,-0.622507,0.097314,0.56015,-0.623842,0.097043,0.480781
13,0.13,1.9919,0.489796,1.025976,-0.574608,0.09812,0.507317,0.000206,-0.477656,0.100004,0.481156,0.978064,-0.622368,0.097317,0.560054,0.993216,-0.623802,0.09704,0.48074,0.978289,-0.477503,0.100007,0.481079,-0.622507,0.097314,0.56015,-0.623814,0.09704,0.48072
