Format Version,1.23,Take Name,22122020-square-1-run_003,Take Notes,,Capture Frame Rate,100.000000,Export Frame Rate,100.000000,Capture Start Time,2020-12-22 08.34.58.962 ,Total Frames in Take,6314,Total Exported Frames,6314,Rotation Type,YXZ,Length Units,Meters,Coordinate Space,Global

,Type,Rigid Body,Rigid Body,Rigid Body,Rigid Body,Rigid Body,Rigid Body,Rigid Body,Rigid Body Marker,Rigid Body Marker,Rigid Body Marker,Rigid Body Marker,Rigid Body Marker,Rigid Body Marker,Rigid Body Marker,Rigid Body Marker,Rigid Body Marker,Rigid Body Marker,Rigid Body Marker,Rigid Body Marker,Rigid Body Marker,Rigid Body Marker,Rigid Body Marker,Rigid Body Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker
,Name,robot-omni3,robot-omni3,robot-omni3,robot-omni3,robot-omni3,robot-omni3,robot-omni3,"robot-omni3:Marker1","robot-omni3:Marker1","robot-omni3:Marker1","robot-omni3:Marker1","robot-omni3:Marker2","robot-omni3:Marker2","robot-omni3:Marker2","robot-omni3:Marker2","robot-omni3:Marker3","robot-omni3:Marker3","robot-omni3:Marker3","robot-omni3:Marker3","robot-omni3:Marker4","robot-omni3:Marker4","robot-omni3:Marker4","robot-omni3:Marker4",robot-omni3:Marker1,robot-omni3:Marker1,robot-omni3:Marker1,robot-omni3:Marker2,robot-omni3:Marker2,robot-omni3:Marker2,robot-omni3:Marker3,robot-omni3:Marker3,robot-omni3:Marker3,robot-omni3:Marker4,robot-omni3:Marker4,robot-omni3:Marker4
,ID,"11562AE343C311EB2C2F332BD074DB80","11562AE343C311EB2C2F332BD074DB80","11562AE343C311EB2C2F332BD074DB80","11562AE343C311EB2C2F332BD074DB80","11562AE343C311EB2C2F332BD074DB80","11562AE343C311EB2C2F332BD074DB80","11562AE343C311EB2C2F332BD074DB80","11562AE343C311EB2C2F332BD074DB80","11562AE343C311EB2C2F332BD074DB80","11562AE343C311EB2C2F332BD074DB80","11562AE343C311EB2C2F332BD074DB80","11562AE343C311EB2C2F332BD074DB80","11562AE343C311EB2C2F332BD074DB80","11562AE343C311EB2C2F332BD074DB80","11562AE343C311EB2C2F332BD074DB80","11562AE343C311EB2C2F332BD074DB80","11562AE343C311EB2C2F332BD074DB80","11562AE343C311EB2C2F332BD074DB80","11562AE343C311EB2C2F332BD074DB80","11562AE343C311EB2C2F332BD074DB80","11562AE343C311EB2C2F332BD074DB80","11562AE343C311EB2C2F332BD074DB80","11562AE343C311EB2C2F332BD074DB80","C53B0","C53B0","C53B0","C5330","C5330","C5330","C5360","C5360","C5360","C5370","C5370","C5370"
,,Rotation,Rotation,Rotation,Position,Position,Position,Mean Marker Error,Position,Position,Position,Marker Quality,Position,Position,Position,Marker Quality,Position,Position,Position,Marker Quality,Position,Position,Position,Marker Quality,Position,Position,Position,Position,Position,Position,Position,Position,Position,Position,Position,Position
Frame,Time (Seconds),Y,X,Z,X,Y,Z,,X,Y,Z,,X,Y,Z,,X,Y,Z,,X,Y,Z,,X,Y,Z,X,Y,Z,X,Y,Z,X,Y,Z
0,0.000000,-33.314201,0.554778,1.233290,0.224988,0.796864,-0.705183,0.001811,0.286085,0.799133,-0.796078,0.793554,0.186867,0.796290,-0.677654,0.938558,0.143117,0.795395,-0.715303,0.679796,0.283884,0.796639,-0.631698,0.307615,0.285306,0.799123,-0.795804,0.186877,0.796349,-0.677892,0.142779,0.795366,-0.716537,0.286013,0.796597,-0.629926
1,0.010000,-33.302052,0.528039,1.239048,0.224952,0.796905,-0.705123,0.001784,0.286030,0.799122,-0.796032,0.793554,0.186836,0.796349,-0.677586,0.938558,0.143078,0.795445,-0.715225,0.679796,0.283863,0.796702,-0.631651,0.307615,0.285306,0.799123,-0.795804,0.186764,0.796469,-0.677691,0.142779,0.795366,-0.716537,0.286013,0.796597,-0.629926
2,0.020000,-33.279530,0.540221,1.166837,0.224936,0.796899,-0.705108,0.001730,0.285979,0.799139,-0.796040,0.810302,0.186831,0.796356,-0.677556,0.956322,0.143057,0.795524,-0.715178,0.662878,0.283877,0.796577,-0.631660,0.310597,0.285306,0.799123,-0.795804,0.186877,0.796349,-0.677892,0.142590,0.795539,-0.716163,0.286013,0.796597,-0.629926
3,0.030000,-33.339699,0.555929,1.255941,0.224950,0.796860,-0.705228,0.001909,0.286087,0.799131,-0.796096,0.821602,0.186816,0.796279,-0.677716,0.915126,0.143084,0.795361,-0.715384,0.727358,0.283813,0.796670,-0.631717,0.312349,0.285306,0.799123,-0.795804,0.186877,0.796349,-0.677892,0.142710,0.795320,-0.716795,0.286005,0.796616,-0.629862
4,0.040000,-33.318794,0.545559,1.189144,0.224927,0.796888,-0.705197,0.001851,0.286032,0.799138,-0.796086,0.791591,0.186803,0.796334,-0.677671,0.950182,0.143056,0.795481,-0.715323,0.634916,0.283818,0.796598,-0.631707,0.282152,0.285306,0.799123,-0.795804,0.186877,0.796349,-0.677892,0.142594,0.795483,-0.716603,0.286013,0.796597,-0.629926
5,0.050000,-33.304241,0.524757,1.222832,0.224952,0.796913,-0.705129,0.001792,0.286033,0.799124,-0.796035,0.805124,0.186835,0.796365,-0.677593,0.941478,0.143078,0.795476,-0.715234,0.659802,0.283860,0.796687,-0.631654,0.293330,0.285306,0.799123,-0.795804,0.186764,0.796469,-0.677691,0.142780,0.795409,-0.716568,0.286013,0.796597,-0.629926
6,0.060000,-33.299057,0.533645,1.133594,0.224949,0.796917,-0.705151,0.001780,0.286024,0.799144,-0.796061,0.809207,0.186835,0.796389,-0.677611,0.960248,0.143073,0.795590,-0.715248,0.657738,0.283866,0.796547,-0.631682,0.309566,0.285306,0.799123,-0.795804,0.186877,0.796349,-0.677892,0.142645,0.795631,-0.716368,0.286013,0.796597,-0.629926
7,0.070000,-33.314201,0.554778,1.233290,0.224988,0.796864,-0.705183,0.001811,0.286085,0.799133,-0.796078,0.809210,0.186867,0.796290,-0.677654,0.928242,0.143117,0.795395,-0.715303,0.700046,0.283884,0.796639,-0.631698,0.306424,0.285306,0.799123,-0.795804,0.186877,0.796349,-0.677892,0.142779,0.795366,-0.716537,0.286013,0.796597,-0.629926
8,0.080000,-33.286488,0.515585,1.179738,0.224920,0.796936,-0.705088,0.001745,0.285975,0.799129,-0.796012,0.793554,0.186811,0.796408,-0.677540,0.938558,0.143042,0.795561,-0.715167,0.679796,0.283852,0.796647,-0.631631,0.307615,0.285306,0.799123,-0.795804,0.186764,0.796469,-0.677691,0.142663,0.795528,-0.716345,0.286013,0.796597,-0.629926
9,0.090000,-33.311096,0.523549,1.247705,0.224942,0.796912,-0.705124,0.001804,0.286035,0.799122,-0.796023,0.824906,0.186822,0.796358,-0.677593,0.957621,0.143071,0.795444,-0.715239,0.690456,0.283842,0.796726,-0.631642,0.311734,0.285306,0.799123,-0.795804,0.186767,0.796479,-0.677704,0.142779,0.795366,-0.716537,0.286005,0.796616,-0.629862
10,0.100000,-33.297043,0.541642,1.172329,0.224956,0.796897,-0.705146,0.001772,0.286027,0.799139,-0.796058,0.809747,0.186842,0.796351,-0.677605,0.956770,0.143080,0.795514,-0.715241,0.666640,0.283874,0.796583,-0.631679,0.299263,0.285306,0.799123,-0.795804,0.186877,0.796349,-0.677892,0.142663,0.795528,-0.716345,0.286013,0.796597,-0.629926
11,0.110000,-33.369129,0.506141,1.248859,0.224990,0.796820,-0.705193,0.001868,0.286175,0.798997,-0.796031,0.808924,0.186842,0.796279,-0.677700,0.927658,0.143128,0.795362,-0.715390,0.704854,0.283816,0.796644,-0.631651,0.308714,0.285411,0.798988,-0.795709,0.186877,0.796349,-0.677892,0.142710,0.795320,-0.716795,0.286013,0.796597,-0.629926
12,0.120000,-33.323154,0.563351,1.177499,0.224957,0.796916,-0.705098,0.001790,0.286069,0.799200,-0.795982,0.792799,0.186831,0.796352,-0.677575,0.948147,0.143086,0.795513,-0.715230,0.633315,0.283842,0.796599,-0.631604,0.301550,0.285325,0.799183,-0.795696,0.186877,0.796349,-0.677892,0.142663,0.795528,-0.716345,0.286005,0.796616,-0.629862
13,0.130000,-33.314201,0.554778,1.233290,0.224988,0.796864,-0.705183,0.001811,0.286085,0.799133,-0.796078,0.793554,0.186867,0.796290,-0.677654,0.938558,0.143117,0.795395,-0.715303,0.679796,0.283884,0.796639,-0.631698,0.307615,0.285306,0.799123,-0.795804,0.186877,0.796349,-0.677892,0.142779,0.795366,-0.716537,0.286013,0.796597,-0.629926
14,0.140000,-33.297043,0.541642,1.172329,0.224956,0.796897,-0.705146,0.001772,0.286027,0.799139,-0.796058,0.808924,0.186842,0.796351,-0.677605,0.927658,0.143080,0.795514,-0.715241,0.704854,0.283874,0.796583,-0.631679,0.308714,0.285306,0.799123,-0.795804,0.186877,0.796349,-0.677892,0.142663,0.795528,-0.716345,0.286013,0.796597,-0.629926
15,0.150000,-33.298096,0.553403,1.228398,0.224969,0.796867,-0.705147,0.001769,0.286040,0.799133,-0.796059,0.805679,0.186855,0.796295,-0.677607,0.927293,0.143095,0.795404,-0.715244,0.705678,0.283886,0.796635,-0.631679,0.310932,0.285306,0.799123,-0.795804,0.186877,0.796349,-0.677892,0.142705,0.795379,-0.716354,0.286013,0.796597,-0.629926
16,0.160000,-33.318386,0.530868,1.252947,0.224924,0.796897,-0.705169,0.001864,0.286028,0.799120,-0.796061,0.808486,0.186801,0.796335,-0.677643,0.963282,0.143054,0.795417,-0.715295,0.614341,0.283815,0.796715,-0.631680,0.296421,0.285306,0.799123,-0.795804,0.186764,0.796469,-0.677691,0.142710,0.795320,-0.716795,0.286013,0.796597,-0.629926
17,0.170000,-33.314201,0.554778,1.233290,0.224988,0.796864,-0.705183,0.001811,0.286085,0.799133,-0.796078,0.793554,0.186867,0.796290,-0.677654,0.938558,0.143117,0.795395,-0.715303,0.679796,0.283884,0.796639,-0.631698,0.307615,0.285306,0.799123,-0.795804,0.186877,0.796349,-0.677892,0.142779,0.795366,-0.716537,0.286013,0.796597,-0.629926
18,0.180000,-33.302052,0.528039,1.239048,0.224952,0.796905,-0.705123,0.001784,0.286030,0.799122,-0.796032,0.810302,0.186836,0.796349,-0.677586,0.956322,0.143078,0.795445,-0.715225,0.662878,0.283863,0.796702,-0.631651,0.310597,0.285306,0.799123,-0.795804,0.186764,0.796469,-0.677691,0.142779,0.795366,-0.716537,0.286013,0.796597,-0.629926
