Format Version,1.23,Take Name,020120212354_robot-diff-center,Take Notes,,Capture Frame Rate,100.000000,Export Frame Rate,100.000000,Capture Start Time,2021-01-03 12.53.16.324 ,Total Frames in Take,3447,Total Exported Frames,3447,Rotation Type,YXZ,Length Units,Meters,Coordinate Space,Global

,Type,Rigid Body,Rigid Body,Rigid Body,Rigid Body,Rigid Body,Rigid Body,Rigid Body,Rigid Body Marker,Rigid Body Marker,Rigid Body Marker,Rigid Body Marker,Rigid Body Marker,Rigid Body Marker,Rigid Body Marker,Rigid Body Marker,Rigid Body Marker,Rigid Body Marker,Rigid Body Marker,Rigid Body Marker,Rigid Body Marker,Rigid Body Marker,Rigid Body Marker,Rigid Body Marker,Rigid Body Marker,Rigid Body Marker,Rigid Body Marker,Rigid Body Marker,Rigid Body Marker,Rigid Body Marker,Rigid Body Marker,Rigid Body Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker
21,0.210000,-0.010621,0.055104,-0.262824,0.795868,0.060061,0.518053,0.000272,0.838757,0.073889,0.590968,0.819767,0.771087,0.030742,0.626261,0.874589,0.766384,0.031135,0.411471,0.775723,0.729111,0.075094,0.594267,0.883237,0.726414,0.076502,0.446878,0.884048,0.943455,0.073004,0.438473,0.874267,0.838754,0.074420,0.591226,0.771387,0.030627,0.626638,0.766230,0.031855,0.411146,0.728968,0.074817,0.594059,0.726365,0.076066,0.446774,0.943507,0.072625,0.438475
22,0.220000,0.018065,0.020541,-0.333264,0.795870,0.059972,0.518007,0.000315,0.838813,0.073791,0.590892,0.811996,0.771107,0.030748,0.626245,0.875594,0.766297,0.031018,0.411457,0.776169,0.729170,0.075133,0.594245,0.881451,0.726401,0.076455,0.446857,0.886066,0.943433,0.072685,0.438345,0.871266,0.838727,0.074439,0.591264,0.771387,0.030627,0.626638,0.766230,0.031855,0.411146,0.728975,0.074761,0.594025,0.726432,0.076005,0.446799,0.943478,0.072202,0.438173
23,0.230000,-0.013735,0.074051,-0.258166,0.795852,0.059995,0.518075,0.000291,0.838736,0.073802,0.590997,0.833612,0.771067,0.030638,0.626272,0.867513,0.766376,0.031102,0.411482,0.787338,0.729090,0.074997,0.594291,0.921448,0.726401,0.076454,0.446902,0.881113,0.943442,0.072976,0.438507,0.893146,0.838745,0.074401,0.591288,0.771458,0.030430,0.626564,0.766160,0.031823,0.411085,0.728968,0.074790,0.594089,0.726427,0.075992,0.446792,0.943364,0.072572,0.438622
24,0.240000,-0.029162,0.075777,-0.270172,0.795852,0.059980,0.518055,0.000245,0.838719,0.073776,0.590989,0.875620,0.771032,0.030625,0.626245,0.873105,0.766398,0.031097,0.411453,0.791206,0.729072,0.074994,0.594253,0.926418,0.726423,0.076456,0.446864,0.873040,0.943466,0.072933,0.438527,0.912017,0.838659,0.074242,0.591154,0.771323,0.030485,0.626637,0.766230,0.031855,0.411146,0.728928,0.074793,0.594094,0.726476,0.075959,0.446775,0.943500,0.072583,0.438525
25,0.250000,0.025180,0.038522,-0.335954,0.795861,0.059936,0.518038,0.000320,0.838813,0.073730,0.590922,0.833766,0.771110,0.030680,0.626270,0.872443,0.766273,0.031017,0.411483,0.773980,0.729171,0.075076,0.594289,0.891495,0.726383,0.076445,0.446901,0.875764,0.943414,0.072667,0.438361,0.873479,0.838754,0.074303,0.591254,0.771391,0.030597,0.626688,0.766230,0.031855,0.411146,0.728910,0.074745,0.594186,0.726415,0.075963,0.446785,0.943478,0.072202,0.438173
26,0.260000,0.104440,0.215274,0.237626,0.795667,0.060354,0.518004,0.000450,0.838579,0.074352,0.590873,0.833766,0.771359,0.030518,0.626179,0.872443,0.766223,0.031470,0.411400,0.773980,0.728934,0.074590,0.594392,0.891495,0.725930,0.076387,0.447013,0.875764,0.942975,0.074808,0.438169,0.873479,0.838754,0.074303,0.591254,0.771464,0.030457,0.626518,0.766160,0.031823,0.411085,0.728940,0.074766,0.594156,0.726427,0.075992,0.446792,0.942206,0.074779,0.438192
27,0.270000,-0.013885,0.083106,-0.267982,0.795889,0.060008,0.518053,0.000263,0.838776,0.073796,0.590978,0.894520,0.771099,0.030638,0.626246,0.909997,0.766409,0.031137,0.411456,0.880663,0.729130,0.075009,0.594271,0.926418,0.726441,0.076490,0.446882,0.831887,0.943482,0.072976,0.438488,0.807317,0.838766,0.074372,0.591281,0.771464,0.030457,0.626518,0.766230,0.031855,0.411146,0.728968,0.074790,0.594089,0.726412,0.076034,0.446758,0.943500,0.072583,0.438525
28,0.280000,-0.020422,0.065803,-0.286223,0.795848,0.059997,0.518069,0.000273,0.838731,0.073794,0.590994,0.837287,0.771037,0.030668,0.626267,0.877739,0.766370,0.031104,0.411477,0.799424,0.729085,0.075043,0.594274,0.918010,0.726413,0.076480,0.446885,0.881700,0.943454,0.072895,0.438516,0.901089,0.838731,0.074385,0.591265,0.771323,0.030485,0.626637,0.766230,0.031855,0.411146,0.728968,0.074790,0.594089,0.726406,0.076024,0.446752,0.943437,0.072499,0.438524
29,0.290000,-0.008677,0.073346,-0.250258,0.795879,0.059992,0.518020,0.000258,0.838768,0.073806,0.590938,0.855224,0.771108,0.030633,0.626220,0.875973,0.766398,0.031094,0.411430,0.789842,0.729122,0.074986,0.594242,0.923135,0.726419,0.076441,0.446853,0.877098,0.943460,0.072993,0.438439,0.906946,0.838733,0.074334,0.591174,0.771464,0.030457,0.626518,0.766160,0.031823,0.411085,0.728934,0.074799,0.594086,0.726476,0.075959,0.446775,0.943507,0.072625,0.438475
30,0.300000,-0.016146,0.092528,-0.258948,0.795866,0.060025,0.518046,0.000254,0.838747,0.073808,0.590974,0.861673,0.771076,0.030634,0.626232,0.871832,0.766394,0.031167,0.411442,0.808381,0.729101,0.075004,0.594263,0.919478,0.726418,0.076508,0.446875,0.885867,0.943459,0.073030,0.438488,0.905601,0.838753,0.074318,0.591190,0.771464,0.030457,0.626518,0.766230,0.031855,0.411146,0.728926,0.074822,0.594063,0.726365,0.076066,0.446774,0.943465,0.072663,0.438577
