,Type,Rigid Body,Rigid Body,Rigid Body,Rigid Body,Rigid Body,Rigid Body,Rigid Body,Rigid Body Marker,Rigid Body Marker,Rigid Body Marker,Rigid Body Marker,Rigid Body Marker,Rigid Body Marker,Rigid Body Marker,Rigid Body Marker,Rigid Body Marker,Rigid Body Marker,Rigid Body Marker,Rigid Body Marker,Rigid Body Marker,Rigid Body Marker,Rigid Body Marker,Rigid Body Marker,Rigid Body Marker,Rigid Body Marker,Rigid Body Marker,Rigid Body Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker
,Name,robotdiff_CENTRE,robotdiff_CENTRE,robotdiff_CENTRE,robotdiff_CENTRE,robotdiff_CENTRE,robotdiff_CENTRE,robotdiff_CENTRE,"robotdiff_CENTRE:Marker1","robotdiff_CENTRE:Marker1","robotdiff_CENTRE:Marker1","robotdiff_CENTRE:Marker1","robotdiff_CENTRE:Marker2","robotdiff_CENTRE:Marker2","robotdiff_CENTRE:Marker2","robotdiff_CENTRE:Marker2","robotdiff_CENTRE:Marker3","robotdiff_CENTRE:Marker3","robotdiff_CENTRE:Marker3","robotdiff_CENTRE:Marker3","robotdiff_CENTRE:Marker4","robotdiff_CENTRE:Marker4","robotdiff_CENTRE:Marker4","robotdiff_CENTRE:Marker4","robotdiff_CENTRE:Marker5","robotdiff_CENTRE:Marker5","robotdiff_CENTRE:Marker5","robotdiff_CENTRE:Marker5",robotdiff_CENTRE:Marker1,robotdiff_CENTRE:Marker1,robotdiff_CENTRE:Marker1,robotdiff_CENTRE:Marker2,robotdiff_CENTRE:Marker2,robotdiff_CENTRE:Marker2,robotdiff_CENTRE:Marker3,robotdiff_CENTRE:Marker3,robotdiff_CENTRE:Marker3,robotdiff_CENTRE:Marker4,robotdiff_CENTRE:Marker4,robotdiff_CENTRE:Marker4,robotdiff_CENTRE:Marker5,robotdiff_CENTRE:Marker5,robotdiff_CENTRE:Marker5
,ID,"68EE113BB6EB11EA2C2F332BD074C080","68EE113BB6EB11EA2C2F332BD074C080","68EE113BB6EB11EA2C2F332BD074C080","68EE113BB6EB11EA2C2F332BD074C080","68EE113BB6EB11EA2C2F332BD074C080","68EE113BB6EB11EA2C2F332BD074C080","68EE113BB6EB11EA2C2F332BD074C080","68EE113BB6EB11EA2C2F332BD074C080","68EE113BB6EB11EA2C2F332BD074C080","68EE113BB6EB11EA2C2F332BD074C080","68EE113BB6EB11EA2C2F332BD074C080","68EE113BB6EB11EA2C2F332BD074C080","68EE113BB6EB11EA2C2F332BD074C080","68EE113BB6EB11EA2C2F332BD074C080","68EE113BB6EB11EA2C2F332BD074C080","68EE113BB6EB11EA2C2F332BD074C080","68EE113BB6EB11EA2C2F332BD074C080","68EE113BB6EB11EA2C2F332BD074C080","68EE113BB6EB11EA2C2F332BD074C080","68EE113BB6EB11EA2C2F332BD074C080","68EE113BB6EB11EA2C2F332BD074C080","68EE113BB6EB11EA2C2F332BD074C080","68EE113BB6EB11EA2C2F332BD074C080","68EE113BB6EB11EA2C2F332BD074C080","68EE113BB6EB11EA2C2F332BD074C080","68EE113BB6EB11EA2C2F332BD074C080","68EE113BB6EB11EA2C2F332BD074C080","C9EA0","C9EA0","C9EA0","CA060","CA060","CA060","C9EB0","C9EB0","C9EB0","CA0B0","CA0B0","CA0B0","C9EC0","C9EC0","C9EC0"
,,Rotation,Rotation,Rotation,Position,Position,Position,Mean Marker Error,Position,Position,Position,Marker Quality,Position,Position,Position,Marker Quality,Position,Position,Position,Marker Quality,Position,Position,Position,Marker Quality,Position,Position,Position,Marker Quality,Position,Position,Position,Position,Position,Position,Position,Position,Position,Position,Position,Position,Position,Position,Position
Frame,Time (Seconds),Y,X,Z,X,Y,Z,,X,Y,Z,,X,Y,Z,,X,Y,Z,,X,Y,Z,,X,Y,Z,,X,Y,Z,X,Y,Z,X,Y,Z,X,Y,Z,X,Y,Z
6,0.060000,-0.018766,0.034184,-0.033010,0.067057,0.074148,0.044162,0.000104,0.130551,0.091791,0.028217,0.922633,0.132655,0.047027,-0.023154,0.930598,0.082171,0.091828,-0.025607,0.948038,-0.030843,0.047888,0.119065,0.957191,0.020753,0.092204,0.122287,0.895027,0.130567,0.091857,0.028248,0.132543,0.046918,-0.023201,0.082303,0.091875,-0.025673,-0.030780,0.047811,0.119050,0.020651,0.092278,0.122385
7,0.070000,-0.020205,0.087269,-0.109060,0.067042,0.074120,0.044177,0.000129,0.130560,0.091694,0.028250,0.981440,0.132605,0.046974,-0.023162,0.959172,0.082181,0.091845,-0.025575,0.961265,-0.030895,0.047921,0.119054,0.974800,0.020760,0.092165,0.122318,0.960273,0.130545,0.091704,0.028364,0.132469,0.046922,-0.023204,0.082303,0.091875,-0.025673,-0.030739,0.047881,0.119046,0.020632,0.092216,0.122352
8,0.080000,0.006343,0.038395,-0.061690,0.067050,0.074119,0.044162,0.000111,0.130546,0.091732,0.028191,0.971227,0.132604,0.046971,-0.023184,0.962123,0.082142,0.091797,-0.025611,0.960083,-0.030830,0.047903,0.119107,0.959628,0.020789,0.092193,0.122310,0.964648,0.130604,0.091767,0.028227,0.132469,0.046922,-0.023204,0.082254,0.091813,-0.025694,-0.030751,0.047844,0.119092,0.020673,0.092251,0.122391
9,0.090000,-0.015514,0.026608,-0.006643,0.067080,0.074155,0.044148,0.000155,0.130565,0.091826,0.028197,0.980936,0.132686,0.047056,-0.023168,0.963664,0.082181,0.091833,-0.025624,0.964906,-0.030804,0.047860,0.119060,0.975028,0.020772,0.092201,0.122274,0.961886,0.130715,0.091976,0.028170,0.132543,0.046918,-0.023201,0.082303,0.091875,-0.025673,-0.030751,0.047844,0.119092,0.020586,0.092163,0.122351
10,0.100000,-0.012052,0.083923,-0.140581,0.067016,0.074071,0.044172,0.000125,0.130540,0.091610,0.028235,0.946412,0.132554,0.046886,-0.023175,0.949650,0.082154,0.091784,-0.025583,0.965594,-0.030925,0.047931,0.119064,0.983902,0.020754,0.092147,0.122319,0.948876,0.130567,0.091722,0.028294,0.132409,0.046707,-0.023219,0.082303,0.091875,-0.025673,-0.030832,0.047852,0.119067,0.020629,0.092199,0.122390
11,0.110000,-0.025346,0.028125,0.019766,0.067109,0.074223,0.044163,0.000149,0.130589,0.091923,0.028223,0.967509,0.132739,0.047155,-0.023143,0.941445,0.082214,0.091909,-0.025606,0.950892,-0.030775,0.047881,0.119058,0.969701,0.020779,0.092245,0.122281,0.961550,0.130761,0.091967,0.028172,0.132669,0.047175,-0.023181,0.082303,0.091875,-0.025673,-0.030819,0.047879,0.119144,0.020632,0.092216,0.122352
12,0.120000,-0.003277,0.054707,-0.105291,0.067019,0.074082,0.044156,0.000134,0.130531,0.091651,0.028200,0.953690,0.132564,0.046902,-0.023187,0.979450,0.082136,0.091768,-0.025610,0.970981,-0.030894,0.047919,0.119077,0.975708,0.020759,0.092168,0.122301,0.958574,0.130488,0.091755,0.028266,0.132409,0.046707,-0.023219,0.082303,0.091875,-0.025673,-0.030737,0.047851,0.119055,0.020632,0.092216,0.122352
13,0.130000,0.014601,0.030903,-0.097448,0.067051,0.074115,0.044170,0.000120,0.130556,0.091687,0.028187,0.966174,0.132579,0.046917,-0.023182,0.931892,0.082144,0.091775,-0.025608,0.950290,-0.030835,0.047970,0.119132,0.960938,0.020813,0.092228,0.122322,0.957064,0.130573,0.091813,0.028231,0.132409,0.046707,-0.023219,0.082303,0.091875,-0.025673,-0.030751,0.047844,0.119092,0.020720,0.092334,0.122420
14,0.140000,-0.008069,0.166499,-0.069951,0.067061,0.074060,0.044190,0.000248,0.130563,0.091700,0.028274,0.930302,0.132629,0.047053,-0.023201,0.948402,0.082173,0.091892,-0.025540,0.953428,-0.030842,0.047691,0.119051,0.952619,0.020783,0.091966,0.122366,0.896123,0.130726,0.091924,0.028239,0.132469,0.046922,-0.023204,0.082303,0.091875,-0.025673,-0.030707,0.047822,0.119025,0.020499,0.091747,0.122576
15,0.150000,-0.009657,0.074935,-0.089504,0.067044,0.074116,0.044172,0.000116,0.130553,0.091708,0.028230,0.983166,0.132604,0.046978,-0.023173,0.962611,0.082164,0.091831,-0.025586,0.957559,-0.030870,0.047900,0.119073,0.966806,0.020770,0.092162,0.122318,0.962076,0.130567,0.091722,0.028294,0.132469,0.046922,-0.023204,0.082303,0.091875,-0.025673,-0.030751,0.047844,0.119092,0.020632,0.092216,0.122352
16,0.160000,-0.094902,0.006151,-0.023182,0.066934,0.074112,0.044100,0.000145,0.130445,0.091759,0.028231,0.982536,0.132625,0.046970,-0.023115,0.953582,0.082137,0.091761,-0.025657,0.931325,-0.031062,0.047872,0.118886,0.911395,0.020522,0.092199,0.122155,0.889139,0.130494,0.091712,0.028249,0.132469,0.046922,-0.023204,0.082375,0.091886,-0.025602,-0.030819,0.047879,0.119144,0.020151,0.092162,0.121916
17,0.170000,-0.018727,0.068150,-0.064424,0.067055,0.074130,0.044160,0.000120,0.130558,0.091748,0.028226,0.968099,0.132637,0.047013,-0.023172,0.951556,0.082178,0.091843,-0.025597,0.962627,-0.030860,0.047879,0.119048,0.973674,0.020760,0.092165,0.122297,0.962910,0.130647,0.091824,0.028276,0.132469,0.046922,-0.023204,0.082303,0.091875,-0.025673,-0.030780,0.047811,0.119050,0.020632,0.092216,0.122352
18,0.180000,0.001642,0.054192,-0.107155,0.067040,0.074082,0.044156,0.000123,0.130551,0.091649,0.028194,0.966820,0.132578,0.046900,-0.023193,0.935504,0.082151,0.091767,-0.025612,0.951110,-0.030867,0.047923,0.119085,0.964782,0.020787,0.092171,0.122304,0.958009,0.130604,0.091767,0.028227,0.132409,0.046707,-0.023219,0.082303,0.091875,-0.025673,-0.030751,0.047844,0.119092,0.020632,0.092216,0.122352
19,0.190000,0.019775,0.047517,-0.097654,0.067064,0.074084,0.044170,0.000139,0.130566,0.091660,0.028187,0.969927,0.132585,0.046905,-0.023196,0.933608,0.082150,0.091763,-0.025604,0.949642,-0.030816,0.047917,0.119133,0.956846,0.020832,0.092174,0.122331,0.952052,0.130604,0.091767,0.028227,0.132409,0.046707,-0.023219,0.082303,0.091875,-0.025673,-0.030665,0.047835,0.119117,0.020663,0.092232,0.122400
20,0.200000,0.009253,0.032689,-0.086772,0.067042,0.074121,0.044169,0.000147,0.130544,0.091705,0.028193,0.941404,0.132581,0.046937,-0.023178,0.927570,0.082137,0.091785,-0.025607,0.950197,-0.030847,0.047955,0.119121,0.978936,0.020792,0.092223,0.122317,0.961443,0.130652,0.091913,0.028193,0.132409,0.046707,-0.023219,0.082303,0.091875,-0.025673,-0.030819,0.047879,0.119144,0.020663,0.092232,0.122400
21,0.210000,-0.009231,0.071910,-0.073531,0.067043,0.074114,0.044159,0.000125,0.130546,0.091724,0.028215,0.981811,0.132610,0.046992,-0.023186,0.960501,0.082157,0.091830,-0.025601,0.957816,-0.030863,0.047875,0.119061,0.969783,0.020764,0.092152,0.122304,0.953826,0.130604,0.091767,0.028227,0.132469,0.046922,-0.023204,0.082303,0.091875,-0.025673,-0.030751,0.047844,0.119092,0.020586,0.092163,0.122351
22,0.220000,-0.000653,-0.007008,-0.028782,0.067067,0.074111,0.044177,0.000162,0.130555,0.091748,0.028199,0.937795,0.132645,0.046946,-0.023140,0.913666,0.082157,0.091742,-0.025609,0.949570,-0.030807,0.047898,0.119130,0.958629,0.020786,0.092220,0.122304,0.945019,0.130726,0.091924,0.028239,0.132409,0.046707,-0.023219,0.082326,0.091849,-0.025635,-0.030718,0.047761,0.119157,0.020591,0.092313,0.122343
23,0.230000,-0.008673,0.086918,-0.119251,0.067057,0.074131,0.044188,0.000142,0.130574,0.091694,0.028248,0.969997,0.132601,0.046973,-0.023165,0.963165,0.082185,0.091853,-0.025567,0.959964,-0.030870,0.047950,0.119084,0.955090,0.020794,0.092185,0.122338,0.961944,0.130545,0.091704,0.028364,0.132469,0.046922,-0.023204,0.082303,0.091875,-0.025673,-0.030696,0.047920,0.119051,0.020663,0.092232,0.122400
24,0.240000,0.000309,0.045218,-0.108677,0.067041,0.074113,0.044161,0.000163,0.130553,0.091676,0.028199,0.941830,0.132580,0.046918,-0.023182,0.931381,0.082155,0.091787,-0.025609,0.954000,-0.030869,0.047968,0.119092,0.974005,0.020787,0.092215,0.122306,0.946913,0.130683,0.091868,0.028209,0.132409,0.046707,-0.023219,0.082303,0.091875,-0.025673,-0.030778,0.047950,0.119139,0.020586,0.092163,0.122351
25,0.250000,-0.005080,0.049208,-0.097011,0.067051,0.074152,0.044180,0.000135,0.130561,0.091729,0.028224,0.982355,0.132602,0.046976,-0.023159,0.962393,0.082167,0.091834,-0.025587,0.958733,-0.030861,0.047982,0.119100,0.958628,0.020786,0.092240,0.122321,0.950451,0.130567,0.091722,0.028294,0.132469,0.046922,-0.023204,0.082303,0.091875,-0.025673,-0.030711,0.047913,0.119088,0.020625,0.092330,0.122394
26,0.260000,0.009174,0.025582,-0.066623,0.067068,0.074140,0.044153,0.000164,0.130564,0.091744,0.028175,0.982355,0.132616,0.046971,-0.023190,0.962393,0.082158,0.091801,-0.025625,0.958733,-0.030811,0.047949,0.119108,0.958628,0.020812,0.092236,0.122299,0.950451,0.130761,0.091967,0.028172,0.132409,0.046707,-0.023219,0.082269,0.091907,-0.025663,-0.030751,0.047844,0.119092,0.020651,0.092278,0.122385
27,0.270000,-0.008280,0.067049,-0.078444,0.067055,0.074126,0.044151,0.000115,0.130559,0.091729,0.028205,0.925620,0.132618,0.046992,-0.023192,0.915804,0.082169,0.091835,-0.025610,0.960398,-0.030853,0.047901,0.119058,0.969461,0.020779,0.092174,0.122296,0.953213,0.130604,0.091767,0.028227,0.132469,0.046922,-0.023204,0.082303,0.091875,-0.025673,-0.030737,0.047851,0.119055,0.020632,0.092216,0.122352
28,0.280000,-0.001182,0.031755,-0.069009,0.067053,0.074113,0.044142,0.000139,0.130553,0.091716,0.028176,0.984419,0.132612,0.046948,-0.023193,0.958691,0.082156,0.091781,-0.025632,0.961720,-0.030841,0.047918,0.119076,0.968378,0.020784,0.092202,0.122281,0.959373,0.130652,0.091913,0.028193,0.132409,0.046707,-0.023219,0.082303,0.091875,-0.025673,-0.030737,0.047851,0.119055,0.020632,0.092216,0.122352
29,0.290000,0.003417,0.069839,-0.098426,0.067050,0.074141,0.044162,0.000114,0.130557,0.091722,0.028203,0.944725,0.132590,0.046987,-0.023196,0.920899,0.082156,0.091847,-0.025601,0.955193,-0.030851,0.047946,0.119087,0.968552,0.020796,0.092201,0.122317,0.957980,0.130604,0.091767,0.028227,0.132469,0.046922,-0.023204,0.082293,0.091888,-0.025722,-0.030805,0.047885,0.119108,0.020689,0.092243,0.122399
30,0.300000,-0.004803,0.085060,-0.133607,0.067064,0.074129,0.044159,0.000095,0.130585,0.091675,0.028214,0.982870,0.132597,0.046953,-0.023197,0.965588,0.082191,0.091845,-0.025597,0.953248,-0.030864,0.047975,0.119063,0.980124,0.020811,0.092197,0.122312,0.964523,0.130632,0.091635,0.028289,0.132469,0.046922,-0.023204,0.082269,0.091907,-0.025663,-0.030711,0.047913,0.119088,0.020662,0.092267,0.122287
31,0.310000,-0.020509,0.056679,-0.052389,0.067093,0.074155,0.044158,0.000141,0.130594,0.091783,0.028222,0.975737,0.132684,0.047038,-0.023167,0.966981,0.082215,0.091858,-0.025603,0.970074,-0.030818,0.047899,0.119048,0.958295,0.020793,0.092196,0.122289,0.958545,0.130726,0.091924,0.028239,0.132469,0.046922,-0.023204,0.082360,0.091861,-0.025649,-0.030764,0.047818,0.119013,0.020673,0.092251,0.122391
32,0.320000,-0.012773,0.086840,-0.092472,0.067046,0.074109,0.044148,0.000123,0.130556,0.091701,0.028212,0.951605,0.132608,0.046982,-0.023200,0.938244,0.082170,0.091838,-0.025606,0.961842,-0.030874,0.047882,0.119038,0.974081,0.020768,0.092142,0.122295,0.958555,0.130567,0.091722,0.028294,0.132469,0.046922,-0.023204,0.082293,0.091888,-0.025722,-0.030737,0.047851,0.119055,0.020637,0.092161,0.122316
33,0.330000,-0.006417,0.062437,-0.087372,0.067086,0.074151,0.044182,0.000138,0.130593,0.091742,0.028232,0.978757,0.132643,0.047001,-0.023161,0.962157,0.082202,0.091851,-0.025581,0.955839,-0.030822,0.047947,0.119094,0.964540,0.020816,0.092213,0.122327,0.966450,0.130647,0.091824,0.028276,0.132469,0.046922,-0.023204,0.082360,0.091861,-0.025649,-0.030711,0.047913,0.119088,0.020663,0.092232,0.122400
34,0.340000,0.004552,0.009416,-0.013939,0.067047,0.074141,0.044145,0.000113,0.130528,0.091799,0.028166,0.973120,0.132626,0.047013,-0.023186,0.950934,0.082126,0.091796,-0.025637,0.956676,-0.030814,0.047882,0.119099,0.970750,0.020768,0.092216,0.122281,0.957239,0.130603,0.091902,0.028181,0.132469,0.046922,-0.023204,0.082254,0.091813,-0.025694,-0.030751,0.047844,0.119092,0.020657,0.092225,0.122348
35,0.350000,-0.087771,-0.010168,0.008545,0.066956,0.074114,0.044072,0.000134,0.130456,0.091792,0.028190,0.968088,0.132654,0.046989,-0.023144,0.954414,0.082141,0.091752,-0.025692,0.964714,-0.031015,0.047842,0.118877,0.981552,0.020545,0.092198,0.122128,0.967369,0.130604,0.091767,0.028227,0.132469,0.046922,-0.023204,0.082303,0.091875,-0.025673,-0.030751,0.047844,0.119092,0.020151,0.092162,0.121916
36,0.360000,-0.018557,0.084405,-0.070006,0.067054,0.074116,0.044160,0.000117,0.130559,0.091732,0.028230,0.961446,0.132633,0.047012,-0.023180,0.948548,0.082178,0.091847,-0.025593,0.948832,-0.030863,0.047854,0.119041,0.914772,0.020762,0.092133,0.122302,0.887905,0.130646,0.091822,0.028257,0.132469,0.046922,-0.023204,0.082296,0.091875,-0.025623,-0.030737,0.047851,0.119055,0.020591,0.092107,0.122315
37,0.370000,0.018834,0.017617,-0.053280,0.067033,0.074083,0.044178,0.000108,0.130522,0.091700,0.028187,0.968055,0.132576,0.046920,-0.023173,0.952782,0.082107,0.091738,-0.025605,0.968881,-0.030827,0.047880,0.119154,0.968171,0.020786,0.092179,0.122329,0.956825,0.130573,0.091813,0.028231,0.132409,0.046707,-0.023219,0.082230,0.091847,-0.025626,-0.030704,0.047767,0.119121,0.020651,0.092278,0.122385
38,0.380000,-0.001784,0.054074,-0.102674,0.067036,0.074156,0.044189,0.000117,0.130546,0.091728,0.028231,0.982408,0.132580,0.046979,-0.023156,0.966516,0.082150,0.091842,-0.025578,0.954380,-0.030874,0.047989,0.119112,0.973110,0.020777,0.092241,0.122334,0.964973,0.130535,0.091755,0.028295,0.132469,0.046922,-0.023204,0.082303,0.091875,-0.025673,-0.030778,0.047950,0.119139,0.020651,0.092278,0.122385
39,0.390000,-0.001101,0.051703,-0.064539,0.067065,0.074142,0.044179,0.000128,0.130564,0.091756,0.028220,0.969586,0.132627,0.047006,-0.023165,0.954274,0.082167,0.091836,-0.025588,0.958795,-0.030826,0.047914,0.119105,0.971658,0.020795,0.092200,0.122325,0.958580,0.130647,0.091824,0.028276,0.132469,0.046922,-0.023204,0.082303,0.091875,-0.025673,-0.030727,0.047874,0.119143,0.020632,0.092216,0.122352
40,0.400000,-0.002603,0.043457,-0.055953,0.067028,0.074152,0.044160,0.000120,0.130524,0.091773,0.028200,0.975796,0.132596,0.047016,-0.023179,0.960075,0.082129,0.091838,-0.025610,0.948694,-0.030862,0.047920,0.119087,0.979435,0.020753,0.092214,0.122302,0.967271,0.130566,0.091855,0.028228,0.132469,0.046922,-0.023204,0.082293,0.091888,-0.025722,-0.030819,0.047879,0.119144,0.020632,0.092216,0.122352
41,0.410000,0.002043,0.038267,-0.034505,0.067089,0.074168,0.044157,0.000161,0.130577,0.091811,0.028191,0.939521,0.132661,0.047050,-0.023184,0.942035,0.082177,0.091853,-0.025615,0.965076,-0.030785,0.047905,0.119094,0.982534,0.020813,0.092220,0.122301,0.954857,0.130761,0.091967,0.028172,0.132469,0.046922,-0.023204,0.082303,0.091875,-0.025673,-0.030751,0.047844,0.119092,0.020663,0.092232,0.122400
