Format Version,1.23,Take Name,newmethod_08-09-2020_2_(6),Take Notes,,Capture Frame Rate,100.000000,Export Frame Rate,100.000000,Capture Start Time,2020-09-08 05.51.18.512 ,Total Frames in Take,9738,Total Exported Frames,9738,Rotation Type,YXZ,Length Units,Meters,Coordinate Space,Global

,Type,Rigid Body,Rigid Body,Rigid Body,Rigid Body,Rigid Body,Rigid Body,Rigid Body,Rigid Body Marker,Rigid Body Marker,Rigid Body Marker,Rigid Body Marker,Rigid Body Marker,Rigid Body Marker,Rigid Body Marker,Rigid Body Marker,Rigid Body Marker,Rigid Body Marker,Rigid Body Marker,Rigid Body Marker,Rigid Body Marker,Rigid Body Marker,Rigid Body Marker,Rigid Body Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker
,Name,RobotAtFactory_Omni4,RobotAtFactory_Omni4,RobotAtFactory_Omni4,RobotAtFactory_Omni4,RobotAtFactory_Omni4,RobotAtFactory_Omni4,RobotAtFactory_Omni4,"RobotAtFactory_Omni4:Marker1","RobotAtFactory_Omni4:Marker1","RobotAtFactory_Omni4:Marker1","RobotAtFactory_Omni4:Marker1","RobotAtFactory_Omni4:Marker2","RobotAtFactory_Omni4:Marker2","RobotAtFactory_Omni4:Marker2","RobotAtFactory_Omni4:Marker2","RobotAtFactory_Omni4:Marker3","RobotAtFactory_Omni4:Marker3","RobotAtFactory_Omni4:Marker3","RobotAtFactory_Omni4:Marker3","RobotAtFactory_Omni4:Marker4","RobotAtFactory_Omni4:Marker4","RobotAtFactory_Omni4:Marker4","RobotAtFactory_Omni4:Marker4",RobotAtFactory_Omni4:Marker1,RobotAtFactory_Omni4:Marker1,RobotAtFactory_Omni4:Marker1,RobotAtFactory_Omni4:Marker2,RobotAtFactory_Omni4:Marker2,RobotAtFactory_Omni4:Marker2,RobotAtFactory_Omni4:Marker3,RobotAtFactory_Omni4:Marker3,RobotAtFactory_Omni4:Marker3,RobotAtFactory_Omni4:Marker4,RobotAtFactory_Omni4:Marker4,RobotAtFactory_Omni4:Marker4
,ID,"F43824BFF1B911EA2C2F332BD074D280","F43824BFF1B911EA2C2F332BD074D280","F43824BFF1B911EA2C2F332BD074D280","F43824BFF1B911EA2C2F332BD074D280","F43824BFF1B911EA2C2F332BD074D280","F43824BFF1B911EA2C2F332BD074D280","F43824BFF1B911EA2C2F332BD074D280","F43824BFF1B911EA2C2F332BD074D280","F43824BFF1B911EA2C2F332BD074D280","F43824BFF1B911EA2C2F332BD074D280","F43824BFF1B911EA2C2F332BD074D280","F43824BFF1B911EA2C2F332BD074D280","F43824BFF1B911EA2C2F332BD074D280","F43824BFF1B911EA2C2F332BD074D280","F43824BFF1B911EA2C2F332BD074D280","F43824BFF1B911EA2C2F332BD074D280","F43824BFF1B911EA2C2F332BD074D280","F43824BFF1B911EA2C2F332BD074D280","F43824BFF1B911EA2C2F332BD074D280","F43824BFF1B911EA2C2F332BD074D280","F43824BFF1B911EA2C2F332BD074D280","F43824BFF1B911EA2C2F332BD074D280","F43824BFF1B911EA2C2F332BD074D280","C4B10","C4B10","C4B10","C4DC0","C4DC0","C4DC0","C4C90","C4C90","C4C90","C4C80","C4C80","C4C80"
,,Rotation,Rotation,Rotation,Position,Position,Position,Mean Marker Error,Position,Position,Position,Marker Quality,Position,Position,Position,Marker Quality,Position,Position,Position,Marker Quality,Position,Position,Position,Marker Quality,Position,Position,Position,Position,Position,Position,Position,Position,Position,Position,Position,Position
Frame,Time (Seconds),Y,X,Z,X,Y,Z,,X,Y,Z,,X,Y,Z,,X,Y,Z,,X,Y,Z,,X,Y,Z,X,Y,Z,X,Y,Z,X,Y,Z
0,0.000000,-111.631142,0.632945,0.350370,-0.782846,0.117750,0.283333,0.000549,-0.850808,0.117861,0.208113,0.796397,-0.747031,0.117068,0.209560,0.705109,-0.853269,0.118525,0.355529,0.911068,-0.680279,0.117547,0.360130,0.868587,-0.851345,0.117257,0.208017,-0.746227,0.117781,0.210048,-0.853473,0.118813,0.355570,-0.680244,0.117190,0.359746
1,0.010000,-111.828377,-0.135323,0.817301,-0.782578,0.118980,0.283457,0.001761,-0.850269,0.119944,0.208000,0.794960,-0.746523,0.117549,0.209812,0.889153,-0.853229,0.121033,0.355404,0.153930,-0.680292,0.117392,0.360613,0.777137,-0.849680,0.119619,0.207531,-0.746227,0.117781,0.210048,-0.855289,0.121753,0.357992,-0.680244,0.117190,0.359746
2,0.020000,-111.539032,0.370372,0.915404,-0.783099,0.118226,0.283681,0.001784,-0.851174,0.118310,0.208564,0.794960,-0.747405,0.116709,0.209862,0.889153,-0.853401,0.120095,0.355974,0.153930,-0.680418,0.117787,0.360324,0.777137,-0.851345,0.117257,0.208017,-0.746227,0.117781,0.210048,-0.855289,0.121753,0.357992,-0.680244,0.117190,0.359746
3,0.030000,-111.539032,0.370372,0.915404,-0.783099,0.118226,0.283681,0.001784,-0.851174,0.118310,0.208564,0.700219,-0.747405,0.116709,0.209862,0.599196,-0.853401,0.120095,0.355974,0.194504,-0.680418,0.117787,0.360324,0.787859,-0.851345,0.117257,0.208017,-0.746227,0.117781,0.210048,-0.855289,0.121753,0.357992,-0.680244,0.117190,0.359746
4,0.040000,-111.590767,0.236656,1.005261,-0.783275,0.118149,0.283696,0.001645,-0.851281,0.118376,0.208517,0.700219,-0.747517,0.116491,0.209911,0.599196,-0.853638,0.120256,0.355924,0.194504,-0.680665,0.117475,0.360433,0.787859,-0.851345,0.117257,0.208017,-0.746227,0.117781,0.210048,-0.855202,0.121599,0.357853,-0.680670,0.116872,0.359766
5,0.050000,-111.512894,0.249103,1.078215,-0.783499,0.118051,0.283668,0.001927,-0.851606,0.118200,0.208580,0.559105,-0.747842,0.116289,0.209836,0.447838,-0.853763,0.120267,0.355988,0.323578,-0.680785,0.117446,0.360266,0.807483,-0.852123,0.116739,0.207740,-0.746227,0.117781,0.210048,-0.855202,0.121599,0.357853,-0.680670,0.116872,0.359766
