Format Version,1.23,Take Name,newmethod_25jun2020_2_(1),Take Notes,,Capture Frame Rate,100,Export Frame Rate,100,Capture Start Time,2020-06-25 10.04.44.670 ,Total Frames in Take,11253,Total Exported Frames,11253,Rotation Type,YXZ,Length Units,Meters,Coordinate Space,Global,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,Type,Rigid Body,Rigid Body,Rigid Body,Rigid Body,Rigid Body,Rigid Body,Rigid Body,Rigid Body Marker,Rigid Body Marker,Rigid Body Marker,Rigid Body Marker,Rigid Body Marker,Rigid Body Marker,Rigid Body Marker,Rigid Body Marker,Rigid Body Marker,Rigid Body Marker,Rigid Body Marker,Rigid Body Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker
,Name,robotdiff_DIFF,robotdiff_DIFF,robotdiff_DIFF,robotdiff_DIFF,robotdiff_DIFF,robotdiff_DIFF,robotdiff_DIFF,robotdiff_DIFF:Marker1,robotdiff_DIFF:Marker1,robotdiff_DIFF:Marker1,robotdiff_DIFF:Marker1,robotdiff_DIFF:Marker2,robotdiff_DIFF:Marker2,robotdiff_DIFF:Marker2,robotdiff_DIFF:Marker2,robotdiff_DIFF:Marker3,robotdiff_DIFF:Marker3,robotdiff_DIFF:Marker3,robotdiff_DIFF:Marker3,robotdiff_DIFF:Marker1,robotdiff_DIFF:Marker1,robotdiff_DIFF:Marker1,robotdiff_DIFF:Marker2,robotdiff_DIFF:Marker2,robotdiff_DIFF:Marker2,robotdiff_DIFF:Marker3,robotdiff_DIFF:Marker3,robotdiff_DIFF:Marker3
,ID,B234FAB0B72211EA2C2F332BD074C180,B234FAB0B72211EA2C2F332BD074C180,B234FAB0B72211EA2C2F332BD074C180,B234FAB0B72211EA2C2F332BD074C180,B234FAB0B72211EA2C2F332BD074C180,B234FAB0B72211EA2C2F332BD074C180,B234FAB0B72211EA2C2F332BD074C180,B234FAB0B72211EA2C2F332BD074C180,B234FAB0B72211EA2C2F332BD074C180,B234FAB0B72211EA2C2F332BD074C180,B234FAB0B72211EA2C2F332BD074C180,B234FAB0B72211EA2C2F332BD074C180,B234FAB0B72211EA2C2F332BD074C180,B234FAB0B72211EA2C2F332BD074C180,B234FAB0B72211EA2C2F332BD074C180,B234FAB0B72211EA2C2F332BD074C180,B234FAB0B72211EA2C2F332BD074C180,B234FAB0B72211EA2C2F332BD074C180,B234FAB0B72211EA2C2F332BD074C180,C4DF0,C4DF0,C4DF0,C4D20,C4D20,C4D20,C6140,C6140,C6140
,,Rotation,Rotation,Rotation,Position,Position,Position,Mean Marker Error,Position,Position,Position,Marker Quality,Position,Position,Position,Marker Quality,Position,Position,Position,Marker Quality,Position,Position,Position,Position,Position,Position,Position,Position,Position
Frame,Time (Seconds),Y,X,Z,X,Y,Z,,X,Y,Z,,X,Y,Z,,X,Y,Z,,X,Y,Z,X,Y,Z,X,Y,Z
0,0,-1.336924,-1.545771,0.259407,-0.599209,0.10005,-0.379302,0.000256,-0.645919,0.10098,-0.329427,0.936486,-0.503069,0.099934,-0.406498,0.970097,-0.648639,0.099236,-0.40198,0.926543,-0.645946,0.100974,-0.32968,-0.502951,0.099935,-0.406514,-0.648738,0.099242,-0.401704
1,0.01,-1.344772,-1.651175,0.26211,-0.599207,0.100101,-0.37929,0.000231,-0.645924,0.101122,-0.329424,0.94639,-0.503063,0.099935,-0.406473,0.970087,-0.648633,0.099244,-0.401974,0.939078,-0.646007,0.101117,-0.329622,-0.502951,0.099935,-0.406514,-0.648668,0.09925,-0.401733
2,0.02,-1.332229,-1.401643,0.177463,-0.599246,0.100112,-0.37931,0.000286,-0.645953,0.10098,-0.329431,0.94639,-0.503108,0.099934,-0.406511,0.970087,-0.648678,0.099424,-0.401988,0.939078,-0.645946,0.100974,-0.32968,-0.502951,0.099935,-0.406514,-0.648852,0.099429,-0.401725
3,0.03,-1.343682,-1.643579,0.265082,-0.599251,0.100092,-0.379277,0.000281,-0.645967,0.101104,-0.32941,0.943696,-0.503108,0.099935,-0.406462,0.958641,-0.648678,0.099236,-0.40196,0.934236,-0.646069,0.101099,-0.32961,-0.502951,0.099935,-0.406514,-0.648738,0.099242,-0.401704
4,0.04,-1.282116,-1.515517,0.159021,-0.599265,0.100139,-0.379341,0.000325,-0.645929,0.101122,-0.329423,0.943696,-0.503151,0.099871,-0.406624,0.958641,-0.648717,0.099423,-0.401974,0.934236,-0.646007,0.101117,-0.329622,-0.502943,0.099871,-0.406668,-0.648852,0.099429,-0.401725
5,0.05,-1.332482,-1.567134,0.21878,-0.599229,0.100085,-0.379304,0.000269,-0.645936,0.101067,-0.329427,0.931066,-0.503091,0.099891,-0.406506,0.961082,-0.648661,0.099298,-0.401979,0.927481,-0.646128,0.101061,-0.329625,-0.502962,0.099889,-0.406593,-0.648606,0.099306,-0.401695
6,0.06,-1.323811,-1.643525,0.247516,-0.599306,0.100077,-0.379268,0.000316,-0.646005,0.101103,-0.329385,0.931066,-0.503172,0.099891,-0.406486,0.961082,-0.648741,0.099236,-0.401934,0.927481,-0.646221,0.101099,-0.32951,-0.502962,0.099889,-0.406593,-0.648738,0.099242,-0.401704
7,0.07,-1.36569,-1.563189,0.220019,-0.599248,0.100125,-0.379323,0.00023,-0.645983,0.101102,-0.329473,0.959549,-0.503094,0.099935,-0.406469,0.962483,-0.648666,0.099339,-0.402027,0.951686,-0.646069,0.101099,-0.32961,-0.502951,0.099935,-0.406514,-0.648727,0.099343,-0.401843
8,0.08,-1.330965,-1.776534,0.32603,-0.599231,0.10006,-0.379201,0.000278,-0.645935,0.101143,-0.329324,0.959549,-0.503095,0.099936,-0.40641,0.962483,-0.648663,0.099101,-0.401869,0.951686,-0.646161,0.101136,-0.329497,-0.502951,0.099935,-0.406514,-0.64859,0.099109,-0.401594
9,0.09,-1.338819,-1.499448,0.183095,-0.599289,0.100154,-0.379285,0.000311,-0.646001,0.101104,-0.329413,0.947826,-0.503147,0.099935,-0.406475,0.949932,-0.648718,0.099424,-0.401968,0.930741,-0.646069,0.101099,-0.32961,-0.502951,0.099935,-0.406514,-0.648852,0.099429,-0.401725
10,0.1,-1.317502,-1.45179,0.137818,-0.599249,0.10016,-0.379308,0.000279,-0.645943,0.101103,-0.329418,0.947826,-0.503117,0.09989,-0.406531,0.949932,-0.648687,0.099487,-0.401973,0.930741,-0.646069,0.101099,-0.32961,-0.502962,0.099889,-0.406593,-0.648721,0.099493,-0.401717
11,0.11,-1.337096,-1.566099,0.270954,-0.599184,0.100042,-0.379292,0.00024,-0.645894,0.100981,-0.329418,0.933203,-0.503044,0.099935,-0.406489,0.975895,-0.648613,0.09921,-0.40197,0.925695,-0.645946,0.100974,-0.32968,-0.502951,0.099935,-0.406514,-0.64866,0.099217,-0.401677
12,0.12,-1.433794,-1.824461,0.475827,-0.599352,0.100155,-0.379078,0.000311,-0.646144,0.101161,-0.329282,0.933203,-0.503169,0.100256,-0.406122,0.975895,-0.648742,0.099047,-0.40183,0.925695,-0.646098,0.101155,-0.329508,-0.503307,0.100255,-0.406091,-0.648647,0.099054,-0.401636
13,0.13,-1.304432,-1.515015,0.166048,-0.599272,0.100145,-0.379316,0.0003,-0.645954,0.101122,-0.329416,0.947005,-0.503146,0.099889,-0.406562,0.953339,-0.648714,0.099424,-0.401969,0.930085,-0.646007,0.101117,-0.329622,-0.502962,0.099889,-0.406593,-0.648852,0.099429,-0.401725
