Format Version,1.23,Take Name,23122020-omni4-square-1-run_006,Take Notes,,Capture Frame Rate,100.000000,Export Frame Rate,100.000000,Capture Start Time,2020-12-23 06.31.22.225 ,Total Frames in Take,11653,Total Exported Frames,11653,Rotation Type,YXZ,Length Units,Meters,Coordinate Space,Global

,Type,Rigid Body,Rigid Body,Rigid Body,Rigid Body,Rigid Body,Rigid Body,Rigid Body,Rigid Body Marker,Rigid Body Marker,Rigid Body Marker,Rigid Body Marker,Rigid Body Marker,Rigid Body Marker,Rigid Body Marker,Rigid Body Marker,Rigid Body Marker,Rigid Body Marker,Rigid Body Marker,Rigid Body Marker,Rigid Body Marker,Rigid Body Marker,Rigid Body Marker,Rigid Body Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker
,Name,robot-omni4,robot-omni4,robot-omni4,robot-omni4,robot-omni4,robot-omni4,robot-omni4,"robot-omni4:Marker1","robot-omni4:Marker1","robot-omni4:Marker1","robot-omni4:Marker1","robot-omni4:Marker2","robot-omni4:Marker2","robot-omni4:Marker2","robot-omni4:Marker2","robot-omni4:Marker3","robot-omni4:Marker3","robot-omni4:Marker3","robot-omni4:Marker3","robot-omni4:Marker4","robot-omni4:Marker4","robot-omni4:Marker4","robot-omni4:Marker4",robot-omni4:Marker1,robot-omni4:Marker1,robot-omni4:Marker1,robot-omni4:Marker2,robot-omni4:Marker2,robot-omni4:Marker2,robot-omni4:Marker3,robot-omni4:Marker3,robot-omni4:Marker3,robot-omni4:Marker4,robot-omni4:Marker4,robot-omni4:Marker4
,ID,"9E23692544D311EB9535D8E10FC4DB80","9E23692544D311EB9535D8E10FC4DB80","9E23692544D311EB9535D8E10FC4DB80","9E23692544D311EB9535D8E10FC4DB80","9E23692544D311EB9535D8E10FC4DB80","9E23692544D311EB9535D8E10FC4DB80","9E23692544D311EB9535D8E10FC4DB80","9E23692544D311EB9535D8E10FC4DB80","9E23692544D311EB9535D8E10FC4DB80","9E23692544D311EB9535D8E10FC4DB80","9E23692544D311EB9535D8E10FC4DB80","9E23692544D311EB9535D8E10FC4DB80","9E23692544D311EB9535D8E10FC4DB80","9E23692544D311EB9535D8E10FC4DB80","9E23692544D311EB9535D8E10FC4DB80","9E23692544D311EB9535D8E10FC4DB80","9E23692544D311EB9535D8E10FC4DB80","9E23692544D311EB9535D8E10FC4DB80","9E23692544D311EB9535D8E10FC4DB80","9E23692544D311EB9535D8E10FC4DB80","9E23692544D311EB9535D8E10FC4DB80","9E23692544D311EB9535D8E10FC4DB80","9E23692544D311EB9535D8E10FC4DB80","C92D0","C92D0","C92D0","C91B0","C91B0","C91B0","C91D0","C91D0","C91D0","C9320","C9320","C9320"
,,Rotation,Rotation,Rotation,Position,Position,Position,Mean Marker Error,Position,Position,Position,Marker Quality,Position,Position,Position,Marker Quality,Position,Position,Position,Marker Quality,Position,Position,Position,Marker Quality,Position,Position,Position,Position,Position,Position,Position,Position,Position,Position,Position,Position
Frame,Time (Seconds),Y,X,Z,X,Y,Z,,X,Y,Z,,X,Y,Z,,X,Y,Z,,X,Y,Z,,X,Y,Z,X,Y,Z,X,Y,Z,X,Y,Z
0,0.000000,3.295146,0.544735,0.123420,0.584284,0.105025,0.610246,0.000571,0.664591,0.103982,0.531333,0.901015,0.667481,0.103656,0.687119,0.703780,0.572636,0.103952,0.687887,0.661044,0.432429,0.108511,0.534644,0.878865,0.664545,0.104345,0.531484,0.667546,0.102812,0.686290,0.572446,0.104810,0.688919,0.432589,0.108179,0.534329
1,0.010000,3.225713,0.337463,-0.022459,0.584407,0.104878,0.610391,0.000609,0.664805,0.103350,0.531579,0.866286,0.667508,0.103603,0.687369,0.685261,0.572664,0.104123,0.688022,0.712286,0.432650,0.108434,0.534595,0.906730,0.664994,0.103663,0.531970,0.667615,0.102868,0.686353,0.572446,0.104810,0.688919,0.432589,0.108179,0.534329
2,0.020000,3.295030,0.553542,0.123356,0.584299,0.105050,0.610270,0.000523,0.664607,0.104018,0.531357,0.910973,0.667495,0.103668,0.687143,0.733565,0.572651,0.103965,0.687911,0.667073,0.432444,0.108549,0.534668,0.880642,0.664545,0.104345,0.531484,0.667661,0.102886,0.686438,0.572446,0.104810,0.688919,0.432528,0.108236,0.534317
3,0.030000,3.114115,-0.008304,0.447797,0.584382,0.106049,0.610900,0.000889,0.664947,0.104769,0.532254,0.783428,0.667338,0.105912,0.688045,0.632577,0.572491,0.105626,0.688510,0.771498,0.432752,0.107888,0.534789,0.858035,0.664644,0.104397,0.531533,0.667922,0.106942,0.688915,0.572446,0.104810,0.688919,0.432589,0.108179,0.534329
4,0.040000,3.114115,-0.008304,0.447797,0.584382,0.106049,0.610900,0.000889,0.664947,0.104769,0.532254,0.783428,0.667338,0.105912,0.688045,0.632577,0.572491,0.105626,0.688510,0.771498,0.432752,0.107888,0.534789,0.858035,0.664644,0.104397,0.531533,0.667922,0.106942,0.688915,0.572446,0.104810,0.688919,0.432589,0.108179,0.534329
5,0.050000,3.281310,0.558335,0.147631,0.584337,0.105051,0.610289,0.000527,0.664664,0.104061,0.531395,0.783428,0.667515,0.103696,0.687182,0.632577,0.572671,0.103953,0.687927,0.771498,0.432499,0.108495,0.534650,0.858035,0.664644,0.104397,0.531533,0.667661,0.102886,0.686438,0.572446,0.104810,0.688919,0.432583,0.108180,0.534333
