type,omni4,,,,,,,,,,,
ngear,1,,,,,,,,,,,
encRes,1,,,,,,,,,,,
Li,0.205,0.215,,,,,,,,,,
Di,0.06,0.06,0.06,0.06,,,,,,,,
Thi,,,,,,,,,,,,
N,12,,,,,,,,,,,
L,,,,,,,,,,,,
imarkers,8,7,5,6,,,,,,,,
gt_ti,5.16,5.21,3.37,3.71,3.29,3.55,3.4,5.43,3.96,5.48,5.79,4.94
gt_tf,111.76,111.39,109.43,109.34,109.23,109.53,110.69,111.89,110.44,112.61,111.94,111.43
odo_ti,0,0,0,0,0,0,0,0,0,0,0,0
odo_tf,95.71,95.62,95.68,95.62,95.61,95.62,95.65,95.66,95.65,95.7199999999998,95.74,96.22
