335,0,0
335.05,0,0
335.1,0,0
335.15,0,0
335.2,0,0
335.25,0,0
335.3,0,0
335.35,0,0
335.4,0,0
335.45,0,0
335.5,0,0
335.55,0,0
335.6,0,0
335.65,0,0
335.7,0,0
335.75,0,0
335.8,0,0
335.85,0,0
335.9,0,0
335.95,0,0
336,0,0
336.05,0,0
336.1,0,0
336.15,0,0
336.2,0,0
336.25,-3,6
336.3,-8,8
336.35,-4,4
336.4,0,2
336.45,-1,7
336.5,-9,12
336.55,-18,17
336.6,-22,19
336.65,-21,17
336.7,-18,15
336.75,-16,16
336.8,-11,16
336.85,-11,14
336.9,-12,15
336.95,-17,18
337,-22,20
337.05,-23,20
337.1,-16,15
337.15,-13,13
337.2,-14,12
337.25,-16,15
337.3,-20,20
337.35,-21,21
337.4,-16,18
337.45,-8,12
337.5,-11,8
337.55,-17,15
337.6,-24,22
337.65,-23,22
337.7,-13,17
337.75,-12,10
337.8,-15,13
337.85,-17,17
337.9,-18,17
337.95,-19,19
338,-19,17
338.05,-10,11
338.1,-11,11
338.15,-19,17
338.2,-23,23
338.25,-16,20
338.3,-13,14
338.35,-15,14
338.4,-17,16
338.45,-15,17
338.5,-16,16
338.55,-15,17
338.6,-16,14
338.65,-13,15
338.7,-18,16
338.75,-21,21
338.8,-19,19
338.85,-14,14
338.9,-10,11
338.95,-14,14
339,-18,16
339.05,-19,19
339.1,-19,17
339.15,-16,15
339.2,-14,12
339.25,-13,13
339.3,-14,14
339.35,-19,18
339.4,-20,20
339.45,-18,19
339.5,-15,17
339.55,-13,15
339.6,-16,15
339.65,-15,17
339.7,-16,14
339.75,-16,17
339.8,-18,16
339.85,-16,16
339.9,-17,16
339.95,-18,18
340,-15,16
340.05,-11,14
340.1,-15,14
340.15,-19,19
340.2,-21,20
340.25,-15,17
340.3,-13,14
340.35,-15,13
340.4,-17,15
340.45,-16,17
340.5,-15,17
340.55,-18,16
340.6,-15,16
340.65,-13,14
340.7,-16,14
340.75,-16,19
340.8,-16,18
340.85,-15,17
340.9,-16,17
340.95,-18,18
341,-18,15
341.05,-14,13
341.1,-13,13
341.15,-17,15
341.2,-18,17
341.25,-15,17
341.3,-14,14
341.35,-16,16
341.4,-18,17
341.45,-16,18
341.5,-16,18
341.55,-14,16
341.6,-15,15
341.65,-16,17
341.7,-15,17
341.75,-19,14
341.8,-15,14
341.85,-9,12
341.9,-15,14
341.95,-22,21
342,-22,21
342.05,-14,14
342.1,-8,10
342.15,-13,13
342.2,-20,19
342.25,-23,22
342.3,-17,21
342.35,-13,14
342.4,-6,8
342.45,-9,11
342.5,-18,19
342.55,-25,23
342.6,-23,21
342.65,-12,12
342.7,-6,8
342.75,-9,12
342.8,-18,17
342.85,-25,24
342.9,-21,20
342.95,-14,13
343,-10,10
343.05,-12,12
343.1,-17,18
343.15,-23,22
343.2,-20,21
343.25,-12,17
343.3,-7,13
343.35,-11,14
343.4,-17,17
343.45,-24,19
343.5,-20,19
343.55,-14,13
343.6,-10,11
343.65,-11,13
343.7,-19,17
343.75,-20,23
343.8,-18,18
343.85,-13,14
343.9,-10,13
343.95,-17,16
344,-21,19
344.05,-20,16
344.1,-14,12
344.15,-14,14
344.2,-17,13
344.25,-18,16
344.3,-22,20
344.35,-23,20
344.4,-15,16
344.45,-7,11
344.5,-7,8
344.55,-15,14
344.6,-25,24
344.65,-26,23
344.7,-18,19
344.75,-12,11
344.8,-10,10
344.85,-17,14
344.9,-22,22
344.95,-20,20
345,-13,16
345.05,-10,13
345.1,-14,12
345.15,-22,20
345.2,-25,22
345.25,-16,18
345.3,-15,15
345.35,-18,15
345.4,-20,19
345.45,-22,20
345.5,-19,20
345.55,-18,20
345.6,-20,19
345.65,-25,22
345.7,-24,23
345.75,-21,21
345.8,-22,21
345.85,-25,24
345.9,-26,27
345.95,-24,26
346,-21,24
346.05,-24,24
346.1,-25,26
346.15,-26,25
346.2,-28,29
346.25,-29,27
346.3,-28,27
346.35,-28,26
346.4,-28,26
346.45,-27,28
346.5,-25,27
346.55,-28,27
346.6,-29,29
346.65,-13,15
346.7,0,-1
346.75,0,0
346.8,0,0
346.85,0,0
346.9,0,0
346.95,0,0
347,0,0
347.05,0,0
347.1,0,0
347.15,0,0
