Format Version,1.23,Take Name,umbmark_23jun2020_7_(3),Take Notes,,Capture Frame Rate,100,Export Frame Rate,100,Capture Start Time,2020-06-24 12.00.27.356 ,Total Frames in Take,9723,Total Exported Frames,9723,Rotation Type,YXZ,Length Units,Meters,Coordinate Space,Global,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,Type,Rigid Body,Rigid Body,Rigid Body,Rigid Body,Rigid Body,Rigid Body,Rigid Body,Rigid Body Marker,Rigid Body Marker,Rigid Body Marker,Rigid Body Marker,Rigid Body Marker,Rigid Body Marker,Rigid Body Marker,Rigid Body Marker,Rigid Body Marker,Rigid Body Marker,Rigid Body Marker,Rigid Body Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker
,Name,robotdiff_DIFF,robotdiff_DIFF,robotdiff_DIFF,robotdiff_DIFF,robotdiff_DIFF,robotdiff_DIFF,robotdiff_DIFF,robotdiff_DIFF:Marker1,robotdiff_DIFF:Marker1,robotdiff_DIFF:Marker1,robotdiff_DIFF:Marker1,robotdiff_DIFF:Marker2,robotdiff_DIFF:Marker2,robotdiff_DIFF:Marker2,robotdiff_DIFF:Marker2,robotdiff_DIFF:Marker3,robotdiff_DIFF:Marker3,robotdiff_DIFF:Marker3,robotdiff_DIFF:Marker3,robotdiff_DIFF:Marker1,robotdiff_DIFF:Marker1,robotdiff_DIFF:Marker1,robotdiff_DIFF:Marker2,robotdiff_DIFF:Marker2,robotdiff_DIFF:Marker2,robotdiff_DIFF:Marker3,robotdiff_DIFF:Marker3,robotdiff_DIFF:Marker3
,ID,6F17EB22B55911EAD66282CFD4AEBF80,6F17EB22B55911EAD66282CFD4AEBF80,6F17EB22B55911EAD66282CFD4AEBF80,6F17EB22B55911EAD66282CFD4AEBF80,6F17EB22B55911EAD66282CFD4AEBF80,6F17EB22B55911EAD66282CFD4AEBF80,6F17EB22B55911EAD66282CFD4AEBF80,6F17EB22B55911EAD66282CFD4AEBF80,6F17EB22B55911EAD66282CFD4AEBF80,6F17EB22B55911EAD66282CFD4AEBF80,6F17EB22B55911EAD66282CFD4AEBF80,6F17EB22B55911EAD66282CFD4AEBF80,6F17EB22B55911EAD66282CFD4AEBF80,6F17EB22B55911EAD66282CFD4AEBF80,6F17EB22B55911EAD66282CFD4AEBF80,6F17EB22B55911EAD66282CFD4AEBF80,6F17EB22B55911EAD66282CFD4AEBF80,6F17EB22B55911EAD66282CFD4AEBF80,6F17EB22B55911EAD66282CFD4AEBF80,C5890,C5890,C5890,C58B0,C58B0,C58B0,C5850,C5850,C5850
,,Rotation,Rotation,Rotation,Position,Position,Position,Mean Marker Error,Position,Position,Position,Marker Quality,Position,Position,Position,Marker Quality,Position,Position,Position,Marker Quality,Position,Position,Position,Position,Position,Position,Position,Position,Position
Frame,Time (Seconds),Y,X,Z,X,Y,Z,,X,Y,Z,,X,Y,Z,,X,Y,Z,,X,Y,Z,X,Y,Z,X,Y,Z
0,0,2.845526,0.479079,0.640294,-0.536603,0.096087,0.456467,0.000232,-0.440042,0.097308,0.428859,0.980871,-0.583573,0.095626,0.509913,0.937154,-0.586195,0.095326,0.430629,0.957491,-0.440067,0.097308,0.428931,-0.583443,0.095627,0.509698,-0.586296,0.095325,0.430766
1,0.01,2.823912,0.373045,0.636467,-0.536635,0.096135,0.456457,0.00022,-0.440063,0.097307,0.428883,0.987939,-0.583624,0.095772,0.509886,0.941768,-0.586217,0.095325,0.430602,0.954475,-0.440067,0.097308,0.428931,-0.583539,0.095772,0.509669,-0.586296,0.095325,0.430766
2,0.02,2.841908,0.372663,0.646142,-0.536626,0.096143,0.456434,0.00021,-0.440064,0.097332,0.428829,0.990123,-0.583599,0.095773,0.509878,0.94581,-0.586216,0.095325,0.430595,0.952693,-0.440044,0.097333,0.428864,-0.583539,0.095772,0.509669,-0.586296,0.095325,0.430766
3,0.03,2.819387,0.35303,0.646522,-0.536643,0.096126,0.456443,0.000214,-0.440069,0.097307,0.428877,0.990123,-0.583637,0.095772,0.509869,0.94581,-0.586222,0.095298,0.430585,0.952693,-0.440067,0.097308,0.428931,-0.583539,0.095772,0.509669,-0.58632,0.095297,0.430726
4,0.04,2.823912,0.373045,0.636467,-0.536635,0.096135,0.456457,0.00022,-0.440063,0.097307,0.428883,0.986401,-0.583624,0.095772,0.509886,0.944499,-0.586217,0.095325,0.430602,0.956993,-0.440067,0.097308,0.428931,-0.583539,0.095772,0.509669,-0.586296,0.095325,0.430766
5,0.05,2.837441,0.37266,0.650526,-0.5366,0.096147,0.456429,0.000212,-0.440035,0.097344,0.428832,0.982294,-0.583577,0.095773,0.509869,0.949218,-0.586188,0.095326,0.430586,0.947371,-0.439968,0.097345,0.428853,-0.583539,0.095772,0.509669,-0.586296,0.095325,0.430766
6,0.06,2.859945,0.50438,0.637165,-0.536574,0.096107,0.456446,0.000204,-0.44002,0.097333,0.428814,0.986175,-0.58353,0.095627,0.509904,0.944059,-0.586172,0.095361,0.430621,0.959418,-0.440044,0.097333,0.428864,-0.583443,0.095627,0.509698,-0.586232,0.095361,0.430772
7,0.07,2.868433,0.566632,0.691311,-0.536583,0.096087,0.456487,0.000213,-0.440034,0.09743,0.428843,0.986175,-0.583531,0.095504,0.509951,0.944059,-0.586184,0.095326,0.430668,0.959418,-0.440065,0.09743,0.428924,-0.583385,0.095506,0.509766,-0.586296,0.095325,0.430766
8,0.08,2.832695,0.303578,0.655107,-0.536642,0.096089,0.456402,0.000166,-0.440075,0.097266,0.428812,0.978255,-0.583623,0.095772,0.509838,0.941107,-0.586227,0.095229,0.430555,0.962778,-0.440115,0.097266,0.428859,-0.583539,0.095772,0.509669,-0.586268,0.09523,0.430672
9,0.09,2.847504,0.478412,0.688073,-0.536602,0.096127,0.456465,0.000231,-0.440043,0.09743,0.428854,0.981509,-0.58357,0.095626,0.509912,0.937746,-0.586194,0.095326,0.430628,0.957149,-0.440065,0.09743,0.428924,-0.583443,0.095627,0.509698,-0.586296,0.095325,0.430766
10,0.1,2.866602,0.547278,0.642958,-0.536604,0.096028,0.456474,0.000206,-0.440053,0.09728,0.428832,0.973413,-0.583554,0.095504,0.509937,0.939854,-0.586205,0.095298,0.430654,0.966072,-0.440103,0.09728,0.428926,-0.583385,0.095506,0.509766,-0.58632,0.095297,0.430726
11,0.11,2.991161,0.47194,0.966319,-0.536725,0.096362,0.456344,0.000341,-0.440242,0.098137,0.428495,0.973413,-0.583558,0.095626,0.509907,0.939854,-0.586376,0.095323,0.43063,0.966072,-0.440437,0.098133,0.428564,-0.583443,0.095627,0.509698,-0.586296,0.095325,0.430766
12,0.12,2.852135,0.46296,0.644122,-0.536573,0.096098,0.45648,0.000209,-0.440015,0.097319,0.428861,0.948318,-0.583536,0.095649,0.509932,0.940387,-0.586168,0.095326,0.430649,0.960436,-0.439991,0.09732,0.428919,-0.583432,0.09565,0.509755,-0.586296,0.095325,0.430766
13,0.13,2.841095,0.459025,0.650362,-0.536611,0.096077,0.456453,0.000227,-0.440048,0.097308,0.428852,0.979725,-0.583585,0.095626,0.509896,0.939078,-0.586201,0.095298,0.430612,0.958627,-0.440067,0.097308,0.428931,-0.583443,0.095627,0.509698,-0.58632,0.095297,0.430726
