Format Version,1.23,Take Name,umbmark_23jun2020_7_(6),Take Notes,,Capture Frame Rate,100.000000,Export Frame Rate,100.000000,Capture Start Time,2020-06-24 12.06.05.934 ,Total Frames in Take,9775,Total Exported Frames,9775,Rotation Type,YXZ,Length Units,Meters,Coordinate Space,Global

,Type,Rigid Body,Rigid Body,Rigid Body,Rigid Body,Rigid Body,Rigid Body,Rigid Body,Rigid Body Marker,Rigid Body Marker,Rigid Body Marker,Rigid Body Marker,Rigid Body Marker,Rigid Body Marker,Rigid Body Marker,Rigid Body Marker,Rigid Body Marker,Rigid Body Marker,Rigid Body Marker,Rigid Body Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker
,Name,robotdiff_DIFF,robotdiff_DIFF,robotdiff_DIFF,robotdiff_DIFF,robotdiff_DIFF,robotdiff_DIFF,robotdiff_DIFF,"robotdiff_DIFF:Marker1","robotdiff_DIFF:Marker1","robotdiff_DIFF:Marker1","robotdiff_DIFF:Marker1","robotdiff_DIFF:Marker2","robotdiff_DIFF:Marker2","robotdiff_DIFF:Marker2","robotdiff_DIFF:Marker2","robotdiff_DIFF:Marker3","robotdiff_DIFF:Marker3","robotdiff_DIFF:Marker3","robotdiff_DIFF:Marker3",robotdiff_DIFF:Marker1,robotdiff_DIFF:Marker1,robotdiff_DIFF:Marker1,robotdiff_DIFF:Marker2,robotdiff_DIFF:Marker2,robotdiff_DIFF:Marker2,robotdiff_DIFF:Marker3,robotdiff_DIFF:Marker3,robotdiff_DIFF:Marker3
,ID,"6F17EB22B55911EAD66282CFD4AEBF80","6F17EB22B55911EAD66282CFD4AEBF80","6F17EB22B55911EAD66282CFD4AEBF80","6F17EB22B55911EAD66282CFD4AEBF80","6F17EB22B55911EAD66282CFD4AEBF80","6F17EB22B55911EAD66282CFD4AEBF80","6F17EB22B55911EAD66282CFD4AEBF80","6F17EB22B55911EAD66282CFD4AEBF80","6F17EB22B55911EAD66282CFD4AEBF80","6F17EB22B55911EAD66282CFD4AEBF80","6F17EB22B55911EAD66282CFD4AEBF80","6F17EB22B55911EAD66282CFD4AEBF80","6F17EB22B55911EAD66282CFD4AEBF80","6F17EB22B55911EAD66282CFD4AEBF80","6F17EB22B55911EAD66282CFD4AEBF80","6F17EB22B55911EAD66282CFD4AEBF80","6F17EB22B55911EAD66282CFD4AEBF80","6F17EB22B55911EAD66282CFD4AEBF80","6F17EB22B55911EAD66282CFD4AEBF80","C5890","C5890","C5890","C58B0","C58B0","C58B0","C5850","C5850","C5850"
,,Rotation,Rotation,Rotation,Position,Position,Position,Mean Marker Error,Position,Position,Position,Marker Quality,Position,Position,Position,Marker Quality,Position,Position,Position,Marker Quality,Position,Position,Position,Position,Position,Position,Position,Position,Position
Frame,Time (Seconds),Y,X,Z,X,Y,Z,,X,Y,Z,,X,Y,Z,,X,Y,Z,,X,Y,Z,X,Y,Z,X,Y,Z
0,0.000000,-177.467133,-0.477812,0.342161,-0.553918,0.098722,-0.215801,0.000557,-0.650632,0.099054,-0.188707,0.950888,-0.506658,0.099372,-0.268989,0.851599,-0.504464,0.097740,-0.189708,0.818998,-0.650685,0.099050,-0.188518,-0.506233,0.099360,-0.268574,-0.504830,0.097756,-0.190333
1,0.010000,-177.530624,-0.307738,0.244511,-0.553962,0.098821,-0.215654,0.000390,-0.650707,0.099053,-0.188669,0.961750,-0.506644,0.099403,-0.268791,0.907505,-0.504536,0.098005,-0.189503,0.874239,-0.650685,0.099050,-0.188518,-0.506343,0.099398,-0.268574,-0.504865,0.098014,-0.189884
2,0.020000,-177.542221,-0.298595,0.254524,-0.553932,0.098800,-0.215668,0.000441,-0.650682,0.099053,-0.188703,0.953745,-0.506603,0.099366,-0.268795,0.892407,-0.504511,0.097981,-0.189507,0.860878,-0.650685,0.099050,-0.188518,-0.506233,0.099360,-0.268574,-0.504880,0.097991,-0.189924
3,0.030000,-177.538239,-0.192714,0.201573,-0.553906,0.098848,-0.215661,0.000406,-0.650655,0.099053,-0.188690,0.953745,-0.506581,0.099365,-0.268792,0.892407,-0.504483,0.098125,-0.189502,0.860878,-0.650685,0.099050,-0.188518,-0.506233,0.099360,-0.268574,-0.504798,0.098133,-0.189897
4,0.040000,-177.488342,-0.466086,0.345918,-0.553939,0.098711,-0.215757,0.000526,-0.650663,0.099054,-0.188698,0.956463,-0.506659,0.099347,-0.268927,0.897442,-0.504495,0.097732,-0.189645,0.873585,-0.650685,0.099050,-0.188518,-0.506268,0.099336,-0.268553,-0.504866,0.097747,-0.190223
5,0.050000,-177.408417,-0.589634,0.396219,-0.553845,0.098673,-0.215872,0.000533,-0.650530,0.099052,-0.188677,0.944580,-0.506639,0.099376,-0.269106,0.832613,-0.504365,0.097591,-0.189832,0.818662,-0.650685,0.099050,-0.188518,-0.506233,0.099360,-0.268574,-0.504580,0.097608,-0.190524
