540.9,0,0
540.95,0,0
541,0,0
541.05,0,0
541.1,0,0
541.15,0,0
541.2,0,0
541.25,0,0
541.3,0,0
541.35,0,0
541.4,0,0
541.45,0,0
541.5,2,0
541.55,0,0
541.6,0,0
541.65,0,0
541.7,0,0
541.75,0,0
541.8,0,0
541.85,5,0
541.9,13,0
541.95,20,0
542,18,0
542.05,6,0
542.1,0,0
542.15,2,0
542.2,8,0
542.25,9,0
542.3,8,0
542.35,6,13
542.4,8,5
542.45,12,10
542.5,18,14
542.55,22,15
542.6,17,13
542.65,8,8
542.7,3,8
542.75,8,14
542.8,14,18
542.85,23,21
542.9,26,18
542.95,20,16
543,11,14
543.05,11,13
543.1,18,16
543.15,22,24
543.2,23,22
543.25,14,12
543.3,10,13
543.35,18,21
543.4,25,25
543.45,24,26
543.5,18,18
543.55,11,15
543.6,15,18
543.65,25,25
543.7,27,28
543.75,25,27
543.8,21,22
543.85,20,20
543.9,19,24
543.95,22,25
544,20,27
544.05,25,23
544.1,27,29
544.15,23,28
544.2,21,24
544.25,24,25
544.3,26,28
544.35,28,30
544.4,26,29
544.45,29,30
544.5,27,31
544.55,26,26
544.6,25,27
544.65,25,31
544.7,29,31
544.75,28,35
544.8,30,31
544.85,30,32
544.9,28,32
544.95,30,31
545,28,32
545.05,27,32
545.1,29,31
545.15,28,34
545.2,27,33
545.25,28,32
545.3,28,29
545.35,27,31
545.4,28,33
545.45,30,34
545.5,28,31
545.55,28,30
545.6,29,32
545.65,29,31
545.7,27,30
545.75,28,31
545.8,31,33
545.85,31,33
545.9,30,33
545.95,27,28
546,27,28
546.05,27,31
546.1,31,32
546.15,30,31
546.2,27,31
546.25,30,30
546.3,30,33
546.35,32,33
546.4,29,33
546.45,29,28
546.5,28,31
546.55,29,30
546.6,30,31
546.65,26,32
546.7,28,27
546.75,28,30
546.8,28,31
546.85,26,30
546.9,32,32
546.95,31,34
547,30,34
547.05,30,30
547.1,27,28
547.15,28,28
547.2,31,32
547.25,32,32
547.3,28,30
547.35,30,29
547.4,30,29
547.45,30,30
547.5,32,31
547.55,32,31
547.6,28,30
547.65,28,29
547.7,31,29
547.75,29,31
547.8,30,31
547.85,31,29
547.9,26,28
547.95,24,27
548,29,27
548.05,30,31
548.1,32,32
548.15,31,31
548.2,33,28
548.25,30,30
548.3,36,30
548.35,33,28
548.4,29,28
548.45,32,29
548.5,32,30
548.55,31,28
548.6,31,30
548.65,32,27
548.7,30,29
548.75,36,32
548.8,33,27
548.85,27,25
548.9,30,27
548.95,34,32
549,37,33
549.05,34,31
549.1,27,23
549.15,23,24
549.2,31,29
549.25,37,35
549.3,36,33
549.35,27,25
549.4,26,23
549.45,30,30
549.5,37,32
549.55,36,35
549.6,30,26
549.65,26,23
549.7,30,28
549.75,35,32
549.8,37,35
549.85,31,26
549.9,22,26
549.95,28,25
550,33,31
550.05,35,33
550.1,36,32
550.15,29,26
550.2,23,24
550.25,29,27
550.3,34,32
550.35,34,33
550.4,34,31
550.45,30,27
550.5,27,28
550.55,33,28
550.6,34,32
550.65,32,30
550.7,32,30
550.75,29,26
550.8,26,25
550.85,31,29
550.9,36,32
550.95,33,32
551,33,27
551.05,29,29
551.1,30,27
551.15,32,29
551.2,31,30
551.25,28,29
551.3,31,28
551.35,27,27
551.4,25,25
551.45,28,23
551.5,32,29
551.55,36,34
551.6,39,36
551.65,34,34
551.7,28,27
551.75,27,25
551.8,32,31
551.85,33,33
551.9,32,28
551.95,24,26
552,25,25
552.05,33,31
552.1,35,36
552.15,30,34
552.2,30,29
552.25,25,28
552.3,26,28
552.35,31,32
552.4,35,34
552.45,28,29
552.5,24,24
552.55,28,28
552.6,31,34
552.65,29,32
552.7,32,29
552.75,30,31
552.8,29,29
552.85,32,30
552.9,31,31
552.95,29,32
553,27,31
553.05,26,27
553.1,26,30
553.15,28,28
553.2,30,33
553.25,30,30
553.3,25,27
553.35,26,28
553.4,27,31
553.45,27,32
553.5,30,33
553.55,25,30
553.6,22,24
553.65,22,26
553.7,29,31
553.75,33,35
553.8,21,32
553.85,20,24
553.9,25,26
553.95,30,31
554,30,31
554.05,22,26
554.1,20,19
554.15,23,27
554.2,30,32
554.25,31,31
554.3,25,24
554.35,20,21
554.4,25,27
554.45,31,28
554.5,23,30
554.55,21,19
554.6,20,25
554.65,29,26
554.7,28,31
554.75,21,20
554.8,18,20
554.85,26,26
554.9,30,29
554.95,21,25
555,20,14
555.05,19,22
555.1,25,24
555.15,23,26
555.2,22,21
555.25,18,18
555.3,19,19
555.35,23,23
555.4,17,21
555.45,21,14
555.5,19,22
555.55,20,18
555.6,13,19
555.65,16,13
555.7,19,20
555.75,21,18
555.8,11,16
555.85,13,9
555.9,16,17
555.95,19,20
556,14,14
556.05,7,5
556.1,11,15
556.15,23,22
556.2,20,23
556.25,10,8
556.3,8,10
556.35,21,19
556.4,25,23
556.45,11,11
556.5,8,9
556.55,15,17
556.6,21,21
556.65,15,14
556.7,6,8
556.75,17,14
556.8,25,24
556.85,15,16
556.9,4,5
556.95,12,8
557,21,25
557.05,25,20
557.1,8,13
557.15,11,11
557.2,18,18
557.25,20,18
557.3,9,9
557.35,5,8
557.4,4,1
557.45,0,0
557.5,0,1
557.55,0,0
557.6,0,2
557.65,0,0
557.7,0,5
557.75,0,3
557.8,0,0
557.85,0,0
557.9,0,0
557.95,0,0
558,0,2
558.05,0,12
558.1,0,17
558.15,0,13
558.2,0,0
558.25,0,6
558.3,0,10
558.35,0,12
558.4,0,11
558.45,0,8
558.5,0,12
558.55,0,12
558.6,0,9
558.65,-2,11
558.7,-12,12
558.75,-5,15
558.8,-2,16
558.85,-6,12
558.9,-12,12
558.95,-19,15
559,-20,17
559.05,-17,13
559.1,-17,11
559.15,-18,15
559.2,-15,18
559.25,-15,16
559.3,-18,15
559.35,-18,16
559.4,-16,17
559.45,-16,15
559.5,-16,16
559.55,-14,17
559.6,-15,18
559.65,-17,18
559.7,-18,15
559.75,-17,13
559.8,-17,17
559.85,-17,16
559.9,-14,16
559.95,-11,16
560,-12,16
560.05,-16,17
560.1,-21,18
560.15,-19,16
560.2,-16,13
560.25,-14,14
560.3,-15,17
560.35,-18,19
560.4,-16,17
560.45,-16,15
560.5,-14,14
560.55,-15,14
560.6,-16,16
560.65,-19,15
560.7,-18,17
560.75,-17,17
560.8,-18,17
560.85,-17,16
560.9,-16,17
560.95,-14,16
561,-14,14
561.05,-15,15
561.1,-16,17
561.15,-16,17
561.2,-16,18
561.25,-15,15
561.3,-15,15
561.35,-19,18
561.4,-18,16
561.45,-16,16
561.5,-15,15
561.55,-14,15
561.6,-16,16
561.65,-18,17
561.7,-17,18
561.75,-13,14
561.8,-15,15
561.85,-17,17
561.9,-16,18
561.95,-15,17
562,-14,14
562.05,-13,14
562.1,-15,15
562.15,-15,16
562.2,-15,15
562.25,-19,14
562.3,-21,17
562.35,-21,17
562.4,-13,19
562.45,-13,18
562.5,-17,19
562.55,-19,19
562.6,-19,20
562.65,-18,20
562.7,-19,20
562.75,-21,19
562.8,-20,17
562.85,-18,19
562.9,-19,21
562.95,-21,24
563,-24,24
563.05,-23,24
563.1,-28,24
563.15,-26,24
563.2,-22,22
563.25,-20,22
563.3,-24,24
563.35,-24,26
563.4,-20,22
563.45,-4,6
563.5,0,-3
563.55,0,0
563.6,0,0
563.65,0,0
563.7,0,0
563.75,0,0
563.8,0,0
563.85,0,0
563.9,0,0
563.95,0,0
564,0,0
564.05,0,0
564.1,0,4
564.15,0,1
564.2,0,3
564.25,0,3
564.3,0,0
564.35,0,0
564.4,0,3
564.45,0,9
564.5,0,10
564.55,12,10
564.6,5,8
564.65,8,7
564.7,8,13
564.75,13,13
564.8,12,4
564.85,8,10
564.9,12,13
564.95,23,13
565,22,9
565.05,18,15
565.1,14,4
565.15,14,8
565.2,19,24
565.25,24,11
565.3,19,5
565.35,12,23
565.4,19,8
565.45,21,18
565.5,22,9
565.55,21,13
565.6,18,20
565.65,23,16
565.7,20,17
565.75,20,18
565.8,23,15
565.85,22,19
565.9,25,18
565.95,25,18
566,22,18
566.05,24,18
566.1,26,20
566.15,26,23
566.2,24,16
566.25,20,21
566.3,25,21
566.35,29,24
566.4,26,23
566.45,25,20
566.5,26,25
566.55,29,23
566.6,27,25
566.65,29,24
566.7,27,26
566.75,26,24
566.8,30,26
566.85,32,29
566.9,28,27
566.95,30,24
567,30,31
567.05,29,27
567.1,33,29
567.15,33,31
567.2,31,27
567.25,30,28
567.3,29,27
567.35,30,30
567.4,33,29
567.45,33,29
567.5,32,31
567.55,31,29
567.6,32,31
567.65,28,29
567.7,29,28
567.75,29,30
567.8,29,32
567.85,31,31
567.9,28,28
567.95,25,29
568,29,29
568.05,33,32
568.1,31,34
568.15,29,31
568.2,28,31
568.25,27,28
568.3,26,29
568.35,33,32
568.4,31,36
568.45,30,30
568.5,26,29
568.55,27,29
568.6,28,32
568.65,31,32
568.7,29,31
568.75,27,31
568.8,29,31
568.85,31,34
568.9,28,32
568.95,27,29
569,29,31
569.05,25,33
569.1,26,30
569.15,25,32
569.2,29,32
569.25,27,35
569.3,24,31
569.35,29,31
569.4,29,34
569.45,30,34
569.5,32,34
569.55,31,32
569.6,27,31
569.65,29,30
569.7,27,33
569.75,26,32
569.8,26,30
569.85,28,30
569.9,29,33
569.95,30,34
570,32,34
570.05,29,32
570.1,24,28
570.15,28,30
570.2,32,34
570.25,32,35
570.3,27,35
570.35,28,29
570.4,26,32
570.45,27,31
570.5,28,31
570.55,27,32
570.6,30,31
570.65,29,34
570.7,30,32
570.75,27,33
570.8,26,30
570.85,31,34
570.9,29,36
570.95,27,29
571,28,28
571.05,28,33
571.1,30,33
571.15,30,34
571.2,26,31
571.25,27,28
571.3,28,33
571.35,31,34
571.4,29,33
571.45,28,30
571.5,27,29
571.55,27,29
571.6,26,31
571.65,32,33
571.7,31,34
571.75,32,34
571.8,28,27
571.85,23,25
571.9,24,26
571.95,31,34
572,37,37
572.05,29,37
572.1,29,24
572.15,26,28
572.2,30,33
572.25,34,37
572.3,35,26
572.35,20,24
572.4,25,25
572.45,33,34
572.5,38,36
572.55,31,35
572.6,28,21
572.65,26,26
572.7,29,33
572.75,36,35
572.8,31,33
572.85,23,22
572.9,25,26
572.95,33,31
573,33,34
573.05,33,31
573.1,30,28
573.15,29,28
573.2,32,32
573.25,33,28
573.3,25,27
573.35,31,26
573.4,33,31
573.45,32,32
573.5,34,29
573.55,29,30
573.6,27,25
573.65,30,27
573.7,32,32
573.75,34,30
573.8,34,29
573.85,27,24
573.9,24,24
573.95,29,26
574,36,34
574.05,35,33
574.1,33,25
574.15,31,27
574.2,31,29
574.25,35,29
574.3,34,30
574.35,31,25
574.4,30,27
574.45,32,30
574.5,32,27
574.55,34,28
574.6,35,30
574.65,34,25
574.7,30,27
574.75,33,28
574.8,33,31
574.85,35,25
574.9,29,26
574.95,32,28
575,34,30
575.05,36,30
575.1,32,29
575.15,30,24
575.2,28,26
575.25,33,28
575.3,33,30
575.35,31,30
575.4,31,25
575.45,30,25
575.5,30,28
575.55,30,27
575.6,27,27
575.65,25,28
575.7,27,29
575.75,30,29
575.8,29,30
575.85,24,29
575.9,26,26
575.95,28,27
576,29,30
576.05,29,29
576.1,26,27
576.15,25,24
576.2,24,27
576.25,29,26
576.3,28,30
576.35,27,29
576.4,26,25
576.45,26,27
576.5,28,27
576.55,25,27
576.6,26,23
576.65,22,22
576.7,24,24
576.75,27,27
576.8,28,27
576.85,21,25
576.9,20,21
576.95,23,26
577,32,29
577.05,30,30
577.1,20,22
577.15,17,16
577.2,25,24
577.25,31,30
577.3,23,26
577.35,20,15
577.4,19,20
577.45,25,26
577.5,25,28
577.55,19,15
577.6,11,14
577.65,21,19
577.7,23,26
577.75,23,23
577.8,19,20
577.85,18,16
577.9,17,18
577.95,17,18
578,17,19
578.05,17,13
578.1,16,18
578.15,19,18
578.2,12,16
578.25,10,7
578.3,13,17
578.35,22,21
578.4,21,18
578.45,6,7
578.5,6,7
578.55,18,17
578.6,25,26
578.65,18,14
578.7,6,11
578.75,12,8
578.8,15,20
578.85,24,23
578.9,16,17
578.95,9,3
579,6,16
579.05,22,16
579.1,23,24
579.15,16,13
579.2,3,8
579.25,12,11
579.3,16,21
579.35,26,20
579.4,18,18
579.45,8,6
579.5,3,11
579.55,16,14
579.6,23,24
579.65,25,20
579.7,5,10
579.75,4,0
579.8,4,10
579.85,12,7
579.9,1,3
579.95,0,0
580,0,0
580.05,0,0
580.1,0,0
580.15,0,0
580.2,0,0
580.25,0,0
580.3,0,0
580.35,0,0
580.4,0,0
580.45,0,1
580.5,0,9
580.55,0,15
580.6,0,14
580.65,0,5
580.7,0,0
580.75,0,2
580.8,0,9
580.85,0,17
580.9,0,18
580.95,0,6
581,0,2
581.05,0,6
581.1,0,14
581.15,0,18
581.2,0,14
581.25,-8,12
581.3,-9,11
581.35,0,8
581.4,-1,13
581.45,0,16
581.5,0,18
581.55,-3,16
581.6,-17,10
581.65,-33,15
581.7,-35,19
581.75,-23,20
581.8,-15,16
581.85,-14,12
581.9,-16,16
581.95,-17,16
582,-13,16
582.05,-12,14
