,Type,Rigid Body,Rigid Body,Rigid Body,Rigid Body,Rigid Body,Rigid Body,Rigid Body,Rigid Body Marker,Rigid Body Marker,Rigid Body Marker,Rigid Body Marker,Rigid Body Marker,Rigid Body Marker,Rigid Body Marker,Rigid Body Marker,Rigid Body Marker,Rigid Body Marker,Rigid Body Marker,Rigid Body Marker,Rigid Body Marker,Rigid Body Marker,Rigid Body Marker,Rigid Body Marker,Rigid Body Marker,Rigid Body Marker,Rigid Body Marker,Rigid Body Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker
,Name,robotdiff_CENT...,robotdiff_CENT...,robotdiff_CENT...,robotdiff_CENT...,robotdiff_CENT...,robotdiff_CENT...,robotdiff_CENT...,"robotdiff_CENT...:Marker1","robotdiff_CENT...:Marker1","robotdiff_CENT...:Marker1","robotdiff_CENT...:Marker1","robotdiff_CENT...:Marker2","robotdiff_CENT...:Marker2","robotdiff_CENT...:Marker2","robotdiff_CENT...:Marker2","robotdiff_CENT...:Marker3","robotdiff_CENT...:Marker3","robotdiff_CENT...:Marker3","robotdiff_CENT...:Marker3","robotdiff_CENT...:Marker4","robotdiff_CENT...:Marker4","robotdiff_CENT...:Marker4","robotdiff_CENT...:Marker4","robotdiff_CENT...:Marker5","robotdiff_CENT...:Marker5","robotdiff_CENT...:Marker5","robotdiff_CENT...:Marker5",robotdiff_CENT...:Marker1,robotdiff_CENT...:Marker1,robotdiff_CENT...:Marker1,robotdiff_CENT...:Marker2,robotdiff_CENT...:Marker2,robotdiff_CENT...:Marker2,robotdiff_CENT...:Marker3,robotdiff_CENT...:Marker3,robotdiff_CENT...:Marker3,robotdiff_CENT...:Marker4,robotdiff_CENT...:Marker4,robotdiff_CENT...:Marker4,robotdiff_CENT...:Marker5,robotdiff_CENT...:Marker5,robotdiff_CENT...:Marker5
,ID,"BB794401B72211EA2C2F332BD074C180","BB794401B72211EA2C2F332BD074C180","BB794401B72211EA2C2F332BD074C180","BB794401B72211EA2C2F332BD074C180","BB794401B72211EA2C2F332BD074C180","BB794401B72211EA2C2F332BD074C180","BB794401B72211EA2C2F332BD074C180","BB794401B72211EA2C2F332BD074C180","BB794401B72211EA2C2F332BD074C180","BB794401B72211EA2C2F332BD074C180","BB794401B72211EA2C2F332BD074C180","BB794401B72211EA2C2F332BD074C180","BB794401B72211EA2C2F332BD074C180","BB794401B72211EA2C2F332BD074C180","BB794401B72211EA2C2F332BD074C180","BB794401B72211EA2C2F332BD074C180","BB794401B72211EA2C2F332BD074C180","BB794401B72211EA2C2F332BD074C180","BB794401B72211EA2C2F332BD074C180","BB794401B72211EA2C2F332BD074C180","BB794401B72211EA2C2F332BD074C180","BB794401B72211EA2C2F332BD074C180","BB794401B72211EA2C2F332BD074C180","BB794401B72211EA2C2F332BD074C180","BB794401B72211EA2C2F332BD074C180","BB794401B72211EA2C2F332BD074C180","BB794401B72211EA2C2F332BD074C180","C42B0","C42B0","C42B0","C4830","C4830","C4830","C4970","C4970","C4970","C49C0","C49C0","C49C0","C4A20","C4A20","C4A20"
,,Rotation,Rotation,Rotation,Position,Position,Position,Mean Marker Error,Position,Position,Position,Marker Quality,Position,Position,Position,Marker Quality,Position,Position,Position,Marker Quality,Position,Position,Position,Marker Quality,Position,Position,Position,Marker Quality,Position,Position,Position,Position,Position,Position,Position,Position,Position,Position,Position,Position,Position,Position,Position
Frame,Time (Seconds),Y,X,Z,X,Y,Z,,X,Y,Z,,X,Y,Z,,X,Y,Z,,X,Y,Z,,X,Y,Z,,X,Y,Z,X,Y,Z,X,Y,Z,X,Y,Z,X,Y,Z
34,0.340000,-0.063208,-0.072810,0.002232,-0.125161,0.083651,-0.400670,0.000520,-0.218919,0.057655,-0.388592,0.884512,-0.185219,0.101098,-0.426621,0.942558,-0.180890,0.101071,-0.354143,0.963309,-0.001024,0.057138,-0.399639,0.732656,-0.039752,0.101296,-0.434356,0.941195,-0.218424,0.057533,-0.388623,-0.185119,0.101225,-0.426680,-0.180781,0.101009,-0.354044,-0.002075,0.057283,-0.399430,-0.039604,0.101232,-0.434527
35,0.350000,-0.017486,-0.450919,0.023238,-0.125073,0.083455,-0.400798,0.000611,-0.218812,0.057505,-0.388473,0.872388,-0.185158,0.100708,-0.426815,0.956883,-0.180771,0.101161,-0.354342,0.959985,-0.000926,0.056993,-0.399691,0.729836,-0.039698,0.100908,-0.434668,0.941297,-0.218344,0.057413,-0.388513,-0.184985,0.100870,-0.426974,-0.180707,0.101016,-0.354081,-0.002075,0.057283,-0.399430,-0.039502,0.100756,-0.434920
36,0.360000,-0.028405,0.080965,0.143310,-0.124822,0.083710,-0.400806,0.000185,-0.218508,0.057450,-0.388740,0.880177,-0.184938,0.101078,-0.426673,0.928610,-0.180565,0.100868,-0.354198,0.923586,-0.000620,0.057500,-0.399921,0.696823,-0.039477,0.101656,-0.434496,0.911507,-0.218452,0.057322,-0.388710,-0.185042,0.101097,-0.426731,-0.180737,0.100986,-0.354090,-0.000666,0.057397,-0.399951,-0.039204,0.101758,-0.434545
37,0.370000,-0.059434,-0.106367,0.054014,-0.125143,0.083607,-0.400646,0.000520,-0.218877,0.057533,-0.388546,0.964191,-0.185219,0.100984,-0.426603,0.969911,-0.180885,0.101004,-0.354126,0.941035,-0.000983,0.057206,-0.399608,0.970723,-0.039753,0.101309,-0.434348,0.926102,-0.218412,0.057310,-0.388495,-0.185075,0.101167,-0.426710,-0.180737,0.100986,-0.354090,-0.002075,0.057283,-0.399430,-0.039632,0.101296,-0.434462
38,0.380000,-0.057435,-0.119498,-0.008022,-0.125185,0.083674,-0.400665,0.000496,-0.218947,0.057704,-0.388556,0.902061,-0.185242,0.101110,-0.426623,0.950742,-0.180906,0.101141,-0.354147,0.949336,-0.001053,0.057138,-0.399625,0.737533,-0.039776,0.101276,-0.434374,0.941165,-0.218559,0.057649,-0.388577,-0.185075,0.101167,-0.426710,-0.180788,0.101047,-0.354011,-0.002075,0.057283,-0.399430,-0.039623,0.101248,-0.434550
39,0.390000,-0.069512,-0.094389,0.019664,-0.125165,0.083629,-0.400683,0.000508,-0.218917,0.057608,-0.388605,0.882898,-0.185226,0.101047,-0.426647,0.949485,-0.180905,0.101049,-0.354169,0.960851,-0.001021,0.057153,-0.399629,0.730003,-0.039758,0.101287,-0.434367,0.938278,-0.218483,0.057433,-0.388608,-0.185118,0.101203,-0.426718,-0.180778,0.101010,-0.354086,-0.002075,0.057283,-0.399430,-0.039578,0.101239,-0.434529
40,0.400000,-0.042794,-0.158640,0.036007,-0.125115,0.083611,-0.400665,0.000539,-0.218853,0.057577,-0.388514,0.866180,-0.185192,0.100983,-0.426620,0.944389,-0.180837,0.101067,-0.354145,0.966384,-0.000962,0.057171,-0.399639,0.715665,-0.039728,0.101255,-0.434408,0.943875,-0.218344,0.057413,-0.388513,-0.185047,0.101133,-0.426696,-0.180744,0.101023,-0.354058,-0.002075,0.057283,-0.399430,-0.039585,0.101218,-0.434578
41,0.410000,-0.073855,-0.140737,0.004722,-0.125145,0.083659,-0.400714,0.000516,-0.218904,0.057673,-0.388622,0.873434,-0.185198,0.101072,-0.426696,0.960906,-0.180883,0.101132,-0.354218,0.962115,-0.001007,0.057152,-0.399629,0.726629,-0.039730,0.101268,-0.434405,0.942304,-0.218421,0.057541,-0.388696,-0.185075,0.101167,-0.426710,-0.180775,0.101111,-0.354113,-0.002075,0.057283,-0.399430,-0.039585,0.101218,-0.434578
42,0.420000,-0.075044,-0.109172,0.033040,-0.125143,0.083613,-0.400684,0.000539,-0.218889,0.057573,-0.388608,0.877197,-0.185205,0.101010,-0.426657,0.939276,-0.180891,0.101032,-0.354179,0.943348,-0.000992,0.057166,-0.399611,0.724131,-0.039736,0.101282,-0.434363,0.941806,-0.218474,0.057319,-0.388670,-0.185037,0.101163,-0.426744,-0.180757,0.101078,-0.354002,-0.002075,0.057283,-0.399430,-0.039578,0.101239,-0.434529
43,0.430000,-0.066653,-0.096693,0.015281,-0.125160,0.083658,-0.400665,0.000519,-0.218913,0.057645,-0.388581,0.874286,-0.185220,0.101079,-0.426626,0.952682,-0.180895,0.101084,-0.354148,0.955465,-0.001017,0.057173,-0.399615,0.730250,-0.039753,0.101308,-0.434353,0.950964,-0.218424,0.057533,-0.388623,-0.185075,0.101167,-0.426710,-0.180788,0.101047,-0.354011,-0.002075,0.057283,-0.399430,-0.039636,0.101276,-0.434508
44,0.440000,0.002256,-0.308697,-0.047989,-0.125162,0.083538,-0.400740,0.000537,-0.218929,0.057674,-0.388448,0.909682,-0.185234,0.100931,-0.426694,0.939734,-0.180823,0.101198,-0.354222,0.936948,-0.001048,0.056920,-0.399741,0.716835,-0.039776,0.100969,-0.434596,0.881063,-0.218591,0.057566,-0.388513,-0.185108,0.101135,-0.426709,-0.180744,0.101023,-0.354058,-0.002075,0.057283,-0.399430,-0.039502,0.100756,-0.434920
45,0.450000,-0.057988,-0.121038,0.031922,-0.125163,0.083626,-0.400691,0.000501,-0.218906,0.057591,-0.388581,0.889889,-0.185232,0.101019,-0.426650,0.945764,-0.180896,0.101056,-0.354173,0.951615,-0.001012,0.057177,-0.399649,0.727589,-0.039766,0.101287,-0.434399,0.946179,-0.218495,0.057437,-0.388611,-0.185067,0.101135,-0.426730,-0.180744,0.101023,-0.354058,-0.002075,0.057283,-0.399430,-0.039640,0.101269,-0.434574
46,0.460000,-0.086189,-0.039191,0.000871,-0.125158,0.083645,-0.400697,0.000532,-0.218922,0.057644,-0.388671,0.872070,-0.185205,0.101108,-0.426661,0.950187,-0.180905,0.101039,-0.354182,0.959451,-0.001023,0.057128,-0.399632,0.729418,-0.039735,0.101308,-0.434338,0.935933,-0.218421,0.057541,-0.388696,-0.185064,0.101229,-0.426732,-0.180850,0.100962,-0.354050,-0.002075,0.057283,-0.399430,-0.039578,0.101239,-0.434529
47,0.470000,-0.048425,0.022057,-0.008337,-0.125221,0.083683,-0.400648,0.000469,-0.218981,0.057683,-0.388588,0.866035,-0.185283,0.101183,-0.426554,0.943932,-0.180935,0.101036,-0.354078,0.951915,-0.001089,0.057145,-0.399693,0.742761,-0.039818,0.101368,-0.434327,0.931885,-0.218504,0.057447,-0.388647,-0.185321,0.101404,-0.426543,-0.180744,0.101023,-0.354058,-0.002075,0.057283,-0.399430,-0.039639,0.101276,-0.434510
48,0.480000,-0.065618,-0.089058,0.009421,-0.125170,0.083650,-0.400674,0.000495,-0.218925,0.057645,-0.388592,0.899228,-0.185229,0.101082,-0.426632,0.951860,-0.180903,0.101076,-0.354154,0.950275,-0.001030,0.057152,-0.399631,0.732096,-0.039762,0.101296,-0.434362,0.951645,-0.218531,0.057562,-0.388586,-0.185075,0.101167,-0.426710,-0.180737,0.100986,-0.354090,-0.002075,0.057283,-0.399430,-0.039636,0.101276,-0.434508
49,0.490000,-0.059541,-0.120693,0.040503,-0.125129,0.083607,-0.400654,0.000536,-0.218870,0.057558,-0.388548,0.869964,-0.185201,0.100991,-0.426615,0.933456,-0.180867,0.101028,-0.354138,0.962287,-0.000975,0.057177,-0.399609,0.720278,-0.039734,0.101280,-0.434361,0.941685,-0.218409,0.057317,-0.388567,-0.185014,0.101165,-0.426692,-0.180788,0.101047,-0.354011,-0.002075,0.057283,-0.399430,-0.039578,0.101239,-0.434529
50,0.500000,-0.102977,-0.132495,0.032389,-0.125114,0.083660,-0.400679,0.000494,-0.218867,0.057627,-0.388638,0.885446,-0.185163,0.101048,-0.426689,0.955155,-0.180885,0.101099,-0.354209,0.949334,-0.000965,0.057213,-0.399535,0.740053,-0.039691,0.101315,-0.434325,0.938601,-0.218421,0.057541,-0.388696,-0.185037,0.101163,-0.426744,-0.180755,0.101005,-0.354085,-0.001960,0.057385,-0.399289,-0.039578,0.101239,-0.434529
51,0.510000,-0.069459,-0.084434,0.004524,-0.125150,0.083671,-0.400661,0.000528,-0.218909,0.057673,-0.388588,0.885446,-0.185206,0.101109,-0.426622,0.955155,-0.180885,0.101097,-0.354144,0.949334,-0.001013,0.057162,-0.399612,0.740053,-0.039738,0.101312,-0.434342,0.938601,-0.218433,0.057642,-0.388571,-0.185075,0.101167,-0.426710,-0.180737,0.100986,-0.354090,-0.002075,0.057283,-0.399430,-0.039632,0.101296,-0.434462
52,0.520000,-0.057309,-0.127106,0.023969,-0.125143,0.083613,-0.400684,0.000504,-0.218890,0.057592,-0.388571,0.880857,-0.185210,0.101012,-0.426645,0.957928,-0.180873,0.101056,-0.354168,0.951925,-0.000996,0.057147,-0.399641,0.729010,-0.039744,0.101258,-0.434396,0.959621,-0.218483,0.057433,-0.388608,-0.185047,0.101133,-0.426696,-0.180744,0.101023,-0.354058,-0.002075,0.057283,-0.399430,-0.039585,0.101218,-0.434578
53,0.530000,-0.095337,-0.228214,0.056805,-0.125108,0.083573,-0.400747,0.000560,-0.218849,0.057520,-0.388650,0.890341,-0.185168,0.100892,-0.426778,0.947628,-0.180880,0.101066,-0.354299,0.956859,-0.000947,0.057180,-0.399575,0.723154,-0.039697,0.101208,-0.434433,0.938857,-0.218435,0.057540,-0.388627,-0.184985,0.100870,-0.426974,-0.180700,0.100953,-0.354138,-0.002075,0.057283,-0.399430,-0.039578,0.101239,-0.434529
54,0.540000,0.036213,-0.172462,0.039728,-0.124882,0.083584,-0.400851,0.000215,-0.218603,0.057547,-0.388564,0.896373,-0.184997,0.100946,-0.426727,0.932842,-0.180542,0.101048,-0.354258,0.933423,-0.000727,0.057153,-0.399990,0.714723,-0.039544,0.101226,-0.434716,0.961060,-0.218424,0.057533,-0.388623,-0.185118,0.101203,-0.426718,-0.180805,0.100941,-0.354096,-0.000666,0.057397,-0.399951,-0.039402,0.100831,-0.434865
55,0.550000,-0.082461,-0.047114,0.034039,-0.125161,0.083620,-0.400701,0.000515,-0.218909,0.057566,-0.388665,0.952952,-0.185220,0.101045,-0.426664,0.928836,-0.180916,0.100988,-0.354185,0.918363,-0.001011,0.057175,-0.399640,0.936424,-0.039751,0.101327,-0.434350,0.888803,-0.218458,0.057324,-0.388739,-0.185118,0.101203,-0.426718,-0.180744,0.101023,-0.354058,-0.002075,0.057283,-0.399430,-0.039614,0.101283,-0.434512
56,0.560000,-0.071770,-0.136312,0.013660,-0.125168,0.083657,-0.400687,0.000523,-0.218923,0.057655,-0.388594,0.870668,-0.185226,0.101063,-0.426666,0.950996,-0.180908,0.101117,-0.354188,0.945950,-0.001027,0.057169,-0.399609,0.727530,-0.039758,0.101282,-0.434380,0.945823,-0.218397,0.057518,-0.388638,-0.185148,0.101175,-0.426703,-0.180811,0.101095,-0.354099,-0.002075,0.057283,-0.399430,-0.039604,0.101232,-0.434527
57,0.570000,-0.064623,0.038946,-0.045517,-0.125241,0.083709,-0.400657,0.000486,-0.219021,0.057766,-0.388631,0.863449,-0.185283,0.101256,-0.426575,0.964504,-0.180956,0.101084,-0.354098,0.966752,-0.001126,0.057090,-0.399675,0.732777,-0.039816,0.101348,-0.434306,0.945372,-0.218608,0.057683,-0.388698,-0.185352,0.101373,-0.426543,-0.180737,0.100986,-0.354090,-0.002075,0.057283,-0.399430,-0.039596,0.101252,-0.434479
58,0.580000,-0.099581,0.042218,0.075833,-0.125078,0.083732,-0.400682,0.000565,-0.218810,0.057591,-0.388715,0.893363,-0.185141,0.101153,-0.426635,0.965012,-0.180858,0.100987,-0.354155,0.940047,-0.000908,0.057376,-0.399625,0.750466,-0.039670,0.101554,-0.434278,0.926070,-0.218493,0.057440,-0.388643,-0.185075,0.101167,-0.426710,-0.180737,0.100986,-0.354090,-0.002075,0.057283,-0.399430,-0.039222,0.101763,-0.434496
59,0.590000,-0.062220,-0.091234,0.009890,-0.125196,0.083657,-0.400663,0.000490,-0.218951,0.057651,-0.388575,0.910470,-0.185257,0.101087,-0.426618,0.974719,-0.180927,0.101084,-0.354141,0.965654,-0.001056,0.057160,-0.399626,0.703352,-0.039790,0.101302,-0.434357,0.864892,-0.218531,0.057562,-0.388586,-0.185148,0.101175,-0.426703,-0.180781,0.101009,-0.354044,-0.002075,0.057283,-0.399430,-0.039639,0.101276,-0.434510
60,0.600000,0.011621,-0.053412,0.081128,-0.124900,0.083674,-0.400772,0.000127,-0.218607,0.057544,-0.388579,0.892637,-0.185016,0.101046,-0.426638,0.958967,-0.180592,0.101001,-0.354166,0.952332,-0.000726,0.057331,-0.399912,0.738912,-0.039560,0.101448,-0.434563,0.945680,-0.218424,0.057533,-0.388623,-0.185067,0.101135,-0.426730,-0.180711,0.101016,-0.354029,-0.000666,0.057397,-0.399951,-0.039632,0.101289,-0.434525
61,0.610000,-0.047536,-0.119561,-0.006191,-0.125150,0.083661,-0.400649,0.000495,-0.218909,0.057688,-0.388523,0.953072,-0.185212,0.101095,-0.426597,0.965564,-0.180864,0.101126,-0.354121,0.954457,-0.001017,0.057129,-0.399630,0.975727,-0.039747,0.101265,-0.434373,0.955408,-0.218591,0.057566,-0.388513,-0.185042,0.101199,-0.426706,-0.180680,0.101047,-0.354018,-0.002075,0.057283,-0.399430,-0.039578,0.101239,-0.434529
62,0.620000,-0.060812,-0.105823,0.001024,-0.125167,0.083657,-0.400656,0.000504,-0.218925,0.057669,-0.388559,0.914877,-0.185226,0.101089,-0.426614,0.943117,-0.180894,0.101104,-0.354137,0.943734,-0.001031,0.057141,-0.399615,0.728204,-0.039759,0.101280,-0.434356,0.942032,-0.218520,0.057555,-0.388582,-0.185079,0.101185,-0.426686,-0.180788,0.101047,-0.354011,-0.002075,0.057283,-0.399430,-0.039578,0.101239,-0.434529
63,0.630000,-0.093363,-0.174715,0.029471,-0.125131,0.083682,-0.400652,0.000481,-0.218883,0.057662,-0.388577,0.883306,-0.185183,0.101053,-0.426665,0.947530,-0.180892,0.101158,-0.354186,0.966447,-0.000982,0.057229,-0.399509,0.746353,-0.039712,0.101307,-0.434325,0.939659,-0.218435,0.057540,-0.388627,-0.185018,0.101183,-0.426674,-0.180811,0.101095,-0.354099,-0.001960,0.057385,-0.399289,-0.039604,0.101232,-0.434527
64,0.640000,-0.075595,-0.049644,0.025865,-0.125156,0.083645,-0.400663,0.000520,-0.218906,0.057605,-0.388615,0.864334,-0.185215,0.101077,-0.426619,0.953177,-0.180902,0.101023,-0.354141,0.945286,-0.001009,0.057182,-0.399616,0.728320,-0.039747,0.101339,-0.434323,0.953720,-0.218401,0.057418,-0.388682,-0.185118,0.101203,-0.426718,-0.180754,0.101040,-0.353980,-0.002075,0.057283,-0.399430,-0.039632,0.101296,-0.434462
65,0.650000,-0.075996,-0.096671,-0.025029,-0.125199,0.083675,-0.400673,0.000470,-0.218972,0.057728,-0.388604,0.931619,-0.185243,0.101139,-0.426644,0.949288,-0.180930,0.101140,-0.354166,0.942618,-0.001076,0.057102,-0.399603,0.742502,-0.039774,0.101265,-0.434347,0.932915,-0.218705,0.057705,-0.388657,-0.185047,0.101133,-0.426696,-0.180788,0.101047,-0.354011,-0.002075,0.057283,-0.399430,-0.039578,0.101239,-0.434529
66,0.660000,-0.058120,0.017731,0.001143,-0.125204,0.083669,-0.400640,0.000519,-0.218961,0.057655,-0.388594,0.838112,-0.185264,0.101157,-0.426558,0.941551,-0.180928,0.101016,-0.354081,0.960133,-0.001068,0.057152,-0.399662,0.739580,-0.039797,0.101366,-0.434306,0.927814,-0.218374,0.057403,-0.388698,-0.185352,0.101373,-0.426543,-0.180788,0.101047,-0.354011,-0.002075,0.057283,-0.399430,-0.039596,0.101252,-0.434479
67,0.670000,-0.065769,-0.071258,0.054872,-0.125102,0.083578,-0.400686,0.000547,-0.218837,0.057495,-0.388612,0.838403,-0.185175,0.100970,-0.426638,0.929335,-0.180849,0.100945,-0.354161,0.965405,-0.000942,0.057178,-0.399650,0.710283,-0.039708,0.101302,-0.434367,0.949226,-0.218273,0.057181,-0.388642,-0.185046,0.101216,-0.426687,-0.180737,0.100986,-0.354090,-0.002075,0.057283,-0.399430,-0.039604,0.101232,-0.434527
68,0.680000,-0.069277,-0.104730,-0.042683,-0.125209,0.083704,-0.400665,0.000481,-0.218989,0.057787,-0.388582,0.931024,-0.185250,0.101183,-0.426631,0.951844,-0.180929,0.101193,-0.354154,0.938051,-0.001093,0.057093,-0.399606,0.746288,-0.039782,0.101263,-0.434352,0.932163,-0.218715,0.057817,-0.388603,-0.185075,0.101167,-0.426710,-0.180788,0.101047,-0.354011,-0.002075,0.057283,-0.399430,-0.039578,0.101239,-0.434529
69,0.690000,-0.098833,-0.047766,0.050280,-0.125138,0.083578,-0.400708,0.000523,-0.218882,0.057497,-0.388699,0.860651,-0.185195,0.100985,-0.426688,0.950043,-0.180911,0.100930,-0.354208,0.961402,-0.000980,0.057168,-0.399612,0.721196,-0.039723,0.101309,-0.434333,0.949604,-0.218363,0.057299,-0.388748,-0.185070,0.101131,-0.426744,-0.180805,0.100941,-0.354096,-0.002075,0.057283,-0.399430,-0.039596,0.101252,-0.434479
70,0.700000,-0.061395,-0.155890,0.069403,-0.125128,0.083658,-0.400624,0.000527,-0.218856,0.057569,-0.388504,0.850270,-0.185208,0.100996,-0.426597,0.949531,-0.180876,0.101080,-0.354120,0.956860,-0.000961,0.057291,-0.399559,0.740192,-0.039741,0.101354,-0.434338,0.940111,-0.218261,0.057499,-0.388500,-0.185105,0.101140,-0.426694,-0.180815,0.100956,-0.354017,-0.001960,0.057385,-0.399289,-0.039651,0.101320,-0.434558
71,0.710000,-0.068646,-0.112935,0.021890,-0.125126,0.083621,-0.400694,0.000508,-0.218877,0.057601,-0.388606,0.893006,-0.185187,0.101028,-0.426663,0.945557,-0.180865,0.101054,-0.354185,0.950281,-0.000981,0.057150,-0.399633,0.719863,-0.039720,0.101271,-0.434385,0.948833,-0.218483,0.057433,-0.388608,-0.185037,0.101163,-0.426744,-0.180686,0.101012,-0.354111,-0.002075,0.057283,-0.399430,-0.039578,0.101239,-0.434529
72,0.720000,-0.084383,-0.062374,-0.026305,-0.125197,0.083671,-0.400682,0.000463,-0.218973,0.057719,-0.388642,0.932784,-0.185237,0.101152,-0.426651,0.956744,-0.180935,0.101110,-0.354172,0.938239,-0.001075,0.057096,-0.399610,0.741687,-0.039767,0.101280,-0.434333,0.943355,-0.218705,0.057705,-0.388657,-0.185075,0.101167,-0.426710,-0.180737,0.100986,-0.354090,-0.002075,0.057283,-0.399430,-0.039596,0.101252,-0.434479
73,0.730000,-0.066059,-0.039420,0.014260,-0.125185,0.083709,-0.400612,0.000481,-0.218938,0.057686,-0.388553,0.867779,-0.185245,0.101158,-0.426555,0.946554,-0.180920,0.101090,-0.354077,0.953617,-0.001043,0.057221,-0.399590,0.755169,-0.039778,0.101392,-0.434283,0.924466,-0.218435,0.057540,-0.388627,-0.185299,0.101356,-0.426493,-0.180755,0.101005,-0.354085,-0.001960,0.057385,-0.399289,-0.039614,0.101283,-0.434512
74,0.740000,-0.060509,-0.132959,0.049132,-0.125111,0.083622,-0.400676,0.000541,-0.218848,0.057561,-0.388565,0.849859,-0.185185,0.100992,-0.426642,0.948201,-0.180852,0.101045,-0.354165,0.954638,-0.000953,0.057211,-0.399624,0.714993,-0.039719,0.101301,-0.434385,0.962292,-0.218279,0.057373,-0.388602,-0.185070,0.101131,-0.426744,-0.180713,0.101054,-0.354049,-0.002075,0.057283,-0.399430,-0.039639,0.101276,-0.434510
75,0.750000,-0.084303,-0.143264,0.024774,-0.125166,0.083672,-0.400643,0.000469,-0.218919,0.057654,-0.388567,0.900211,-0.185222,0.101063,-0.426637,0.951999,-0.180919,0.101127,-0.354158,0.946249,-0.001020,0.057208,-0.399534,0.753098,-0.039752,0.101309,-0.434319,0.933412,-0.218531,0.057562,-0.388586,-0.185118,0.101203,-0.426718,-0.180781,0.101009,-0.354044,-0.001960,0.057385,-0.399289,-0.039604,0.101232,-0.434527
76,0.760000,-0.056169,-0.138041,-0.004852,-0.125133,0.083660,-0.400687,0.000535,-0.218893,0.057689,-0.388567,0.900211,-0.185192,0.101085,-0.426650,0.951999,-0.180854,0.101140,-0.354173,0.946249,-0.001000,0.057132,-0.399641,0.753098,-0.039726,0.101256,-0.434403,0.933412,-0.218433,0.057642,-0.388571,-0.185037,0.101163,-0.426744,-0.180744,0.101023,-0.354058,-0.002075,0.057283,-0.399430,-0.039585,0.101218,-0.434578
77,0.770000,0.009148,-0.302190,-0.031087,-0.125088,0.083531,-0.400739,0.000608,-0.218846,0.057638,-0.388438,0.884548,-0.185169,0.100909,-0.426683,0.950586,-0.180748,0.101170,-0.354212,0.950796,-0.000966,0.056949,-0.399759,0.723552,-0.039712,0.100991,-0.434603,0.943200,-0.218261,0.057499,-0.388500,-0.185075,0.101167,-0.426710,-0.180750,0.101012,-0.354061,-0.002075,0.057283,-0.399430,-0.039502,0.100756,-0.434920
78,0.780000,-0.068737,-0.105555,0.002365,-0.125174,0.083642,-0.400701,0.000507,-0.218934,0.057652,-0.388617,0.848779,-0.185230,0.101073,-0.426668,0.930925,-0.180908,0.101088,-0.354190,0.945395,-0.001038,0.057129,-0.399644,0.699205,-0.039762,0.101267,-0.434389,0.888101,-0.218517,0.057562,-0.388654,-0.185113,0.101165,-0.426753,-0.180781,0.101009,-0.354044,-0.002075,0.057283,-0.399430,-0.039585,0.101218,-0.434578
79,0.790000,-0.070385,-0.074572,0.020728,-0.125198,0.083645,-0.400652,0.000483,-0.218950,0.057618,-0.388584,0.893185,-0.185259,0.101071,-0.426610,0.957097,-0.180939,0.101048,-0.354132,0.947770,-0.001054,0.057171,-0.399605,0.732560,-0.039791,0.101316,-0.434328,0.934281,-0.218581,0.057453,-0.388566,-0.185118,0.101203,-0.426718,-0.180781,0.101009,-0.354044,-0.002075,0.057283,-0.399430,-0.039632,0.101296,-0.434462
80,0.800000,-0.085272,-0.061264,0.003311,-0.125191,0.083652,-0.400702,0.000487,-0.218953,0.057651,-0.388664,0.898933,-0.185239,0.101102,-0.426672,0.944788,-0.180938,0.101061,-0.354193,0.953702,-0.001054,0.057140,-0.399629,0.739522,-0.039769,0.101305,-0.434351,0.947720,-0.218585,0.057568,-0.388757,-0.185108,0.101135,-0.426709,-0.180744,0.101023,-0.354058,-0.002075,0.057283,-0.399430,-0.039639,0.101276,-0.434510
81,0.810000,-0.076180,-0.012629,0.079287,-0.125095,0.083733,-0.400676,0.000576,-0.218820,0.057597,-0.388646,0.902881,-0.185170,0.101125,-0.426622,0.964948,-0.180857,0.101029,-0.354144,0.940220,-0.000923,0.057385,-0.399645,0.737731,-0.039702,0.101528,-0.434324,0.948086,-0.218483,0.057433,-0.388608,-0.185105,0.101140,-0.426694,-0.180788,0.101047,-0.354011,-0.002075,0.057283,-0.399430,-0.039217,0.101742,-0.434599
82,0.820000,-0.068916,-0.135988,0.004763,-0.125140,0.083659,-0.400658,0.000540,-0.218898,0.057671,-0.388559,0.905639,-0.185196,0.101074,-0.426633,0.975301,-0.180874,0.101127,-0.354155,0.962289,-0.001002,0.057151,-0.399585,0.705966,-0.039728,0.101270,-0.434355,0.850687,-0.218444,0.057649,-0.388575,-0.185042,0.101097,-0.426731,-0.180750,0.101038,-0.354035,-0.002075,0.057283,-0.399430,-0.039596,0.101252,-0.434479
83,0.830000,-0.052752,-0.129615,0.046128,-0.125143,0.083623,-0.400651,0.000533,-0.218879,0.057566,-0.388529,0.886282,-0.185219,0.100997,-0.426607,0.954050,-0.180877,0.101046,-0.354131,0.951480,-0.000986,0.057205,-0.399617,0.727155,-0.039754,0.101299,-0.434370,0.954419,-0.218344,0.057413,-0.388513,-0.185108,0.101135,-0.426709,-0.180781,0.101009,-0.354044,-0.002075,0.057283,-0.399430,-0.039614,0.101283,-0.434512
