Format Version,1.23,Take Name,umbmark_23jun2020_6_(2),Take Notes,,Capture Frame Rate,100,Export Frame Rate,100,Capture Start Time,2020-06-23 10.46.23.070 ,Total Frames in Take,9732,Total Exported Frames,9732,Rotation Type,YXZ,Length Units,Meters,Coordinate Space,Global,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,Type,Rigid Body,Rigid Body,Rigid Body,Rigid Body,Rigid Body,Rigid Body,Rigid Body,Rigid Body Marker,Rigid Body Marker,Rigid Body Marker,Rigid Body Marker,Rigid Body Marker,Rigid Body Marker,Rigid Body Marker,Rigid Body Marker,Rigid Body Marker,Rigid Body Marker,Rigid Body Marker,Rigid Body Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker
,Name,robotdiff_DIFF,robotdiff_DIFF,robotdiff_DIFF,robotdiff_DIFF,robotdiff_DIFF,robotdiff_DIFF,robotdiff_DIFF,robotdiff_DIFF:Marker1,robotdiff_DIFF:Marker1,robotdiff_DIFF:Marker1,robotdiff_DIFF:Marker1,robotdiff_DIFF:Marker2,robotdiff_DIFF:Marker2,robotdiff_DIFF:Marker2,robotdiff_DIFF:Marker2,robotdiff_DIFF:Marker3,robotdiff_DIFF:Marker3,robotdiff_DIFF:Marker3,robotdiff_DIFF:Marker3,robotdiff_DIFF:Marker1,robotdiff_DIFF:Marker1,robotdiff_DIFF:Marker1,robotdiff_DIFF:Marker2,robotdiff_DIFF:Marker2,robotdiff_DIFF:Marker2,robotdiff_DIFF:Marker3,robotdiff_DIFF:Marker3,robotdiff_DIFF:Marker3
,ID,6F17EB22B55911EAD66282CFD4AEBF80,6F17EB22B55911EAD66282CFD4AEBF80,6F17EB22B55911EAD66282CFD4AEBF80,6F17EB22B55911EAD66282CFD4AEBF80,6F17EB22B55911EAD66282CFD4AEBF80,6F17EB22B55911EAD66282CFD4AEBF80,6F17EB22B55911EAD66282CFD4AEBF80,6F17EB22B55911EAD66282CFD4AEBF80,6F17EB22B55911EAD66282CFD4AEBF80,6F17EB22B55911EAD66282CFD4AEBF80,6F17EB22B55911EAD66282CFD4AEBF80,6F17EB22B55911EAD66282CFD4AEBF80,6F17EB22B55911EAD66282CFD4AEBF80,6F17EB22B55911EAD66282CFD4AEBF80,6F17EB22B55911EAD66282CFD4AEBF80,6F17EB22B55911EAD66282CFD4AEBF80,6F17EB22B55911EAD66282CFD4AEBF80,6F17EB22B55911EAD66282CFD4AEBF80,6F17EB22B55911EAD66282CFD4AEBF80,C3F00,C3F00,C3F00,C3F30,C3F30,C3F30,C3F10,C3F10,C3F10
,,Rotation,Rotation,Rotation,Position,Position,Position,Mean Marker Error,Position,Position,Position,Marker Quality,Position,Position,Position,Marker Quality,Position,Position,Position,Marker Quality,Position,Position,Position,Position,Position,Position,Position,Position,Position
Frame,Time (Seconds),Y,X,Z,X,Y,Z,,X,Y,Z,,X,Y,Z,,X,Y,Z,,X,Y,Z,X,Y,Z,X,Y,Z
0,0,-0.97998,0.002256,0.824568,-0.572419,0.096589,0.521586,0.000185,-0.474235,0.097935,0.500472,0.969078,-0.62285,0.096394,0.571781,0.946657,-0.620173,0.095438,0.492505,0.94743,-0.474173,0.097935,0.500365,-0.623057,0.09639,0.571731,-0.620032,0.095442,0.49266
1,0.01,-0.940462,0.061798,0.77538,-0.572423,0.096653,0.521588,0.000206,-0.474252,0.097939,0.500408,0.969078,-0.622819,0.096448,0.571818,0.946657,-0.620198,0.095573,0.492538,0.94743,-0.47413,0.09794,0.500291,-0.62306,0.096443,0.571731,-0.620088,0.095577,0.492737
2,0.02,-0.884896,0.204181,0.803335,-0.572353,0.096549,0.52168,0.000157,-0.474203,0.09794,0.500408,0.957711,-0.6227,0.096193,0.571958,0.935997,-0.620155,0.095516,0.492674,0.943368,-0.47413,0.09794,0.500291,-0.622923,0.096189,0.571978,-0.62001,0.095519,0.492768
3,0.03,-0.939927,-0.023566,0.818038,-0.572424,0.096615,0.52159,0.000207,-0.474254,0.097939,0.500407,0.965381,-0.622819,0.096448,0.57182,0.943965,-0.620198,0.095456,0.492543,0.956698,-0.47413,0.09794,0.500291,-0.62306,0.096443,0.571731,-0.620092,0.095461,0.492743
4,0.04,-0.911216,-0.040055,0.807865,-0.572436,0.09656,0.521615,0.000206,-0.474277,0.09786,0.500383,0.957401,-0.622806,0.096417,0.571871,0.9359,-0.620225,0.095402,0.492592,0.943244,-0.474215,0.09786,0.500267,-0.623029,0.096412,0.571807,-0.620068,0.095407,0.49277
5,0.05,-0.91098,0.164761,0.807328,-0.572384,0.096558,0.521625,0.000133,-0.474225,0.097939,0.500396,0.967355,-0.622754,0.096233,0.57188,0.942037,-0.620174,0.095502,0.492598,0.940756,-0.47413,0.09794,0.500291,-0.622961,0.09623,0.5719,-0.620067,0.095504,0.49268
6,0.06,-0.899894,0.25702,0.775308,-0.572399,0.096571,0.521695,0.000107,-0.474244,0.097935,0.500449,0.964388,-0.62276,0.096192,0.571959,0.948177,-0.620195,0.095587,0.492675,0.966347,-0.474173,0.097935,0.500365,-0.622923,0.096189,0.571978,-0.620104,0.095589,0.492739
7,0.07,-0.92747,-0.043675,0.834981,-0.572406,0.096593,0.521567,0.000134,-0.474241,0.097939,0.500362,0.972567,-0.62279,0.09643,0.571808,0.958868,-0.620186,0.095411,0.49253,0.972332,-0.47413,0.09794,0.500291,-0.622932,0.096428,0.571804,-0.620155,0.095412,0.492603
8,0.08,-0.934212,-0.014532,0.825932,-0.57242,0.096597,0.521592,0.000167,-0.474253,0.097939,0.500399,0.96699,-0.62281,0.096416,0.571827,0.964368,-0.620197,0.095437,0.492549,0.980148,-0.47413,0.09794,0.500291,-0.623029,0.096412,0.571807,-0.620107,0.09544,0.492675
9,0.09,-0.88092,0.149326,0.815834,-0.572421,0.096544,0.521719,0.000125,-0.474274,0.097934,0.500439,0.959025,-0.622765,0.096226,0.572,0.945159,-0.620226,0.095473,0.492717,0.961363,-0.474173,0.097935,0.500365,-0.622911,0.096223,0.571996,-0.620181,0.095475,0.492794
10,0.1,-0.94032,-0.024444,0.823696,-0.572404,0.096601,0.521615,0.000116,-0.474234,0.097935,0.500433,0.968952,-0.622799,0.09643,0.571845,0.963378,-0.620178,0.095437,0.492567,0.977871,-0.474173,0.097935,0.500365,-0.622932,0.096428,0.571804,-0.620107,0.09544,0.492675
11,0.11,-0.88733,0.170954,0.809692,-0.572453,0.096546,0.521738,0.000169,-0.474303,0.097934,0.500469,0.977322,-0.622802,0.096214,0.572014,0.965133,-0.620254,0.095491,0.49273,0.967886,-0.474173,0.097935,0.500365,-0.623011,0.09621,0.571999,-0.62018,0.095493,0.492845
12,0.12,-0.938426,0.021853,0.799886,-0.572456,0.096627,0.521607,0.000203,-0.474286,0.097939,0.500422,0.958495,-0.62285,0.096436,0.571838,0.947822,-0.620231,0.095506,0.49256,0.96581,-0.47413,0.09794,0.500291,-0.623114,0.096432,0.571827,-0.62013,0.09551,0.492697
13,0.13,-0.966067,0.041727,0.841211,-0.57245,0.096639,0.521576,0.000155,-0.474272,0.098029,0.500439,0.966062,-0.622869,0.096394,0.571783,0.951136,-0.620211,0.095493,0.492506,0.958606,-0.474173,0.098029,0.500346,-0.623057,0.09639,0.571731,-0.620127,0.095496,0.492648
