Format Version,1.23,Take Name,umbmark_23jun2020_6_(4),Take Notes,,Capture Frame Rate,100.000000,Export Frame Rate,100.000000,Capture Start Time,2020-06-23 10.50.07.151 ,Total Frames in Take,10063,Total Exported Frames,10063,Rotation Type,YXZ,Length Units,Meters,Coordinate Space,Global

,Type,Rigid Body,Rigid Body,Rigid Body,Rigid Body,Rigid Body,Rigid Body,Rigid Body,Rigid Body Marker,Rigid Body Marker,Rigid Body Marker,Rigid Body Marker,Rigid Body Marker,Rigid Body Marker,Rigid Body Marker,Rigid Body Marker,Rigid Body Marker,Rigid Body Marker,Rigid Body Marker,Rigid Body Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker
,Name,robotdiff_DIFF,robotdiff_DIFF,robotdiff_DIFF,robotdiff_DIFF,robotdiff_DIFF,robotdiff_DIFF,robotdiff_DIFF,"robotdiff_DIFF:Marker1","robotdiff_DIFF:Marker1","robotdiff_DIFF:Marker1","robotdiff_DIFF:Marker1","robotdiff_DIFF:Marker2","robotdiff_DIFF:Marker2","robotdiff_DIFF:Marker2","robotdiff_DIFF:Marker2","robotdiff_DIFF:Marker3","robotdiff_DIFF:Marker3","robotdiff_DIFF:Marker3","robotdiff_DIFF:Marker3",robotdiff_DIFF:Marker1,robotdiff_DIFF:Marker1,robotdiff_DIFF:Marker1,robotdiff_DIFF:Marker2,robotdiff_DIFF:Marker2,robotdiff_DIFF:Marker2,robotdiff_DIFF:Marker3,robotdiff_DIFF:Marker3,robotdiff_DIFF:Marker3
,ID,"6F17EB22B55911EAD66282CFD4AEBF80","6F17EB22B55911EAD66282CFD4AEBF80","6F17EB22B55911EAD66282CFD4AEBF80","6F17EB22B55911EAD66282CFD4AEBF80","6F17EB22B55911EAD66282CFD4AEBF80","6F17EB22B55911EAD66282CFD4AEBF80","6F17EB22B55911EAD66282CFD4AEBF80","6F17EB22B55911EAD66282CFD4AEBF80","6F17EB22B55911EAD66282CFD4AEBF80","6F17EB22B55911EAD66282CFD4AEBF80","6F17EB22B55911EAD66282CFD4AEBF80","6F17EB22B55911EAD66282CFD4AEBF80","6F17EB22B55911EAD66282CFD4AEBF80","6F17EB22B55911EAD66282CFD4AEBF80","6F17EB22B55911EAD66282CFD4AEBF80","6F17EB22B55911EAD66282CFD4AEBF80","6F17EB22B55911EAD66282CFD4AEBF80","6F17EB22B55911EAD66282CFD4AEBF80","6F17EB22B55911EAD66282CFD4AEBF80","C3F00","C3F00","C3F00","C3F30","C3F30","C3F30","C4140","C4140","C4140"
,,Rotation,Rotation,Rotation,Position,Position,Position,Mean Marker Error,Position,Position,Position,Marker Quality,Position,Position,Position,Marker Quality,Position,Position,Position,Marker Quality,Position,Position,Position,Position,Position,Position,Position,Position,Position
Frame,Time (Seconds),Y,X,Z,X,Y,Z,,X,Y,Z,,X,Y,Z,,X,Y,Z,,X,Y,Z,X,Y,Z,X,Y,Z
0,0.000000,-175.245590,-0.466923,0.334151,-0.513479,0.098873,-0.317771,0.000273,-0.609070,0.099195,-0.286949,0.948730,-0.468316,0.099520,-0.372751,0.928409,-0.463051,0.097903,-0.293615,0.934543,-0.609224,0.099194,-0.286813,-0.468053,0.099515,-0.372639,-0.463150,0.097909,-0.293857
1,0.010000,-175.242523,-0.440612,0.335359,-0.513428,0.098860,-0.317803,0.000330,-0.609017,0.099195,-0.286975,0.948730,-0.468268,0.099483,-0.372785,0.928409,-0.462998,0.097903,-0.293648,0.934543,-0.609224,0.099194,-0.286813,-0.467960,0.099478,-0.372685,-0.463087,0.097908,-0.293903
2,0.020000,-175.235748,-0.431028,0.339911,-0.513472,0.098849,-0.317806,0.000290,-0.609058,0.099195,-0.286967,0.934261,-0.468319,0.099459,-0.372793,0.919143,-0.463040,0.097892,-0.293657,0.932509,-0.609224,0.099194,-0.286813,-0.468020,0.099454,-0.372690,-0.463160,0.097898,-0.293908
3,0.030000,-175.263382,-0.467428,0.354069,-0.513495,0.098866,-0.317808,0.000291,-0.609095,0.099222,-0.287015,0.943492,-0.468315,0.099496,-0.372774,0.920810,-0.463074,0.097879,-0.293636,0.930526,-0.609286,0.099221,-0.286878,-0.468060,0.099492,-0.372694,-0.463132,0.097884,-0.293849
4,0.040000,-175.248459,-0.234249,0.348797,-0.513533,0.098754,-0.317681,0.000287,-0.609126,0.099194,-0.286865,0.941166,-0.468368,0.099181,-0.372661,0.933156,-0.463106,0.097887,-0.293519,0.944902,-0.609224,0.099194,-0.286813,-0.468253,0.099175,-0.372341,-0.463115,0.097893,-0.293898
5,0.050000,-175.260803,-0.244531,0.344757,-0.513521,0.098765,-0.317689,0.000277,-0.609120,0.099194,-0.286893,0.972193,-0.468344,0.099205,-0.372658,0.914936,-0.463099,0.097897,-0.293515,0.905073,-0.609224,0.099194,-0.286813,-0.468171,0.099199,-0.372394,-0.463158,0.097903,-0.293861
