type,omni3,,,,,,,,,,,
ngear,12,,,,,,,,,,,
encRes,1024,,,,,,,,,,,
Li,0.195,,,,,,,,,,,
Di,0.102,0.102,0.102,,,,,,,,,
Thi,,,,,,,,,,,,
N,12,,,,,,,,,,,
L,,,,,,,,,,,,
imarkers,4,1,3,,,,,,,,,
gt_ti,4.03,3.56,3.56,6.15,6.06,5.29,5.03,4.73,5.34,5.07,5.07,4.94
gt_tf,56.06,55.97,55.82,58.15,58.03,57.28,57.5,56.73,57.56,57.7,57.69,59.79
odo_ti,0,0,0,0,0,0,0,0,0,0,0,0
odo_tf,51,51.4400000000001,51.2400000000002,51.0799999999999,51,50.96,51.5200000000004,51,51.1999999999998,51.6400000000003,51.6000000000004,53.7999999999997
