type,omni3,,,,,,,
ngear,12,,,,,,,
encRes,1024,,,,,,,
Li,0.195,,,,,,,
Di,0.102,0.102,0.102,,,,,
Thi,,,,,,,,
N,8,,,,,,,
L,,,,,,,,
imarkers,4,1,3,,,,,
gt_ti,10.51,6.41,4.88,5.52,6.57,4.53,2.33,4.06
gt_tf,92.25,95.32,91.28,75.15,76.18,89.57,70.89,77.37
odo_ti,3.84,2.24,1.12,2.16,1,1.32,5.2,1
odo_tf,84.08,89.44,85.96,70.48,69.24,84.72,72.64,72.92
