Format Version,1.23,Take Name,ivankjo_25jun2020_4_(7),Take Notes,,Capture Frame Rate,100,Export Frame Rate,100,Capture Start Time,2020-06-25 04.33.04.816 ,Total Frames in Take,1790,Total Exported Frames,1790,Rotation Type,YXZ,Length Units,Meters,Coordinate Space,Global,,,,,,,,
13,0.13,139.216797,-0.407143,0.94379,-0.148908,0.091831,-0.539409,0.001114,-0.053283,0.092035,-0.563217,0.766314,-0.197177,0.091785,-0.563397,0.947156,-0.196263,0.091675,-0.491613,0.803347,-0.052416,0.092037,-0.563565,-0.197337,0.091785,-0.563535,-0.196888,0.091673,-0.491136
14,0.14,139.175537,-0.357037,0.899306,-0.148995,0.091815,-0.539314,0.000893,-0.053353,0.091992,-0.563053,0.831827,-0.197247,0.091739,-0.563337,0.948701,-0.196384,0.091713,-0.491553,0.829685,-0.052733,0.091993,-0.563316,-0.197344,0.091739,-0.563518,-0.196889,0.091712,-0.491095
15,0.15,139.162079,-0.386677,0.947753,-0.149041,0.091838,-0.539312,0.000967,-0.053394,0.092009,-0.563029,0.831827,-0.197288,0.0918,-0.563346,0.948701,-0.196442,0.091706,-0.491561,0.829685,-0.052745,0.09201,-0.563288,-0.197418,0.0918,-0.56358,-0.196942,0.091704,-0.491046
16,0.16,139.190292,-0.391326,0.922674,-0.149018,0.091814,-0.539319,0.000888,-0.053382,0.092016,-0.563083,0.825412,-0.197276,0.091752,-0.56333,0.932946,-0.196395,0.091674,-0.491545,0.820332,-0.052725,0.092018,-0.563345,-0.197403,0.091752,-0.563474,-0.196888,0.091673,-0.491136
17,0.17,139.247467,-0.173714,0.781477,-0.148946,0.091944,-0.539305,0.000817,-0.053334,0.091981,-0.563164,0.864548,-0.197228,0.091804,-0.563268,0.913425,-0.196276,0.092048,-0.491485,0.865302,-0.052815,0.091981,-0.56332,-0.197435,0.091803,-0.563545,-0.196578,0.092049,-0.491039
18,0.18,139.155716,-0.421,1.014932,-0.149,0.091842,-0.53936,0.000885,-0.05335,0.091994,-0.563066,0.84012,-0.197244,0.091857,-0.563399,0.94223,-0.196406,0.091675,-0.491614,0.830178,-0.052761,0.091995,-0.563314,-0.197341,0.091857,-0.563608,-0.196888,0.091673,-0.491136
19,0.19,139.168884,-0.397274,0.977322,-0.149042,0.091817,-0.539328,0.000881,-0.053398,0.091973,-0.563056,0.84012,-0.197292,0.091803,-0.563356,0.94223,-0.196437,0.091674,-0.491571,0.830178,-0.052778,0.091974,-0.563293,-0.197435,0.091803,-0.563545,-0.196888,0.091673,-0.491136
20,0.2,139.180664,-0.375199,0.938204,-0.149036,0.091794,-0.539324,0.00089,-0.053397,0.091958,-0.563072,0.834149,-0.197291,0.09175,-0.563343,0.940648,-0.196422,0.091674,-0.491558,0.843238,-0.052752,0.091959,-0.563319,-0.197436,0.091749,-0.563512,-0.196888,0.091673,-0.491136
21,0.21,139.181915,-0.378965,0.888888,-0.149019,0.091834,-0.53927,0.000933,-0.05338,0.092052,-0.563019,0.818237,-0.197274,0.091744,-0.563288,0.95187,-0.196404,0.091706,-0.491503,0.823355,-0.052711,0.092053,-0.563303,-0.197376,0.091743,-0.563451,-0.196942,0.091704,-0.491046
22,0.22,139.179489,-0.370415,0.921218,-0.149043,0.091799,-0.53929,0.000892,-0.053403,0.091973,-0.563036,0.831126,-0.197297,0.09174,-0.56331,0.947056,-0.196429,0.091683,-0.491525,0.833601,-0.052778,0.091974,-0.563293,-0.197408,0.09174,-0.56349,-0.19692,0.091682,-0.491076
23,0.23,139.170639,-0.38525,0.916053,-0.149012,0.091808,-0.539363,0.000903,-0.053368,0.092008,-0.563094,0.831126,-0.197262,0.091741,-0.56339,0.947056,-0.196406,0.091674,-0.491605,0.833601,-0.052751,0.092009,-0.563344,-0.197379,0.091741,-0.563593,-0.196888,0.091673,-0.491136
24,0.24,139.170135,-0.395289,0.968323,-0.148997,0.091854,-0.539358,0.000941,-0.053353,0.092016,-0.563089,0.833429,-0.197247,0.091833,-0.563385,0.941478,-0.196391,0.091713,-0.491601,0.83164,-0.052725,0.092018,-0.563345,-0.197365,0.091833,-0.563613,-0.196889,0.091712,-0.491095
25,0.25,139.199585,-0.398451,0.926662,-0.149023,0.091822,-0.539331,0.000908,-0.053391,0.09203,-0.56311,0.818419,-0.197285,0.091762,-0.563334,0.949257,-0.196393,0.091674,-0.49155,0.838602,-0.052715,0.092032,-0.563375,-0.197425,0.091762,-0.563481,-0.196888,0.091673,-0.491136
26,0.26,139.163528,-0.396117,0.952982,-0.149007,0.091809,-0.539331,0.000894,-0.053361,0.091988,-0.56305,0.836505,-0.197255,0.091773,-0.563364,0.949594,-0.196407,0.091666,-0.491579,0.81839,-0.052767,0.091989,-0.563324,-0.19731,0.091774,-0.563557,-0.196942,0.091665,-0.491087
27,0.27,139.17717,-0.374854,0.95462,-0.14901,0.091831,-0.539346,0.000935,-0.053369,0.091978,-0.563088,0.828428,-0.197263,0.091802,-0.563368,0.937407,-0.196398,0.091713,-0.491583,0.826905,-0.052732,0.091979,-0.563344,-0.19739,0.091802,-0.563583,-0.196889,0.091712,-0.491095
28,0.28,139.173965,-0.426884,0.970365,-0.149057,0.091789,-0.53931,0.000893,-0.053415,0.091994,-0.563047,0.828428,-0.197309,0.091762,-0.563334,0.937407,-0.196448,0.091611,-0.491549,0.826905,-0.052761,0.091995,-0.563314,-0.197425,0.091762,-0.563481,-0.196953,0.09161,-0.49113
29,0.29,139.187943,-0.393388,0.971712,-0.149022,0.091852,-0.539329,0.000912,-0.053386,0.092008,-0.563089,0.82324,-0.19728,0.091834,-0.563341,0.953109,-0.196401,0.091713,-0.491557,0.835851,-0.052751,0.092009,-0.563344,-0.197404,0.091834,-0.563535,-0.196889,0.091712,-0.491095
30,0.3,139.168015,-0.390632,0.974894,-0.149023,0.091848,-0.539308,0.000902,-0.053378,0.091997,-0.563035,0.832033,-0.197272,0.091834,-0.563337,0.940305,-0.196418,0.091713,-0.491552,0.835943,-0.052752,0.091998,-0.56328,-0.197404,0.091834,-0.563535,-0.196889,0.091712,-0.491095
31,0.31,139.180984,-0.391828,0.935234,-0.14901,0.091853,-0.539351,0.000938,-0.05337,0.092043,-0.563099,0.827638,-0.197264,0.091802,-0.563369,0.937778,-0.196395,0.091713,-0.491584,0.826082,-0.05273,0.092044,-0.563356,-0.19739,0.091802,-0.563583,-0.196889,0.091712,-0.491095
32,0.32,139.163269,-0.410552,0.99533,-0.149021,0.091831,-0.539363,0.0009,-0.053374,0.091988,-0.563082,0.827638,-0.197268,0.091831,-0.563395,0.937778,-0.19642,0.091675,-0.491611,0.826082,-0.052767,0.091989,-0.563324,-0.197392,0.091831,-0.563611,-0.196888,0.091673,-0.491136
33,0.33,139.16246,-0.422796,1.01104,-0.149031,0.091819,-0.539355,0.000967,-0.053384,0.091978,-0.563073,0.836505,-0.197278,0.09183,-0.563389,0.937898,-0.196431,0.09165,-0.491604,0.833359,-0.052732,0.091979,-0.563344,-0.197392,0.091831,-0.563611,-0.196954,0.091648,-0.491089
34,0.34,139.208359,-0.370579,0.874766,-0.149016,0.091794,-0.539311,0.000816,-0.053388,0.092014,-0.563104,0.835628,-0.197282,0.091693,-0.563306,0.966935,-0.196378,0.091674,-0.491522,0.840155,-0.052788,0.092015,-0.563372,-0.197349,0.091693,-0.56342,-0.196888,0.091673,-0.491136
35,0.35,139.165298,-0.406556,0.972537,-0.149046,0.09182,-0.539334,0.000941,-0.053401,0.091994,-0.563056,0.827463,-0.197295,0.0918,-0.563365,0.937872,-0.196444,0.091666,-0.49158,0.82498,-0.052761,0.091995,-0.563314,-0.197418,0.0918,-0.56358,-0.196942,0.091665,-0.491087
36,0.36,139.184128,-0.389429,0.910525,-0.149054,0.091805,-0.539325,0.000965,-0.053416,0.092016,-0.563078,0.827463,-0.19731,0.091732,-0.56334,0.937872,-0.196437,0.091666,-0.491556,0.82498,-0.052725,0.092018,-0.563345,-0.19746,0.091732,-0.563531,-0.196942,0.091665,-0.491087
37,0.37,139.181198,-0.373557,0.956338,-0.149041,0.091829,-0.539301,0.000886,-0.053401,0.091973,-0.56305,0.814798,-0.197295,0.091802,-0.563319,0.939308,-0.196426,0.091713,-0.491535,0.827802,-0.052778,0.091974,-0.563293,-0.197431,0.091802,-0.563506,-0.196889,0.091712,-0.491095
38,0.38,139.169815,-0.405619,0.965083,-0.149027,0.091828,-0.539372,0.000926,-0.053383,0.092008,-0.563101,0.830609,-0.197277,0.091801,-0.563399,0.934282,-0.196421,0.091674,-0.491614,0.832858,-0.052751,0.092009,-0.563344,-0.197422,0.091801,-0.563619,-0.196888,0.091673,-0.491136
39,0.39,139.177673,-0.408534,0.972077,-0.149013,0.09183,-0.539347,0.000888,-0.053373,0.092008,-0.56309,0.832018,-0.197267,0.091809,-0.563368,0.946757,-0.196401,0.091674,-0.491583,0.834609,-0.052751,0.092009,-0.563344,-0.197379,0.09181,-0.563548,-0.196888,0.091673,-0.491136
40,0.4,139.182831,-0.406474,0.967108,-0.149034,0.091828,-0.539345,0.000906,-0.053396,0.092008,-0.563096,0.832018,-0.19729,0.091803,-0.563361,0.946757,-0.196418,0.091674,-0.491577,0.834609,-0.052751,0.092009,-0.563344,-0.197434,0.091803,-0.563546,-0.196888,0.091673,-0.491136
41,0.41,139.173889,-0.389909,0.940051,-0.14902,0.091811,-0.539328,0.000873,-0.053378,0.091994,-0.563065,0.827231,-0.197272,0.091765,-0.563352,0.941385,-0.196411,0.091674,-0.491568,0.838756,-0.052761,0.091995,-0.563314,-0.197389,0.091765,-0.563524,-0.196888,0.091673,-0.491136
42,0.42,139.179779,-0.373057,0.919062,-0.149052,0.091793,-0.539308,0.00087,-0.053412,0.091973,-0.563054,0.830716,-0.197306,0.091732,-0.563327,0.944501,-0.196438,0.091674,-0.491543,0.848243,-0.052778,0.091974,-0.563293,-0.197455,0.091731,-0.563491,-0.196888,0.091673,-0.491136
43,0.43,139.180389,-0.402444,0.970189,-0.149037,0.091823,-0.539321,0.000881,-0.053397,0.091994,-0.563068,0.829343,-0.197291,0.091802,-0.563339,0.945694,-0.196422,0.091674,-0.491555,0.843389,-0.052761,0.091995,-0.563314,-0.197431,0.091802,-0.563506,-0.196888,0.091673,-0.491136
44,0.44,139.182007,-0.393387,0.971723,-0.149023,0.091852,-0.539343,0.000927,-0.053384,0.092008,-0.563094,0.829343,-0.197278,0.091834,-0.563361,0.945694,-0.196407,0.091713,-0.491576,0.843389,-0.052751,0.092009,-0.563344,-0.197409,0.091834,-0.563574,-0.196889,0.091712,-0.491095
45,0.45,139.139755,-0.466692,1.053134,-0.149042,0.091815,-0.539366,0.000949,-0.053386,0.091994,-0.563046,0.829753,-0.19728,0.091854,-0.563418,0.937283,-0.196461,0.091598,-0.491633,0.829695,-0.052761,0.091995,-0.563314,-0.197374,0.091855,-0.563645,-0.196984,0.091595,-0.491111
46,0.46,139.179657,-0.361819,0.908536,-0.149008,0.091819,-0.539312,0.000878,-0.053368,0.091994,-0.563057,0.835072,-0.197262,0.091751,-0.563331,0.948793,-0.196395,0.091713,-0.491546,0.832612,-0.052761,0.091995,-0.563314,-0.197359,0.091751,-0.563512,-0.196889,0.091712,-0.491095
47,0.47,139.182495,-0.361796,0.905975,-0.149009,0.091781,-0.539307,0.000848,-0.05337,0.091958,-0.563058,0.832366,-0.197264,0.09171,-0.563324,0.958028,-0.196393,0.091674,-0.49154,0.840209,-0.052752,0.091959,-0.563319,-0.19736,0.09171,-0.563462,-0.196888,0.091673,-0.491136
48,0.48,139.179184,-0.405756,0.96539,-0.149016,0.091828,-0.539345,0.000889,-0.053376,0.092008,-0.56309,0.832366,-0.19727,0.091801,-0.563364,0.958028,-0.196403,0.091674,-0.49158,0.840209,-0.052751,0.092009,-0.563344,-0.197386,0.091801,-0.563543,-0.196888,0.091673,-0.491136
49,0.49,139.163162,-0.378045,0.960123,-0.149039,0.091827,-0.539316,0.000938,-0.053393,0.091973,-0.563035,0.831252,-0.197287,0.091802,-0.563349,0.946685,-0.196439,0.091705,-0.491564,0.835473,-0.052778,0.091974,-0.563293,-0.19739,0.091802,-0.563583,-0.196942,0.091704,-0.491046
50,0.5,139.168533,-0.404946,0.930706,-0.149051,0.091766,-0.539331,0.000858,-0.053407,0.091979,-0.563058,0.838152,-0.197301,0.091708,-0.56336,0.954185,-0.196447,0.091611,-0.491575,0.831456,-0.052815,0.091981,-0.56332,-0.197374,0.091708,-0.563528,-0.196953,0.09161,-0.49113
51,0.51,139.201584,-0.382495,0.907171,-0.149039,0.091805,-0.539314,0.000894,-0.053408,0.09201,-0.563096,0.819037,-0.197302,0.091731,-0.563315,0.949303,-0.196406,0.091674,-0.49153,0.844334,-0.052732,0.092012,-0.563355,-0.197451,0.091731,-0.563452,-0.196888,0.091673,-0.491136
52,0.52,139.217133,-0.510655,0.813673,-0.14885,0.091965,-0.539395,0.00129,-0.053226,0.092443,-0.563201,0.706905,-0.197119,0.091776,-0.563383,0.937271,-0.196205,0.091677,-0.491599,0.79363,-0.052129,0.092449,-0.563614,-0.19735,0.091775,-0.56348,-0.196888,0.091673,-0.491136
53,0.53,139.173126,-0.41316,0.995986,-0.149026,0.091834,-0.539332,0.000882,-0.053383,0.091994,-0.563067,0.706905,-0.197277,0.091833,-0.563356,0.937271,-0.196417,0.091674,-0.491572,0.79363,-0.052761,0.091995,-0.563314,-0.197404,0.091834,-0.563535,-0.196888,0.091673,-0.491136
54,0.54,139.166122,-0.425241,1.01007,-0.148992,0.091847,-0.539373,0.000909,-0.053346,0.09201,-0.563097,0.832534,-0.19724,0.091857,-0.563403,0.945115,-0.196389,0.091675,-0.491619,0.839564,-0.052732,0.092012,-0.563355,-0.197341,0.091857,-0.563608,-0.196888,0.091673,-0.491136
55,0.55,139.204239,-0.340031,0.876529,-0.149013,0.091796,-0.539296,0.00088,-0.053383,0.091972,-0.563083,0.825296,-0.197277,0.091704,-0.563295,0.956201,-0.196379,0.091713,-0.491511,0.835411,-0.052738,0.091973,-0.563353,-0.19738,0.091704,-0.563436,-0.196889,0.091712,-0.491095
56,0.56,139.193771,-0.38317,0.944849,-0.149049,0.091842,-0.539339,0.000962,-0.053415,0.09201,-0.563108,0.818379,-0.197309,0.091802,-0.563346,0.930303,-0.196423,0.091713,-0.491562,0.835171,-0.052732,0.092012,-0.563355,-0.197491,0.091802,-0.563557,-0.196889,0.091712,-0.491095
57,0.57,139.175018,-0.396933,0.976484,-0.149042,0.091816,-0.539313,0.000866,-0.0534,0.091973,-0.563052,0.818379,-0.197294,0.091802,-0.563336,0.930303,-0.196432,0.091674,-0.491552,0.835171,-0.052778,0.091974,-0.563293,-0.197431,0.091802,-0.563506,-0.196888,0.091673,-0.491136
58,0.58,139.219681,-0.477315,0.772914,-0.148871,0.091961,-0.539389,0.001362,-0.053248,0.092432,-0.5632,0.833273,-0.197141,0.091742,-0.563375,0.945627,-0.196224,0.091708,-0.491591,0.845563,-0.052142,0.092438,-0.563626,-0.197364,0.091741,-0.563526,-0.196942,0.091704,-0.491046
59,0.59,139.168137,-0.37967,0.934971,-0.149014,0.091799,-0.539317,0.000844,-0.05337,0.091973,-0.563044,0.839535,-0.197264,0.091751,-0.563346,0.952231,-0.19641,0.091674,-0.491561,0.839983,-0.052778,0.091974,-0.563293,-0.197359,0.091751,-0.563512,-0.196888,0.091673,-0.491136
60,0.6,139.200989,-0.398223,0.913263,-0.149043,0.091815,-0.539344,0.000939,-0.053412,0.092036,-0.563125,0.820958,-0.197306,0.091743,-0.563345,0.947406,-0.196412,0.091666,-0.491561,0.822292,-0.052752,0.092038,-0.563403,-0.197412,0.091743,-0.563527,-0.196942,0.091665,-0.491087
61,0.61,139.178848,-0.388293,0.923376,-0.149018,0.091811,-0.539347,0.000892,-0.053377,0.092008,-0.563091,0.820958,-0.197271,0.09175,-0.563367,0.947406,-0.196405,0.091674,-0.491582,0.822292,-0.052751,0.092009,-0.563344,-0.197391,0.09175,-0.563549,-0.196888,0.091673,-0.491136
62,0.62,139.204056,-0.393044,0.921613,-0.149026,0.091816,-0.539324,0.000862,-0.053396,0.092022,-0.56311,0.83104,-0.19729,0.091753,-0.563323,0.945584,-0.196392,0.091674,-0.491539,0.835417,-0.052762,0.092023,-0.563373,-0.197398,0.091753,-0.563459,-0.196888,0.091673,-0.491136
63,0.63,139.167908,-0.386076,0.964388,-0.149026,0.091805,-0.539348,0.000905,-0.053381,0.091958,-0.563075,0.831381,-0.197275,0.091782,-0.563377,0.938991,-0.196422,0.091674,-0.491593,0.836792,-0.052752,0.091959,-0.563319,-0.197414,0.091782,-0.563578,-0.196888,0.091673,-0.491136
64,0.64,139.202576,-0.388484,0.948376,-0.149044,0.09184,-0.539315,0.000968,-0.053414,0.092013,-0.563099,0.8157,-0.197308,0.091802,-0.563315,0.943227,-0.196411,0.091706,-0.49153,0.820269,-0.052732,0.092014,-0.563379,-0.197431,0.091802,-0.563506,-0.196942,0.091704,-0.491046
65,0.65,139.177521,-0.437381,0.952064,-0.148994,0.091797,-0.539354,0.000939,-0.053354,0.092035,-0.563097,0.8157,-0.197247,0.091751,-0.563375,0.943227,-0.196382,0.091606,-0.491591,0.820269,-0.052653,0.092037,-0.56339,-0.197359,0.091751,-0.563512,-0.196931,0.091604,-0.491159
66,0.66,139.171265,-0.37328,0.955686,-0.149023,0.091829,-0.539316,0.000884,-0.053379,0.091973,-0.563048,0.810054,-0.197273,0.091801,-0.563342,0.955995,-0.196416,0.091713,-0.491557,0.825429,-0.052778,0.091974,-0.563293,-0.197386,0.091801,-0.563543,-0.196889,0.091712,-0.491095
67,0.67,139.18309,-0.398953,0.959772,-0.149075,0.091812,-0.539316,0.000942,-0.053436,0.091988,-0.563068,0.820889,-0.19733,0.091782,-0.563332,0.938124,-0.196458,0.091666,-0.491548,0.832962,-0.052767,0.091989,-0.563324,-0.197483,0.091782,-0.563527,-0.196942,0.091665,-0.491087
68,0.68,139.17601,-0.404074,0.968034,-0.14903,0.091826,-0.539359,0.000874,-0.053388,0.092,-0.5631,0.840304,-0.197282,0.091802,-0.563382,0.94283,-0.196419,0.091674,-0.491597,0.835476,-0.052797,0.092002,-0.563342,-0.19739,0.091802,-0.563583,-0.196888,0.091673,-0.491136
69,0.69,139.179199,-0.408239,0.974625,-0.149033,0.091822,-0.539333,0.000987,-0.053393,0.091996,-0.563078,0.840304,-0.197287,0.091803,-0.563352,0.94283,-0.19642,0.091666,-0.491568,0.835476,-0.052687,0.091997,-0.563356,-0.197435,0.091803,-0.563545,-0.196942,0.091665,-0.491087
70,0.7,139.182999,-0.37027,0.928202,-0.149044,0.091828,-0.539329,0.000943,-0.053405,0.091995,-0.563081,0.810304,-0.197299,0.091775,-0.563346,0.93926,-0.196427,0.091713,-0.491561,0.822594,-0.052743,0.091996,-0.563324,-0.197469,0.091775,-0.563558,-0.196889,0.091712,-0.491095
71,0.71,139.157913,-0.421623,0.995056,-0.149042,0.091805,-0.539355,0.000991,-0.053393,0.091978,-0.563065,0.820735,-0.197287,0.091802,-0.563392,0.935911,-0.196445,0.091636,-0.491608,0.809645,-0.052732,0.091979,-0.563344,-0.197395,0.091802,-0.563625,-0.196985,0.091634,-0.49107
72,0.72,139.144791,-0.419907,0.995905,-0.14901,0.091842,-0.539329,0.00086,-0.053356,0.092012,-0.563017,0.843399,-0.19725,0.09184,-0.563377,0.943439,-0.196425,0.091675,-0.491592,0.83744,-0.052777,0.092013,-0.563255,-0.197354,0.09184,-0.563578,-0.196888,0.091673,-0.491136
73,0.73,139.167572,-0.426143,0.991164,-0.149068,0.091811,-0.539316,0.000956,-0.053423,0.091994,-0.563042,0.843399,-0.197317,0.091803,-0.563345,0.943439,-0.196464,0.091636,-0.49156,0.83744,-0.052761,0.091995,-0.563314,-0.197435,0.091803,-0.563545,-0.196985,0.091634,-0.49107
74,0.74,139.214615,-0.337291,0.815671,-0.149012,0.091798,-0.539294,0.000895,-0.053386,0.09203,-0.563098,0.820989,-0.19728,0.091651,-0.563285,0.941766,-0.196369,0.091713,-0.491501,0.821147,-0.052715,0.092032,-0.563375,-0.197393,0.091651,-0.563412,-0.196889,0.091712,-0.491095
75,0.75,139.246994,-0.161939,0.751185,-0.148901,0.091968,-0.539308,0.000868,-0.053289,0.092018,-0.563166,0.852129,-0.197183,0.091803,-0.563271,0.915094,-0.196232,0.092083,-0.491488,0.854986,-0.052725,0.092018,-0.563345,-0.197386,0.091801,-0.563543,-0.196578,0.092084,-0.491023
