Format Version,1.23,Take Name,ivankjo_25jun2020_4_(8),Take Notes,,Capture Frame Rate,100.000000,Export Frame Rate,100.000000,Capture Start Time,2020-06-25 04.33.31.533 ,Total Frames in Take,1741,Total Exported Frames,1741,Rotation Type,YXZ,Length Units,Meters,Coordinate Space,Global

,Type,Rigid Body,Rigid Body,Rigid Body,Rigid Body,Rigid Body,Rigid Body,Rigid Body,Rigid Body Marker,Rigid Body Marker,Rigid Body Marker,Rigid Body Marker,Rigid Body Marker,Rigid Body Marker,Rigid Body Marker,Rigid Body Marker,Rigid Body Marker,Rigid Body Marker,Rigid Body Marker,Rigid Body Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker
,Name,robotdiff_DIFF,robotdiff_DIFF,robotdiff_DIFF,robotdiff_DIFF,robotdiff_DIFF,robotdiff_DIFF,robotdiff_DIFF,"robotdiff_DIFF:Marker1","robotdiff_DIFF:Marker1","robotdiff_DIFF:Marker1","robotdiff_DIFF:Marker1","robotdiff_DIFF:Marker2","robotdiff_DIFF:Marker2","robotdiff_DIFF:Marker2","robotdiff_DIFF:Marker2","robotdiff_DIFF:Marker3","robotdiff_DIFF:Marker3","robotdiff_DIFF:Marker3","robotdiff_DIFF:Marker3",robotdiff_DIFF:Marker1,robotdiff_DIFF:Marker1,robotdiff_DIFF:Marker1,robotdiff_DIFF:Marker2,robotdiff_DIFF:Marker2,robotdiff_DIFF:Marker2,robotdiff_DIFF:Marker3,robotdiff_DIFF:Marker3,robotdiff_DIFF:Marker3
,ID,"EDBE28E9B6EA11EA2C2F332BD074C080","EDBE28E9B6EA11EA2C2F332BD074C080","EDBE28E9B6EA11EA2C2F332BD074C080","EDBE28E9B6EA11EA2C2F332BD074C080","EDBE28E9B6EA11EA2C2F332BD074C080","EDBE28E9B6EA11EA2C2F332BD074C080","EDBE28E9B6EA11EA2C2F332BD074C080","EDBE28E9B6EA11EA2C2F332BD074C080","EDBE28E9B6EA11EA2C2F332BD074C080","EDBE28E9B6EA11EA2C2F332BD074C080","EDBE28E9B6EA11EA2C2F332BD074C080","EDBE28E9B6EA11EA2C2F332BD074C080","EDBE28E9B6EA11EA2C2F332BD074C080","EDBE28E9B6EA11EA2C2F332BD074C080","EDBE28E9B6EA11EA2C2F332BD074C080","EDBE28E9B6EA11EA2C2F332BD074C080","EDBE28E9B6EA11EA2C2F332BD074C080","EDBE28E9B6EA11EA2C2F332BD074C080","EDBE28E9B6EA11EA2C2F332BD074C080","CFCA0","CFCA0","CFCA0","CF8C0","CF8C0","CF8C0","CF300","CF300","CF300"
,,Rotation,Rotation,Rotation,Position,Position,Position,Mean Marker Error,Position,Position,Position,Marker Quality,Position,Position,Position,Marker Quality,Position,Position,Position,Marker Quality,Position,Position,Position,Position,Position,Position,Position,Position,Position
Frame,Time (Seconds),Y,X,Z,X,Y,Z,,X,Y,Z,,X,Y,Z,,X,Y,Z,,X,Y,Z,X,Y,Z,X,Y,Z
0,0.000000,-39.867744,0.122642,0.214654,-0.100200,0.091656,-0.513021,0.001558,-0.195432,0.091839,-0.487688,0.724103,-0.051555,0.091069,-0.489810,0.914225,-0.053613,0.092061,-0.561564,0.672864,-0.196420,0.091838,-0.487197,-0.051467,0.091064,-0.489479,-0.052700,0.092069,-0.562502
1,0.010000,-39.865791,0.088009,0.339257,-0.100096,0.091765,-0.513031,0.001719,-0.195327,0.091873,-0.487696,0.693451,-0.051450,0.091283,-0.489821,0.867042,-0.053511,0.092139,-0.561577,0.696027,-0.196473,0.091872,-0.487258,-0.051143,0.091276,-0.489387,-0.052756,0.092147,-0.562530
2,0.020000,-39.821152,0.050375,0.136403,-0.100101,0.091727,-0.512988,0.001364,-0.195312,0.092088,-0.487577,0.760760,-0.051439,0.091051,-0.489817,0.922725,-0.053553,0.092041,-0.561569,0.708605,-0.196165,0.092089,-0.487142,-0.051382,0.091046,-0.489513,-0.052735,0.092046,-0.562399
3,0.030000,-39.900223,0.037540,0.322008,-0.100091,0.091676,-0.512985,0.001763,-0.195337,0.091872,-0.487707,0.760760,-0.051459,0.091166,-0.489746,0.922725,-0.053476,0.091990,-0.561503,0.708605,-0.196473,0.091872,-0.487258,-0.051172,0.091160,-0.489285,-0.052681,0.091998,-0.562528
4,0.040000,-39.889431,0.134282,0.142127,-0.100215,0.091672,-0.513042,0.001488,-0.195456,0.091910,-0.487745,0.694700,-0.051580,0.091021,-0.489814,0.864130,-0.053609,0.092085,-0.561567,0.675833,-0.196430,0.091910,-0.487302,-0.051432,0.091015,-0.489483,-0.052808,0.092092,-0.562420
5,0.050000,-39.872620,-0.050454,0.405919,-0.100153,0.091696,-0.512934,0.001542,-0.195388,0.091932,-0.487611,0.721075,-0.051510,0.091242,-0.489717,0.862725,-0.053562,0.091913,-0.561475,0.750310,-0.196446,0.091934,-0.487257,-0.051145,0.091237,-0.489307,-0.052961,0.091918,-0.562273
