Format Version,1.23,Take Name,newmethod_08-09-2020_3_(2),Take Notes,,Capture Frame Rate,100.000000,Export Frame Rate,100.000000,Capture Start Time,2020-09-08 06.00.20.388 ,Total Frames in Take,9827,Total Exported Frames,9827,Rotation Type,YXZ,Length Units,Meters,Coordinate Space,Global

,Type,Rigid Body,Rigid Body,Rigid Body,Rigid Body,Rigid Body,Rigid Body,Rigid Body,Rigid Body Marker,Rigid Body Marker,Rigid Body Marker,Rigid Body Marker,Rigid Body Marker,Rigid Body Marker,Rigid Body Marker,Rigid Body Marker,Rigid Body Marker,Rigid Body Marker,Rigid Body Marker,Rigid Body Marker,Rigid Body Marker,Rigid Body Marker,Rigid Body Marker,Rigid Body Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker
,Name,RobotAtFactory_Omni4,RobotAtFactory_Omni4,RobotAtFactory_Omni4,RobotAtFactory_Omni4,RobotAtFactory_Omni4,RobotAtFactory_Omni4,RobotAtFactory_Omni4,"RobotAtFactory_Omni4:Marker1","RobotAtFactory_Omni4:Marker1","RobotAtFactory_Omni4:Marker1","RobotAtFactory_Omni4:Marker1","RobotAtFactory_Omni4:Marker2","RobotAtFactory_Omni4:Marker2","RobotAtFactory_Omni4:Marker2","RobotAtFactory_Omni4:Marker2","RobotAtFactory_Omni4:Marker3","RobotAtFactory_Omni4:Marker3","RobotAtFactory_Omni4:Marker3","RobotAtFactory_Omni4:Marker3","RobotAtFactory_Omni4:Marker4","RobotAtFactory_Omni4:Marker4","RobotAtFactory_Omni4:Marker4","RobotAtFactory_Omni4:Marker4",RobotAtFactory_Omni4:Marker1,RobotAtFactory_Omni4:Marker1,RobotAtFactory_Omni4:Marker1,RobotAtFactory_Omni4:Marker2,RobotAtFactory_Omni4:Marker2,RobotAtFactory_Omni4:Marker2,RobotAtFactory_Omni4:Marker3,RobotAtFactory_Omni4:Marker3,RobotAtFactory_Omni4:Marker3,RobotAtFactory_Omni4:Marker4,RobotAtFactory_Omni4:Marker4,RobotAtFactory_Omni4:Marker4
,ID,"F43824BFF1B911EA2C2F332BD074D280","F43824BFF1B911EA2C2F332BD074D280","F43824BFF1B911EA2C2F332BD074D280","F43824BFF1B911EA2C2F332BD074D280","F43824BFF1B911EA2C2F332BD074D280","F43824BFF1B911EA2C2F332BD074D280","F43824BFF1B911EA2C2F332BD074D280","F43824BFF1B911EA2C2F332BD074D280","F43824BFF1B911EA2C2F332BD074D280","F43824BFF1B911EA2C2F332BD074D280","F43824BFF1B911EA2C2F332BD074D280","F43824BFF1B911EA2C2F332BD074D280","F43824BFF1B911EA2C2F332BD074D280","F43824BFF1B911EA2C2F332BD074D280","F43824BFF1B911EA2C2F332BD074D280","F43824BFF1B911EA2C2F332BD074D280","F43824BFF1B911EA2C2F332BD074D280","F43824BFF1B911EA2C2F332BD074D280","F43824BFF1B911EA2C2F332BD074D280","F43824BFF1B911EA2C2F332BD074D280","F43824BFF1B911EA2C2F332BD074D280","F43824BFF1B911EA2C2F332BD074D280","F43824BFF1B911EA2C2F332BD074D280","C4FA0","C4FA0","C4FA0","C5230","C5230","C5230","C4FB0","C4FB0","C4FB0","C5220","C5220","C5220"
,,Rotation,Rotation,Rotation,Position,Position,Position,Mean Marker Error,Position,Position,Position,Marker Quality,Position,Position,Position,Marker Quality,Position,Position,Position,Marker Quality,Position,Position,Position,Marker Quality,Position,Position,Position,Position,Position,Position,Position,Position,Position,Position,Position,Position
Frame,Time (Seconds),Y,X,Z,X,Y,Z,,X,Y,Z,,X,Y,Z,,X,Y,Z,,X,Y,Z,,X,Y,Z,X,Y,Z,X,Y,Z,X,Y,Z
0,0.000000,159.995056,0.906315,-0.054009,-0.790432,0.118856,0.255601,0.000787,-0.717178,0.118850,0.185525,0.745762,-0.715667,0.118780,0.289304,0.874309,-0.864605,0.118788,0.187260,0.723103,-0.864277,0.119006,0.360313,0.831609,-0.716593,0.119452,0.186099,-0.715688,0.118278,0.289291,-0.865650,0.118423,0.187205,-0.863850,0.119281,0.359870
1,0.010000,159.991196,0.871077,0.075942,-0.790304,0.118993,0.255612,0.000702,-0.717042,0.118941,0.185544,0.780382,-0.715543,0.118728,0.289323,0.881483,-0.864470,0.119160,0.187264,0.793268,-0.864159,0.119143,0.360317,0.825819,-0.716593,0.119452,0.186099,-0.715688,0.118278,0.289291,-0.865242,0.118870,0.187208,-0.863677,0.119403,0.359886
2,0.020000,159.890121,0.216644,-0.184116,-0.790709,0.118248,0.255732,0.000687,-0.717332,0.119438,0.185795,0.780382,-0.716005,0.118284,0.289570,0.881483,-0.864759,0.118436,0.187258,0.793268,-0.864739,0.116833,0.360304,0.825819,-0.716593,0.119452,0.186099,-0.715688,0.118278,0.289291,-0.865650,0.118423,0.187205,-0.864898,0.116837,0.360342
3,0.030000,159.995056,0.906315,-0.054009,-0.790432,0.118856,0.255601,0.000787,-0.717178,0.118850,0.185525,0.745762,-0.715667,0.118780,0.289304,0.874309,-0.864605,0.118788,0.187260,0.723103,-0.864277,0.119006,0.360313,0.831609,-0.716593,0.119452,0.186099,-0.715688,0.118278,0.289291,-0.865650,0.118423,0.187205,-0.863850,0.119281,0.359870
4,0.040000,159.962875,1.521903,0.068142,-0.790732,0.119424,0.255929,0.001016,-0.717439,0.118345,0.185903,0.745762,-0.715989,0.119239,0.289679,0.874309,-0.864865,0.119137,0.187545,0.723103,-0.864636,0.120974,0.360589,0.831609,-0.716593,0.119452,0.186099,-0.715688,0.118278,0.289291,-0.865650,0.118423,0.187205,-0.865023,0.121598,0.361135
5,0.050000,160.000183,1.538215,0.086141,-0.790713,0.119450,0.255998,0.001115,-0.717465,0.118332,0.185925,0.642424,-0.715948,0.119241,0.289700,0.730435,-0.864890,0.119181,0.187662,0.708406,-0.864549,0.121046,0.360705,0.726627,-0.716593,0.119452,0.186099,-0.715688,0.118278,0.289291,-0.865650,0.118423,0.187205,-0.864975,0.121737,0.361438
6,0.060000,160.103455,1.193287,0.068601,-0.790716,0.118465,0.255591,0.000694,-0.717592,0.117907,0.185380,0.642424,-0.715889,0.118245,0.289156,0.730435,-0.865016,0.118402,0.187388,0.708406,-0.864365,0.119306,0.360438,0.726627,-0.717652,0.117875,0.186006,-0.715688,0.118278,0.289291,-0.865650,0.118423,0.187205,-0.863850,0.119281,0.359870
7,0.070000,160.060715,1.140640,0.041764,-0.790647,0.118534,0.255645,0.000789,-0.717472,0.118081,0.185489,0.802494,-0.715845,0.118346,0.289266,0.956872,-0.864897,0.118463,0.187388,0.806036,-0.864373,0.119246,0.360439,0.806641,-0.717379,0.118160,0.186269,-0.715688,0.118278,0.289291,-0.865650,0.118423,0.187205,-0.863850,0.119281,0.359870
8,0.080000,160.023682,0.940523,-0.051944,-0.790392,0.118885,0.255606,0.000825,-0.717173,0.118823,0.185494,0.802494,-0.715610,0.118810,0.289272,0.956872,-0.864600,0.118797,0.187302,0.806036,-0.864185,0.119110,0.360355,0.806641,-0.716593,0.119452,0.186099,-0.715688,0.118278,0.289291,-0.865650,0.118423,0.187205,-0.863677,0.119403,0.359886
9,0.090000,160.086136,1.878357,0.171977,-0.790977,0.119120,0.255960,0.000778,-0.717836,0.117395,0.185787,0.860285,-0.716163,0.118826,0.289554,0.807216,-0.865254,0.118760,0.187733,0.814751,-0.864653,0.121501,0.360764,0.815093,-0.717652,0.117875,0.186006,-0.715688,0.118278,0.289291,-0.865650,0.118423,0.187205,-0.864947,0.121874,0.361331
10,0.100000,159.949127,0.327783,-0.163377,-0.790586,0.118347,0.255723,0.000563,-0.717279,0.119344,0.185709,0.860285,-0.715847,0.118366,0.289485,0.807216,-0.864706,0.118493,0.187325,0.814751,-0.864510,0.117184,0.360374,0.815093,-0.716593,0.119452,0.186099,-0.715688,0.118278,0.289291,-0.865650,0.118423,0.187205,-0.864459,0.117229,0.360319
11,0.110000,160.053726,1.723989,0.114652,-0.790932,0.119168,0.256026,0.000785,-0.717750,0.117732,0.185889,0.816824,-0.716136,0.118938,0.289660,0.780281,-0.865172,0.118819,0.187759,0.791987,-0.864668,0.121181,0.360796,0.830879,-0.717534,0.118321,0.186269,-0.715688,0.118278,0.289291,-0.865650,0.118423,0.187205,-0.864870,0.121589,0.361296
12,0.120000,159.970581,0.402113,-0.033612,-0.790986,0.117985,0.255776,0.000600,-0.717702,0.118763,0.185735,0.816824,-0.716235,0.117827,0.289511,0.780281,-0.865130,0.118292,0.187405,0.791987,-0.864875,0.117059,0.360454,0.830879,-0.717534,0.118321,0.186269,-0.715688,0.118278,0.289291,-0.865798,0.118540,0.187206,-0.864898,0.116837,0.360342
13,0.130000,160.000015,1.511360,0.079887,-0.790690,0.119421,0.255970,0.001036,-0.717442,0.118350,0.185896,0.648624,-0.715925,0.119218,0.289672,0.739550,-0.864867,0.119160,0.187633,0.710661,-0.864526,0.120955,0.360678,0.762396,-0.716593,0.119452,0.186099,-0.715688,0.118278,0.289291,-0.865650,0.118423,0.187205,-0.864870,0.121589,0.361296
14,0.140000,160.000015,1.511360,0.079887,-0.790690,0.119421,0.255970,0.001036,-0.717442,0.118350,0.185896,0.648624,-0.715925,0.119218,0.289672,0.739550,-0.864867,0.119160,0.187633,0.710661,-0.864526,0.120955,0.360678,0.762396,-0.716593,0.119452,0.186099,-0.715688,0.118278,0.289291,-0.865650,0.118423,0.187205,-0.864870,0.121589,0.361296
15,0.150000,160.103455,1.193287,0.068601,-0.790716,0.118465,0.255591,0.000694,-0.717592,0.117907,0.185380,0.842652,-0.715889,0.118245,0.289156,0.939010,-0.865016,0.118402,0.187388,0.834977,-0.864365,0.119306,0.360438,0.808425,-0.717652,0.117875,0.186006,-0.715688,0.118278,0.289291,-0.865650,0.118423,0.187205,-0.863850,0.119281,0.359870
16,0.160000,160.128860,1.227323,0.074140,-0.790677,0.118495,0.255595,0.000733,-0.717585,0.117879,0.185353,0.842652,-0.715836,0.118270,0.289128,0.939010,-0.865007,0.118417,0.187426,0.834977,-0.864279,0.119413,0.360475,0.808425,-0.717652,0.117875,0.186006,-0.715688,0.118278,0.289291,-0.865650,0.118423,0.187205,-0.863677,0.119403,0.359886
17,0.170000,160.086136,1.878357,0.171977,-0.790977,0.119120,0.255960,0.000778,-0.717836,0.117395,0.185787,0.860285,-0.716163,0.118826,0.289554,0.807216,-0.865254,0.118760,0.187733,0.814751,-0.864653,0.121501,0.360764,0.815093,-0.717652,0.117875,0.186006,-0.715688,0.118278,0.289291,-0.865650,0.118423,0.187205,-0.864947,0.121874,0.361331
18,0.180000,159.984360,1.501602,0.072274,-0.790716,0.119411,0.255963,0.001056,-0.717449,0.118361,0.185910,0.860285,-0.715960,0.119218,0.289685,0.807216,-0.864875,0.119144,0.187607,0.814751,-0.864581,0.120919,0.360651,0.815093,-0.716593,0.119452,0.186099,-0.715688,0.118278,0.289291,-0.865650,0.118423,0.187205,-0.864974,0.121557,0.361280
19,0.190000,160.099457,1.145215,0.030336,-0.790649,0.118602,0.255651,0.000817,-0.717522,0.118151,0.185445,0.789650,-0.715825,0.118431,0.289221,0.945870,-0.864946,0.118509,0.187444,0.812903,-0.864305,0.119317,0.360495,0.780292,-0.717534,0.118321,0.186269,-0.715688,0.118278,0.289291,-0.865650,0.118423,0.187205,-0.863677,0.119403,0.359886
20,0.200000,160.023682,0.940523,-0.051944,-0.790392,0.118885,0.255606,0.000825,-0.717173,0.118823,0.185494,0.789650,-0.715610,0.118810,0.289272,0.945870,-0.864600,0.118797,0.187302,0.812903,-0.864185,0.119110,0.360355,0.780292,-0.716593,0.119452,0.186099,-0.715688,0.118278,0.289291,-0.865650,0.118423,0.187205,-0.863677,0.119403,0.359886
21,0.210000,159.984360,1.501602,0.072274,-0.790716,0.119411,0.255963,0.001056,-0.717449,0.118361,0.185910,0.650151,-0.715960,0.119218,0.289685,0.736230,-0.864875,0.119144,0.187607,0.716957,-0.864581,0.120919,0.360651,0.755625,-0.716593,0.119452,0.186099,-0.715688,0.118278,0.289291,-0.865650,0.118423,0.187205,-0.864974,0.121557,0.361280
