type,omni4,,,,,,,
ngear,1,,,,,,,
encRes,1,,,,,,,
Li,0.2,0.2,,,,,,
Di,0.06,0.06,0.06,0.06,,,,
Thi,,,,,,,,
N,8,,,,,,,
L,,,,,,,,
imarkers,5,1,3,8,,,,
gt_ti,2.3,3.09,3.07,2.45,3.33,2.81,3.41,2.68
gt_tf,66.48,67.54,67.42,66.83,67.78,67.15,67.62,67.9
odo_ti,0,0,0,0,0,0,0,0
odo_tf,58.33,58.29,58.26,58.27,58.31,58.31,58.3499999999999,58.8399999999999
