Format Version,1.23,Take Name,newmethod_25jun2020_1_(6),Take Notes,,Capture Frame Rate,100.000000,Export Frame Rate,100.000000,Capture Start Time,2020-06-25 10.00.02.062 ,Total Frames in Take,11043,Total Exported Frames,11043,Rotation Type,YXZ,Length Units,Meters,Coordinate Space,Global

,Type,Rigid Body,Rigid Body,Rigid Body,Rigid Body,Rigid Body,Rigid Body,Rigid Body,Rigid Body Marker,Rigid Body Marker,Rigid Body Marker,Rigid Body Marker,Rigid Body Marker,Rigid Body Marker,Rigid Body Marker,Rigid Body Marker,Rigid Body Marker,Rigid Body Marker,Rigid Body Marker,Rigid Body Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker
,Name,robotdiff_DIFF,robotdiff_DIFF,robotdiff_DIFF,robotdiff_DIFF,robotdiff_DIFF,robotdiff_DIFF,robotdiff_DIFF,"robotdiff_DIFF:Marker1","robotdiff_DIFF:Marker1","robotdiff_DIFF:Marker1","robotdiff_DIFF:Marker1","robotdiff_DIFF:Marker2","robotdiff_DIFF:Marker2","robotdiff_DIFF:Marker2","robotdiff_DIFF:Marker2","robotdiff_DIFF:Marker3","robotdiff_DIFF:Marker3","robotdiff_DIFF:Marker3","robotdiff_DIFF:Marker3",robotdiff_DIFF:Marker1,robotdiff_DIFF:Marker1,robotdiff_DIFF:Marker1,robotdiff_DIFF:Marker2,robotdiff_DIFF:Marker2,robotdiff_DIFF:Marker2,robotdiff_DIFF:Marker3,robotdiff_DIFF:Marker3,robotdiff_DIFF:Marker3
,ID,"B234FAB0B72211EA2C2F332BD074C180","B234FAB0B72211EA2C2F332BD074C180","B234FAB0B72211EA2C2F332BD074C180","B234FAB0B72211EA2C2F332BD074C180","B234FAB0B72211EA2C2F332BD074C180","B234FAB0B72211EA2C2F332BD074C180","B234FAB0B72211EA2C2F332BD074C180","B234FAB0B72211EA2C2F332BD074C180","B234FAB0B72211EA2C2F332BD074C180","B234FAB0B72211EA2C2F332BD074C180","B234FAB0B72211EA2C2F332BD074C180","B234FAB0B72211EA2C2F332BD074C180","B234FAB0B72211EA2C2F332BD074C180","B234FAB0B72211EA2C2F332BD074C180","B234FAB0B72211EA2C2F332BD074C180","B234FAB0B72211EA2C2F332BD074C180","B234FAB0B72211EA2C2F332BD074C180","B234FAB0B72211EA2C2F332BD074C180","B234FAB0B72211EA2C2F332BD074C180","C4DF0","C4DF0","C4DF0","C4D20","C4D20","C4D20","C6140","C6140","C6140"
,,Rotation,Rotation,Rotation,Position,Position,Position,Mean Marker Error,Position,Position,Position,Marker Quality,Position,Position,Position,Marker Quality,Position,Position,Position,Marker Quality,Position,Position,Position,Position,Position,Position,Position,Position,Position
Frame,Time (Seconds),Y,X,Z,X,Y,Z,,X,Y,Z,,X,Y,Z,,X,Y,Z,,X,Y,Z,X,Y,Z,X,Y,Z
0,0.000000,176.415543,-0.896552,0.444595,-0.531856,0.101299,-0.341108,0.002098,-0.483227,0.101505,-0.389122,0.812253,-0.628986,0.101825,-0.317698,0.444535,-0.483355,0.100567,-0.316503,0.786724,-0.483925,0.101514,-0.389398,-0.626845,0.101815,-0.318294,-0.483929,0.100564,-0.315872
1,0.010000,176.358490,-0.940557,0.643763,-0.531864,0.101416,-0.341185,0.001904,-0.483189,0.101502,-0.389153,0.806045,-0.629013,0.102251,-0.317866,0.509789,-0.483389,0.100494,-0.316535,0.802318,-0.483925,0.101514,-0.389398,-0.627131,0.102236,-0.318413,-0.483905,0.100492,-0.315936
2,0.020000,176.378326,-0.940253,0.652282,-0.531860,0.101423,-0.341167,0.001907,-0.483202,0.101502,-0.389152,0.806045,-0.629001,0.102272,-0.317814,0.509789,-0.483376,0.100494,-0.316534,0.802318,-0.483925,0.101514,-0.389398,-0.627112,0.102257,-0.318356,-0.483905,0.100492,-0.315936
3,0.030000,176.418594,-0.903562,0.527808,-0.531852,0.101301,-0.341177,0.002085,-0.483227,0.101447,-0.389195,0.806375,-0.628979,0.101962,-0.317760,0.450668,-0.483350,0.100494,-0.316576,0.788301,-0.483949,0.101458,-0.389474,-0.626866,0.101949,-0.318363,-0.483905,0.100492,-0.315936
4,0.040000,176.416092,-0.879121,0.449557,-0.531867,0.101262,-0.341152,0.002117,-0.483238,0.101448,-0.389167,0.806375,-0.628996,0.101805,-0.317742,0.450668,-0.483366,0.100532,-0.316548,0.788301,-0.483949,0.101458,-0.389474,-0.626864,0.101794,-0.318338,-0.483947,0.100529,-0.315877
5,0.050000,176.367386,-0.896599,0.628513,-0.531864,0.101386,-0.341219,0.001925,-0.483197,0.101446,-0.389195,0.799516,-0.629011,0.102218,-0.317887,0.511519,-0.483386,0.100494,-0.316577,0.793884,-0.483949,0.101458,-0.389474,-0.627135,0.102204,-0.318435,-0.483905,0.100492,-0.315936
6,0.060000,176.394608,-0.895553,0.650006,-0.531859,0.101404,-0.341195,0.001928,-0.483214,0.101446,-0.389194,0.799516,-0.628993,0.102273,-0.317815,0.511519,-0.483368,0.100494,-0.316575,0.793884,-0.483949,0.101458,-0.389474,-0.627112,0.102257,-0.318356,-0.483905,0.100492,-0.315936
7,0.070000,176.394608,-0.895553,0.650006,-0.531859,0.101404,-0.341195,0.001928,-0.483214,0.101446,-0.389194,0.803450,-0.628993,0.102273,-0.317815,0.510584,-0.483368,0.100494,-0.316575,0.791339,-0.483949,0.101458,-0.389474,-0.627112,0.102257,-0.318356,-0.483905,0.100492,-0.315936
8,0.080000,176.367386,-0.884982,0.620580,-0.531865,0.101447,-0.341147,0.001936,-0.483198,0.101502,-0.389122,0.803450,-0.629012,0.102272,-0.317815,0.510584,-0.483387,0.100566,-0.316504,0.791339,-0.483925,0.101514,-0.389398,-0.627112,0.102257,-0.318356,-0.483929,0.100564,-0.315872
9,0.090000,176.312881,-1.245694,0.536529,-0.531916,0.101437,-0.340974,0.001961,-0.483202,0.101880,-0.388900,0.828819,-0.629086,0.101937,-0.317733,0.424550,-0.483459,0.100494,-0.316289,0.857828,-0.483886,0.101887,-0.388919,-0.626885,0.101928,-0.318407,-0.483905,0.100492,-0.315936
10,0.100000,176.260880,-0.893327,0.628707,-0.531864,0.101384,-0.341031,0.002177,-0.483108,0.101441,-0.388916,0.828819,-0.629054,0.102219,-0.317879,0.424550,-0.483432,0.100493,-0.316298,0.857828,-0.483949,0.101458,-0.389474,-0.627135,0.102204,-0.318435,-0.484049,0.100488,-0.315310
11,0.110000,176.417282,-0.870473,0.517620,-0.531840,0.101280,-0.341227,0.002096,-0.483213,0.101405,-0.389243,0.799522,-0.628968,0.101941,-0.317813,0.458405,-0.483339,0.100495,-0.316624,0.777334,-0.483949,0.101416,-0.389562,-0.626885,0.101928,-0.318407,-0.483905,0.100492,-0.315936
12,0.120000,176.363098,-0.867491,0.625328,-0.531878,0.101409,-0.341195,0.001958,-0.483207,0.101446,-0.389167,0.799522,-0.629026,0.102251,-0.317870,0.458405,-0.483401,0.100531,-0.316548,0.777334,-0.483949,0.101458,-0.389474,-0.627131,0.102236,-0.318413,-0.483947,0.100529,-0.315877
13,0.130000,176.432114,-0.906463,0.483831,-0.531850,0.101264,-0.341166,0.002084,-0.483235,0.101448,-0.389194,0.808264,-0.628972,0.101851,-0.317727,0.451621,-0.483342,0.100495,-0.316576,0.787008,-0.483949,0.101458,-0.389474,-0.626861,0.101839,-0.318324,-0.483905,0.100492,-0.315936
14,0.140000,176.363098,-0.867491,0.625328,-0.531878,0.101409,-0.341195,0.001958,-0.483207,0.101446,-0.389167,0.808264,-0.629026,0.102251,-0.317870,0.451621,-0.483401,0.100531,-0.316548,0.787008,-0.483949,0.101458,-0.389474,-0.627131,0.102236,-0.318413,-0.483947,0.100529,-0.315877
15,0.150000,176.374557,-0.895854,0.641494,-0.531863,0.101397,-0.341213,0.001924,-0.483202,0.101445,-0.389195,0.800592,-0.629006,0.102251,-0.317868,0.511667,-0.483381,0.100494,-0.316576,0.793245,-0.483949,0.101458,-0.389474,-0.627131,0.102236,-0.318413,-0.483905,0.100492,-0.315936
16,0.160000,176.364670,-0.840269,0.616593,-0.531867,0.101427,-0.341192,0.001970,-0.483198,0.101446,-0.389165,0.800592,-0.629015,0.102268,-0.317865,0.511667,-0.483390,0.100566,-0.316546,0.793245,-0.483949,0.101458,-0.389474,-0.627105,0.102253,-0.318418,-0.483929,0.100564,-0.315872
17,0.170000,176.427704,-0.907559,0.465793,-0.531851,0.101249,-0.341170,0.002084,-0.483232,0.101448,-0.389194,0.807641,-0.628975,0.101805,-0.317739,0.451370,-0.483345,0.100495,-0.316576,0.787435,-0.483949,0.101458,-0.389474,-0.626864,0.101794,-0.318338,-0.483905,0.100492,-0.315936
18,0.180000,176.466782,-0.861252,0.465037,-0.531804,0.101248,-0.341199,0.002075,-0.483218,0.101406,-0.389257,0.807641,-0.628913,0.101826,-0.317703,0.451370,-0.483282,0.100511,-0.316638,0.787435,-0.483949,0.101416,-0.389562,-0.626845,0.101815,-0.318294,-0.483844,0.100508,-0.315966
19,0.190000,176.383835,-0.840381,0.618335,-0.531864,0.101428,-0.341175,0.001957,-0.483211,0.101446,-0.389165,0.799862,-0.629004,0.102272,-0.317816,0.508045,-0.483378,0.100566,-0.316545,0.782481,-0.483949,0.101458,-0.389474,-0.627112,0.102257,-0.318356,-0.483929,0.100564,-0.315872
20,0.200000,176.387695,-0.927711,0.644850,-0.531833,0.101428,-0.341175,0.001877,-0.483183,0.101502,-0.389168,0.799862,-0.628970,0.102272,-0.317807,0.508045,-0.483345,0.100510,-0.316550,0.782481,-0.483925,0.101514,-0.389398,-0.627112,0.102257,-0.318356,-0.483844,0.100508,-0.315966
21,0.210000,176.290649,-0.892314,0.650189,-0.531858,0.101402,-0.341008,0.002181,-0.483127,0.101441,-0.388918,0.751875,-0.629035,0.102273,-0.317804,0.499765,-0.483413,0.100493,-0.316300,0.705826,-0.483949,0.101458,-0.389474,-0.627112,0.102257,-0.318356,-0.484049,0.100488,-0.315310
22,0.220000,176.383865,-1.256367,0.377970,-0.531934,0.101304,-0.340902,0.002136,-0.483278,0.101882,-0.388886,0.751875,-0.629078,0.101534,-0.317546,0.499765,-0.483446,0.100495,-0.316275,0.705826,-0.483886,0.101887,-0.388919,-0.626580,0.101530,-0.318279,-0.483905,0.100492,-0.315936
23,0.230000,176.238022,-0.893621,0.619970,-0.531869,0.101377,-0.341049,0.002173,-0.483093,0.101441,-0.388915,0.744454,-0.629068,0.102197,-0.317936,0.502070,-0.483446,0.100494,-0.316297,0.710903,-0.483949,0.101458,-0.389474,-0.627156,0.102182,-0.318494,-0.484049,0.100488,-0.315310
24,0.240000,176.346451,-0.896918,0.619761,-0.531869,0.101379,-0.341238,0.001920,-0.483184,0.101446,-0.389196,0.744454,-0.629024,0.102196,-0.317941,0.502070,-0.483399,0.100494,-0.316577,0.710903,-0.483949,0.101458,-0.389474,-0.627156,0.102182,-0.318494,-0.483905,0.100492,-0.315936
25,0.250000,176.398926,-0.877588,0.471564,-0.531871,0.101280,-0.341167,0.002133,-0.483228,0.101448,-0.389167,0.804238,-0.629007,0.101861,-0.317785,0.439941,-0.483377,0.100532,-0.316549,0.779983,-0.483949,0.101458,-0.389474,-0.626852,0.101849,-0.318395,-0.483947,0.100529,-0.315877
26,0.260000,176.308044,-0.859197,0.648539,-0.531842,0.101388,-0.341045,0.002197,-0.483125,0.101399,-0.388970,0.746357,-0.629012,0.102273,-0.317812,0.505893,-0.483389,0.100493,-0.316351,0.691873,-0.483949,0.101416,-0.389562,-0.627112,0.102257,-0.318356,-0.484049,0.100488,-0.315310
27,0.270000,176.394608,-0.895553,0.650006,-0.531859,0.101404,-0.341195,0.001928,-0.483214,0.101446,-0.389194,0.746357,-0.628993,0.102273,-0.317815,0.505893,-0.483368,0.100494,-0.316575,0.691873,-0.483949,0.101458,-0.389474,-0.627112,0.102257,-0.318356,-0.483905,0.100492,-0.315936
28,0.280000,176.374557,-0.895854,0.641494,-0.531863,0.101397,-0.341213,0.001924,-0.483202,0.101445,-0.389195,0.800592,-0.629006,0.102251,-0.317868,0.511667,-0.483381,0.100494,-0.316576,0.793245,-0.483949,0.101458,-0.389474,-0.627131,0.102236,-0.318413,-0.483905,0.100492,-0.315936
