Format Version,1.23,Take Name,square_08-09-2020_3_(11),Take Notes,,Capture Frame Rate,100.000000,Export Frame Rate,100.000000,Capture Start Time,2020-09-08 05.33.32.092 ,Total Frames in Take,7102,Total Exported Frames,7102,Rotation Type,YXZ,Length Units,Meters,Coordinate Space,Global

,Type,Rigid Body,Rigid Body,Rigid Body,Rigid Body,Rigid Body,Rigid Body,Rigid Body,Rigid Body Marker,Rigid Body Marker,Rigid Body Marker,Rigid Body Marker,Rigid Body Marker,Rigid Body Marker,Rigid Body Marker,Rigid Body Marker,Rigid Body Marker,Rigid Body Marker,Rigid Body Marker,Rigid Body Marker,Rigid Body Marker,Rigid Body Marker,Rigid Body Marker,Rigid Body Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker
,Name,RobotAtFactory_Omni4,RobotAtFactory_Omni4,RobotAtFactory_Omni4,RobotAtFactory_Omni4,RobotAtFactory_Omni4,RobotAtFactory_Omni4,RobotAtFactory_Omni4,"RobotAtFactory_Omni4:Marker1","RobotAtFactory_Omni4:Marker1","RobotAtFactory_Omni4:Marker1","RobotAtFactory_Omni4:Marker1","RobotAtFactory_Omni4:Marker2","RobotAtFactory_Omni4:Marker2","RobotAtFactory_Omni4:Marker2","RobotAtFactory_Omni4:Marker2","RobotAtFactory_Omni4:Marker3","RobotAtFactory_Omni4:Marker3","RobotAtFactory_Omni4:Marker3","RobotAtFactory_Omni4:Marker3","RobotAtFactory_Omni4:Marker4","RobotAtFactory_Omni4:Marker4","RobotAtFactory_Omni4:Marker4","RobotAtFactory_Omni4:Marker4",RobotAtFactory_Omni4:Marker1,RobotAtFactory_Omni4:Marker1,RobotAtFactory_Omni4:Marker1,RobotAtFactory_Omni4:Marker2,RobotAtFactory_Omni4:Marker2,RobotAtFactory_Omni4:Marker2,RobotAtFactory_Omni4:Marker3,RobotAtFactory_Omni4:Marker3,RobotAtFactory_Omni4:Marker3,RobotAtFactory_Omni4:Marker4,RobotAtFactory_Omni4:Marker4,RobotAtFactory_Omni4:Marker4
,ID,"F43824BFF1B911EA2C2F332BD074D280","F43824BFF1B911EA2C2F332BD074D280","F43824BFF1B911EA2C2F332BD074D280","F43824BFF1B911EA2C2F332BD074D280","F43824BFF1B911EA2C2F332BD074D280","F43824BFF1B911EA2C2F332BD074D280","F43824BFF1B911EA2C2F332BD074D280","F43824BFF1B911EA2C2F332BD074D280","F43824BFF1B911EA2C2F332BD074D280","F43824BFF1B911EA2C2F332BD074D280","F43824BFF1B911EA2C2F332BD074D280","F43824BFF1B911EA2C2F332BD074D280","F43824BFF1B911EA2C2F332BD074D280","F43824BFF1B911EA2C2F332BD074D280","F43824BFF1B911EA2C2F332BD074D280","F43824BFF1B911EA2C2F332BD074D280","F43824BFF1B911EA2C2F332BD074D280","F43824BFF1B911EA2C2F332BD074D280","F43824BFF1B911EA2C2F332BD074D280","F43824BFF1B911EA2C2F332BD074D280","F43824BFF1B911EA2C2F332BD074D280","F43824BFF1B911EA2C2F332BD074D280","F43824BFF1B911EA2C2F332BD074D280","C4790","C4790","C4790","C3E20","C3E20","C3E20","C46E0","C46E0","C46E0","C4330","C4330","C4330"
,,Rotation,Rotation,Rotation,Position,Position,Position,Mean Marker Error,Position,Position,Position,Marker Quality,Position,Position,Position,Marker Quality,Position,Position,Position,Marker Quality,Position,Position,Position,Marker Quality,Position,Position,Position,Position,Position,Position,Position,Position,Position,Position,Position,Position
Frame,Time (Seconds),Y,X,Z,X,Y,Z,,X,Y,Z,,X,Y,Z,,X,Y,Z,,X,Y,Z,,X,Y,Z,X,Y,Z,X,Y,Z,X,Y,Z
0,0.000000,68.245422,0.250681,-0.139312,-0.497426,0.123936,-0.189725,0.000654,-0.429624,0.125037,-0.114369,0.879940,-0.533394,0.123913,-0.116023,0.880773,-0.426854,0.124174,-0.261779,0.769633,-0.599830,0.122621,-0.266727,0.816233,-0.430003,0.125332,-0.114367,-0.533749,0.123596,-0.116062,-0.426237,0.123978,-0.262434,-0.599682,0.122827,-0.266038
1,0.010000,68.258698,0.249383,-0.141519,-0.497377,0.123941,-0.189755,0.000626,-0.429557,0.125045,-0.114416,0.871203,-0.533328,0.123920,-0.116045,0.895976,-0.426822,0.124176,-0.261826,0.783281,-0.599799,0.122622,-0.266734,0.832700,-0.429972,0.125351,-0.114401,-0.533591,0.123599,-0.116081,-0.426237,0.123978,-0.262434,-0.599684,0.122826,-0.266108
2,0.020000,68.275719,0.250574,-0.125831,-0.497393,0.123960,-0.189704,0.000638,-0.429551,0.125051,-0.114384,0.871203,-0.533322,0.123917,-0.115983,0.895976,-0.426859,0.124220,-0.261795,0.783281,-0.599838,0.122653,-0.266653,0.832700,-0.429879,0.125406,-0.114298,-0.533642,0.123538,-0.116117,-0.426237,0.123978,-0.262434,-0.599774,0.122901,-0.265978
3,0.030000,68.257584,0.271613,-0.121876,-0.497395,0.123942,-0.189732,0.000665,-0.429577,0.124996,-0.114390,0.864190,-0.533348,0.123895,-0.116023,0.881853,-0.426839,0.124194,-0.261801,0.775060,-0.599816,0.122682,-0.266714,0.809134,-0.430003,0.125332,-0.114367,-0.533642,0.123538,-0.116117,-0.426237,0.123978,-0.262434,-0.599676,0.122913,-0.265999
4,0.040000,68.263367,0.242761,-0.109306,-0.497353,0.123908,-0.189777,0.000627,-0.429528,0.124998,-0.114442,0.864190,-0.533299,0.123841,-0.116064,0.881853,-0.426804,0.124200,-0.261853,0.775060,-0.599781,0.122594,-0.266749,0.809134,-0.429972,0.125351,-0.114401,-0.533506,0.123473,-0.116160,-0.426237,0.123978,-0.262434,-0.599684,0.122826,-0.266108
5,0.050000,68.268036,0.271117,-0.137421,-0.497441,0.123966,-0.189717,0.000664,-0.429608,0.125033,-0.114389,0.879236,-0.533380,0.123941,-0.116002,0.872788,-0.426897,0.124193,-0.261799,0.764758,-0.599876,0.122696,-0.266680,0.811413,-0.429972,0.125351,-0.114401,-0.533749,0.123596,-0.116062,-0.426237,0.123978,-0.262434,-0.599767,0.122924,-0.265969
6,0.060000,68.202415,0.302473,-0.141057,-0.497489,0.123905,-0.189680,0.000741,-0.429742,0.124925,-0.114273,0.879236,-0.533513,0.123889,-0.116005,0.872788,-0.426863,0.124105,-0.261681,0.764758,-0.599836,0.122700,-0.266760,0.811413,-0.430325,0.125126,-0.114186,-0.533698,0.123684,-0.116013,-0.426237,0.123978,-0.262434,-0.599684,0.122826,-0.266108
7,0.070000,68.193306,0.304574,-0.155362,-0.497518,0.123919,-0.189664,0.000740,-0.429783,0.124947,-0.114247,0.856522,-0.533553,0.123924,-0.115995,0.922005,-0.426881,0.124094,-0.261653,0.745366,-0.599854,0.122711,-0.266759,0.829153,-0.430325,0.125126,-0.114186,-0.533802,0.123739,-0.115958,-0.426237,0.123978,-0.262434,-0.599684,0.122826,-0.266108
8,0.080000,68.266953,0.249356,-0.142593,-0.497376,0.123941,-0.189740,0.000644,-0.429545,0.125046,-0.114410,0.856522,-0.533317,0.123921,-0.116024,0.922005,-0.426831,0.124174,-0.261820,0.745366,-0.599809,0.122621,-0.266704,0.829153,-0.429972,0.125351,-0.114401,-0.533591,0.123599,-0.116081,-0.426237,0.123978,-0.262434,-0.599682,0.122827,-0.266038
9,0.090000,68.271851,0.266396,-0.120831,-0.497358,0.123903,-0.189779,0.000592,-0.429521,0.124965,-0.114455,0.888685,-0.533292,0.123855,-0.116061,0.890529,-0.426819,0.124161,-0.261866,0.791506,-0.599798,0.122633,-0.266735,0.833329,-0.429869,0.125241,-0.114479,-0.533613,0.123558,-0.116093,-0.426237,0.123978,-0.262434,-0.599684,0.122826,-0.266108
10,0.100000,68.283974,0.289213,-0.118842,-0.497355,0.123924,-0.189755,0.000620,-0.429502,0.124948,-0.114445,0.888685,-0.533274,0.123875,-0.116030,0.890529,-0.426832,0.124169,-0.261857,0.791506,-0.599812,0.122705,-0.266690,0.833329,-0.429869,0.125241,-0.114479,-0.533613,0.123558,-0.116093,-0.426237,0.123978,-0.262434,-0.599676,0.122913,-0.265999
11,0.110000,68.250046,0.250688,-0.128628,-0.497390,0.123926,-0.189749,0.000637,-0.429582,0.125018,-0.114399,0.868518,-0.533353,0.123887,-0.116045,0.894507,-0.426824,0.124181,-0.261809,0.779595,-0.599800,0.122617,-0.266744,0.830043,-0.430003,0.125332,-0.114367,-0.533613,0.123558,-0.116093,-0.426237,0.123978,-0.262434,-0.599684,0.122826,-0.266108
