type,omni4,,,,,,,,,,,
ngear,1,,,,,,,,,,,
encRes,1,,,,,,,,,,,
Li,0.2,0.2,,,,,,,,,,
Di,0.06,0.06,0.06,0.06,,,,,,,,
Thi,,,,,,,,,,,,
N,12,,,,,,,,,,,
L,,,,,,,,,,,,
imarkers,5,1,3,8,,,,,,,,
gt_ti,2.06,3.04,3.87,2.44,2.92,2.45,2.56,3.29,2.75,3.13,3.77,2.86
gt_tf,66.67,67.45,68.51,66.59,67.23,66.93,66.95,67.91,67.15,67.74,68.47,68.08
odo_ti,0,0,0,0,0,0,0,0,0,0,0,0
odo_tf,58.33,58.34,58.36,58.27,58.3,58.3,58.32,58.35,58.35,58.3200000000001,58.36,58.8699999999999
