Format Version,1.23,Take Name,23122020-diff-circular-4-run_002,Take Notes,,Capture Frame Rate,100.000000,Export Frame Rate,100.000000,Capture Start Time,2020-12-23 02.43.03.268 ,Total Frames in Take,11720,Total Exported Frames,11720,Rotation Type,YXZ,Length Units,Meters,Coordinate Space,Global

,Type,Rigid Body,Rigid Body,Rigid Body,Rigid Body,Rigid Body,Rigid Body,Rigid Body,Rigid Body Marker,Rigid Body Marker,Rigid Body Marker,Rigid Body Marker,Rigid Body Marker,Rigid Body Marker,Rigid Body Marker,Rigid Body Marker,Rigid Body Marker,Rigid Body Marker,Rigid Body Marker,Rigid Body Marker,Rigid Body Marker,Rigid Body Marker,Rigid Body Marker,Rigid Body Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker
,Name,robot-diff,robot-diff,robot-diff,robot-diff,robot-diff,robot-diff,robot-diff,"robot-diff:Marker1","robot-diff:Marker1","robot-diff:Marker1","robot-diff:Marker1","robot-diff:Marker2","robot-diff:Marker2","robot-diff:Marker2","robot-diff:Marker2","robot-diff:Marker3","robot-diff:Marker3","robot-diff:Marker3","robot-diff:Marker3","robot-diff:Marker4","robot-diff:Marker4","robot-diff:Marker4","robot-diff:Marker4",robot-diff:Marker1,robot-diff:Marker1,robot-diff:Marker1,robot-diff:Marker2,robot-diff:Marker2,robot-diff:Marker2,robot-diff:Marker3,robot-diff:Marker3,robot-diff:Marker3,robot-diff:Marker4,robot-diff:Marker4,robot-diff:Marker4
,ID,"AB31FE5A44BB11EB9535D8E10FC4DB80","AB31FE5A44BB11EB9535D8E10FC4DB80","AB31FE5A44BB11EB9535D8E10FC4DB80","AB31FE5A44BB11EB9535D8E10FC4DB80","AB31FE5A44BB11EB9535D8E10FC4DB80","AB31FE5A44BB11EB9535D8E10FC4DB80","AB31FE5A44BB11EB9535D8E10FC4DB80","AB31FE5A44BB11EB9535D8E10FC4DB80","AB31FE5A44BB11EB9535D8E10FC4DB80","AB31FE5A44BB11EB9535D8E10FC4DB80","AB31FE5A44BB11EB9535D8E10FC4DB80","AB31FE5A44BB11EB9535D8E10FC4DB80","AB31FE5A44BB11EB9535D8E10FC4DB80","AB31FE5A44BB11EB9535D8E10FC4DB80","AB31FE5A44BB11EB9535D8E10FC4DB80","AB31FE5A44BB11EB9535D8E10FC4DB80","AB31FE5A44BB11EB9535D8E10FC4DB80","AB31FE5A44BB11EB9535D8E10FC4DB80","AB31FE5A44BB11EB9535D8E10FC4DB80","AB31FE5A44BB11EB9535D8E10FC4DB80","AB31FE5A44BB11EB9535D8E10FC4DB80","AB31FE5A44BB11EB9535D8E10FC4DB80","AB31FE5A44BB11EB9535D8E10FC4DB80","C6110","C6110","C6110","C60E0","C60E0","C60E0","C6240","C6240","C6240","C61A0","C61A0","C61A0"
,,Rotation,Rotation,Rotation,Position,Position,Position,Mean Marker Error,Position,Position,Position,Marker Quality,Position,Position,Position,Marker Quality,Position,Position,Position,Marker Quality,Position,Position,Position,Marker Quality,Position,Position,Position,Position,Position,Position,Position,Position,Position,Position,Position,Position
Frame,Time (Seconds),Y,X,Z,X,Y,Z,,X,Y,Z,,X,Y,Z,,X,Y,Z,,X,Y,Z,,X,Y,Z,X,Y,Z,X,Y,Z,X,Y,Z
0,0.000000,-22.985806,-1.573619,0.298736,1.084449,0.067978,0.851575,0.001203,1.160509,0.065104,0.777126,0.705954,1.157807,0.068150,0.927303,0.811603,1.075671,0.069554,0.924547,0.299606,0.943807,0.069104,0.777324,0.927293,1.161256,0.064910,0.776238,1.157958,0.068623,0.926737,1.074254,0.068635,0.926782,0.943958,0.069319,0.777197
1,0.010000,-22.969458,-1.508713,0.309407,1.084406,0.068064,0.851550,0.001199,1.160446,0.065308,0.777076,0.700251,1.157786,0.068207,0.927257,0.827991,1.075648,0.069563,0.924525,0.327610,0.943742,0.069176,0.777340,0.935778,1.161209,0.065130,0.776169,1.157958,0.068623,0.926737,1.074260,0.068771,0.926689,0.943856,0.069364,0.777207
2,0.020000,-22.981199,-1.552596,0.306845,1.084445,0.068022,0.851540,0.001215,1.160500,0.065189,0.777084,0.689135,1.157810,0.068192,0.927262,0.826106,1.075673,0.069574,0.924513,0.321014,0.943797,0.069131,0.777301,0.932883,1.161255,0.065002,0.776114,1.157958,0.068623,0.926737,1.074260,0.068771,0.926689,0.943958,0.069319,0.777197
3,0.030000,-22.987137,-1.517967,0.313194,1.084458,0.068011,0.851571,0.001220,1.160522,0.065243,0.777122,0.689135,1.157816,0.068168,0.927301,0.826106,1.075679,0.069523,0.924544,0.321014,0.943817,0.069111,0.777319,0.932883,1.161306,0.065053,0.776219,1.157958,0.068623,0.926737,1.074254,0.068635,0.926782,0.943958,0.069319,0.777197
4,0.040000,-22.983673,-1.504194,0.315066,1.084438,0.068018,0.851571,0.001190,1.160497,0.065275,0.777116,0.697405,1.157799,0.068168,0.927297,0.815192,1.075662,0.069514,0.924545,0.300607,0.943792,0.069116,0.777327,0.930285,1.161199,0.065093,0.776227,1.157958,0.068623,0.926737,1.074254,0.068635,0.926782,0.943958,0.069319,0.777197
5,0.050000,-22.988810,-1.599874,0.294062,1.084473,0.067964,0.851572,0.001244,1.160537,0.065042,0.777129,0.684117,1.157828,0.068147,0.927304,0.811943,1.075692,0.069571,0.924542,0.294739,0.943836,0.069097,0.777312,0.930566,1.161384,0.064836,0.776213,1.157958,0.068623,0.926737,1.074254,0.068635,0.926782,0.943958,0.069319,0.777197
