Format Version,1.23,Take Name,umbmark_23jun2020_4_(2),Take Notes,,Capture Frame Rate,100,Export Frame Rate,100,Capture Start Time,2020-06-23 06.05.41.014 ,Total Frames in Take,9989,Total Exported Frames,9989,Rotation Type,YXZ,Length Units,Meters,Coordinate Space,Global,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,Type,Rigid Body,Rigid Body,Rigid Body,Rigid Body,Rigid Body,Rigid Body,Rigid Body,Rigid Body Marker,Rigid Body Marker,Rigid Body Marker,Rigid Body Marker,Rigid Body Marker,Rigid Body Marker,Rigid Body Marker,Rigid Body Marker,Rigid Body Marker,Rigid Body Marker,Rigid Body Marker,Rigid Body Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker
,Name,robotdiff_DIFF,robotdiff_DIFF,robotdiff_DIFF,robotdiff_DIFF,robotdiff_DIFF,robotdiff_DIFF,robotdiff_DIFF,robotdiff_DIFF:Marker1,robotdiff_DIFF:Marker1,robotdiff_DIFF:Marker1,robotdiff_DIFF:Marker1,robotdiff_DIFF:Marker2,robotdiff_DIFF:Marker2,robotdiff_DIFF:Marker2,robotdiff_DIFF:Marker2,robotdiff_DIFF:Marker3,robotdiff_DIFF:Marker3,robotdiff_DIFF:Marker3,robotdiff_DIFF:Marker3,robotdiff_DIFF:Marker1,robotdiff_DIFF:Marker1,robotdiff_DIFF:Marker1,robotdiff_DIFF:Marker2,robotdiff_DIFF:Marker2,robotdiff_DIFF:Marker2,robotdiff_DIFF:Marker3,robotdiff_DIFF:Marker3,robotdiff_DIFF:Marker3
,ID,6F17EB22B55911EAD66282CFD4AEBF80,6F17EB22B55911EAD66282CFD4AEBF80,6F17EB22B55911EAD66282CFD4AEBF80,6F17EB22B55911EAD66282CFD4AEBF80,6F17EB22B55911EAD66282CFD4AEBF80,6F17EB22B55911EAD66282CFD4AEBF80,6F17EB22B55911EAD66282CFD4AEBF80,6F17EB22B55911EAD66282CFD4AEBF80,6F17EB22B55911EAD66282CFD4AEBF80,6F17EB22B55911EAD66282CFD4AEBF80,6F17EB22B55911EAD66282CFD4AEBF80,6F17EB22B55911EAD66282CFD4AEBF80,6F17EB22B55911EAD66282CFD4AEBF80,6F17EB22B55911EAD66282CFD4AEBF80,6F17EB22B55911EAD66282CFD4AEBF80,6F17EB22B55911EAD66282CFD4AEBF80,6F17EB22B55911EAD66282CFD4AEBF80,6F17EB22B55911EAD66282CFD4AEBF80,6F17EB22B55911EAD66282CFD4AEBF80,C3970,C3970,C3970,C3940,C3940,C3940,C3880,C3880,C3880
,,Rotation,Rotation,Rotation,Position,Position,Position,Mean Marker Error,Position,Position,Position,Marker Quality,Position,Position,Position,Marker Quality,Position,Position,Position,Marker Quality,Position,Position,Position,Position,Position,Position,Position,Position,Position
Frame,Time (Seconds),Y,X,Z,X,Y,Z,,X,Y,Z,,X,Y,Z,,X,Y,Z,,X,Y,Z,X,Y,Z,X,Y,Z
0,0,2.412324,0.165906,1.398193,-0.549641,0.09755,0.12857,0.00054,-0.452896,0.099941,0.101691,0.887689,-0.597008,0.096713,0.181659,0.946347,-0.599018,0.095997,0.10236,0.902334,-0.452454,0.099952,0.10161,-0.597144,0.096708,0.181493,-0.599315,0.095991,0.102614
1,0.01,2.404547,0.062813,1.344067,-0.54963,0.097573,0.128494,0.000553,-0.45288,0.09983,0.101624,0.887689,-0.597005,0.096875,0.181578,0.946347,-0.599005,0.096014,0.102281,0.902334,-0.452417,0.099841,0.101521,-0.59718,0.096869,0.181438,-0.599278,0.09601,0.102525
2,0.02,2.415581,0.106901,1.336074,-0.549677,0.097715,0.128611,0.000611,-0.452931,0.099976,0.101723,0.881541,-0.597042,0.096984,0.181703,0.944037,-0.599058,0.096185,0.102405,0.908412,-0.452389,0.099988,0.101571,-0.597298,0.096976,0.181623,-0.599308,0.09618,0.102629
3,0.03,2.37789,-0.018098,1.326076,-0.549665,0.097594,0.128583,0.000483,-0.452901,0.099788,0.101754,0.859166,-0.597065,0.096983,0.181646,0.932833,-0.599028,0.09601,0.102349,0.916083,-0.452459,0.099797,0.101617,-0.597298,0.096976,0.181623,-0.599209,0.096007,0.1025
4,0.04,2.393569,-0.031948,1.332584,-0.549676,0.097587,0.128611,0.000523,-0.45292,0.099787,0.101755,0.884156,-0.597061,0.096983,0.181687,0.941321,-0.599046,0.095992,0.102391,0.94105,-0.452459,0.099797,0.101617,-0.597298,0.096976,0.181623,-0.599244,0.095989,0.102586
5,0.05,2.393626,-0.016384,1.391929,-0.549699,0.097633,0.128594,0.000575,-0.452945,0.09994,0.101739,0.879666,-0.597084,0.096964,0.18167,0.93851,-0.599068,0.095995,0.102373,0.930447,-0.452454,0.099952,0.10161,-0.597304,0.096957,0.181555,-0.599315,0.095991,0.102614
6,0.06,2.381783,0.072213,1.340713,-0.549646,0.097687,0.12859,0.000482,-0.452884,0.099942,0.101759,0.872964,-0.597042,0.096984,0.181655,0.937819,-0.59901,0.096136,0.102357,0.913725,-0.452454,0.099952,0.10161,-0.597298,0.096976,0.181623,-0.59916,0.096134,0.102528
7,0.07,2.42736,0.079394,1.386741,-0.549629,0.097601,0.128585,0.000575,-0.452891,0.099937,0.101677,0.886173,-0.596982,0.096851,0.181688,0.935349,-0.599013,0.096014,0.10239,0.943086,-0.452415,0.099948,0.101532,-0.597236,0.096843,0.181561,-0.599217,0.096012,0.102658
8,0.08,2.404417,-0.017875,1.385067,-0.549663,0.097647,0.128632,0.000544,-0.452915,0.099941,0.101759,0.875561,-0.597038,0.096985,0.181717,0.929116,-0.599037,0.096014,0.102421,0.915986,-0.452454,0.099952,0.10161,-0.597298,0.096976,0.181623,-0.599217,0.096012,0.102658
9,0.09,2.379468,-0.016242,1.407004,-0.549691,0.097646,0.128607,0.000585,-0.452932,0.099979,0.101776,0.878946,-0.597089,0.096964,0.181671,0.930746,-0.599053,0.095996,0.102374,0.925714,-0.45243,0.099991,0.10165,-0.597304,0.096957,0.181555,-0.599315,0.095991,0.102614
10,0.1,2.409107,0.068812,1.334486,-0.549666,0.097544,0.128595,0.00054,-0.452917,0.099787,0.101717,0.870528,-0.597037,0.096848,0.181683,0.938832,-0.599043,0.095996,0.102385,0.911194,-0.452459,0.099797,0.101617,-0.597206,0.096842,0.181555,-0.599315,0.095991,0.102614
11,0.11,2.455324,0.06106,1.400307,-0.549673,0.097602,0.128549,0.000555,-0.452949,0.099955,0.101592,0.882742,-0.597001,0.096857,0.181674,0.946994,-0.59907,0.095996,0.102379,0.911152,-0.452477,0.099966,0.101471,-0.597208,0.09685,0.181558,-0.599315,0.095991,0.102614
12,0.12,2.418386,0.04538,1.351731,-0.549681,0.097673,0.128578,0.000576,-0.452937,0.099936,0.101684,0.878144,-0.597043,0.096984,0.181674,0.940684,-0.599062,0.0961,0.102377,0.915102,-0.452415,0.099948,0.101532,-0.597298,0.096976,0.181623,-0.599292,0.096096,0.102569
13,0.13,2.424701,0.143605,1.355154,-0.549646,0.097629,0.128553,0.000561,-0.452906,0.099937,0.101652,0.873585,-0.597003,0.096849,0.181653,0.943612,-0.59903,0.096101,0.102355,0.915312,-0.452415,0.099948,0.101532,-0.597206,0.096842,0.181555,-0.599292,0.096096,0.102569
