Format Version,1.23,Take Name,umbmark_23jun2020_4_(6),Take Notes,,Capture Frame Rate,100,Export Frame Rate,100,Capture Start Time,2020-06-23 06.13.07.229 ,Total Frames in Take,9852,Total Exported Frames,9852,Rotation Type,YXZ,Length Units,Meters,Coordinate Space,Global,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,Type,Rigid Body,Rigid Body,Rigid Body,Rigid Body,Rigid Body,Rigid Body,Rigid Body,Rigid Body Marker,Rigid Body Marker,Rigid Body Marker,Rigid Body Marker,Rigid Body Marker,Rigid Body Marker,Rigid Body Marker,Rigid Body Marker,Rigid Body Marker,Rigid Body Marker,Rigid Body Marker,Rigid Body Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker
,Name,robotdiff_DIFF,robotdiff_DIFF,robotdiff_DIFF,robotdiff_DIFF,robotdiff_DIFF,robotdiff_DIFF,robotdiff_DIFF,robotdiff_DIFF:Marker1,robotdiff_DIFF:Marker1,robotdiff_DIFF:Marker1,robotdiff_DIFF:Marker1,robotdiff_DIFF:Marker2,robotdiff_DIFF:Marker2,robotdiff_DIFF:Marker2,robotdiff_DIFF:Marker2,robotdiff_DIFF:Marker3,robotdiff_DIFF:Marker3,robotdiff_DIFF:Marker3,robotdiff_DIFF:Marker3,robotdiff_DIFF:Marker1,robotdiff_DIFF:Marker1,robotdiff_DIFF:Marker1,robotdiff_DIFF:Marker2,robotdiff_DIFF:Marker2,robotdiff_DIFF:Marker2,robotdiff_DIFF:Marker3,robotdiff_DIFF:Marker3,robotdiff_DIFF:Marker3
,ID,6F17EB22B55911EAD66282CFD4AEBF80,6F17EB22B55911EAD66282CFD4AEBF80,6F17EB22B55911EAD66282CFD4AEBF80,6F17EB22B55911EAD66282CFD4AEBF80,6F17EB22B55911EAD66282CFD4AEBF80,6F17EB22B55911EAD66282CFD4AEBF80,6F17EB22B55911EAD66282CFD4AEBF80,6F17EB22B55911EAD66282CFD4AEBF80,6F17EB22B55911EAD66282CFD4AEBF80,6F17EB22B55911EAD66282CFD4AEBF80,6F17EB22B55911EAD66282CFD4AEBF80,6F17EB22B55911EAD66282CFD4AEBF80,6F17EB22B55911EAD66282CFD4AEBF80,6F17EB22B55911EAD66282CFD4AEBF80,6F17EB22B55911EAD66282CFD4AEBF80,6F17EB22B55911EAD66282CFD4AEBF80,6F17EB22B55911EAD66282CFD4AEBF80,6F17EB22B55911EAD66282CFD4AEBF80,6F17EB22B55911EAD66282CFD4AEBF80,C4330,C4330,C4330,C3940,C3940,C3940,C4300,C4300,C4300
,,Rotation,Rotation,Rotation,Position,Position,Position,Mean Marker Error,Position,Position,Position,Marker Quality,Position,Position,Position,Marker Quality,Position,Position,Position,Marker Quality,Position,Position,Position,Position,Position,Position,Position,Position,Position
Frame,Time (Seconds),Y,X,Z,X,Y,Z,,X,Y,Z,,X,Y,Z,,X,Y,Z,,X,Y,Z,X,Y,Z,X,Y,Z
0,0,179.768372,-0.369473,-0.437111,-0.479698,0.098539,-0.695906,0.000263,-0.577604,0.097584,-0.673517,0.97426,-0.429936,0.099767,-0.746749,0.935971,-0.431555,0.098267,-0.667452,0.915682,-0.577605,0.097582,-0.673414,-0.429741,0.099765,-0.746583,-0.431751,0.098271,-0.667726
1,0.01,179.700684,-0.263217,-0.505829,-0.47966,0.098549,-0.695818,0.000214,-0.577591,0.097518,-0.673544,0.97426,-0.429838,0.099741,-0.746604,0.935971,-0.43155,0.098388,-0.667306,0.915682,-0.577721,0.097515,-0.673413,-0.429572,0.099742,-0.746537,-0.431675,0.09839,-0.667499
2,0.02,179.684311,-0.306449,-0.466038,-0.47972,0.098465,-0.695858,0.000339,-0.577658,0.097485,-0.673612,0.953937,-0.429883,0.099662,-0.746629,0.93151,-0.431618,0.098249,-0.667333,0.942712,-0.577759,0.097482,-0.673444,-0.429541,0.099661,-0.74647,-0.431846,0.098253,-0.667656
3,0.03,179.673996,-0.613659,-0.320615,-0.479801,0.098372,-0.695947,0.000415,-0.577745,0.097518,-0.673722,0.950949,-0.429953,0.099717,-0.746703,0.905853,-0.431704,0.097882,-0.667416,0.901073,-0.577615,0.097514,-0.673517,-0.429612,0.099716,-0.746618,-0.432196,0.097887,-0.667714
4,0.04,179.762054,-0.954033,-0.18146,-0.479834,0.098274,-0.696041,0.000586,-0.577745,0.097523,-0.673666,0.939355,-0.430062,0.099801,-0.746866,0.912146,-0.431695,0.097499,-0.667589,0.856191,-0.577721,0.097515,-0.673413,-0.429582,0.099794,-0.746598,-0.432212,0.097514,-0.668132
5,0.05,179.708466,-0.670097,-0.309951,-0.47977,0.098379,-0.695919,0.000421,-0.5777,0.097521,-0.673635,0.93642,-0.429952,0.099764,-0.746704,0.862511,-0.431656,0.097852,-0.667418,0.812369,-0.577721,0.097515,-0.673413,-0.429539,0.099763,-0.746587,-0.432046,0.097858,-0.667757
6,0.06,179.744461,-0.515959,-0.352893,-0.479644,0.098413,-0.695828,0.000245,-0.57756,0.097543,-0.673481,0.944181,-0.429859,0.099698,-0.746647,0.89268,-0.431513,0.097998,-0.667355,0.870856,-0.577598,0.09754,-0.673362,-0.42963,0.099697,-0.746539,-0.431701,0.098002,-0.667583
7,0.07,179.653778,-0.494931,-0.374867,-0.479856,0.09842,-0.69589,0.000556,-0.577807,0.097521,-0.673698,0.968737,-0.429991,0.099706,-0.746631,0.936671,-0.43177,0.098034,-0.667341,0.926058,-0.577721,0.097515,-0.673413,-0.429501,0.099705,-0.746499,-0.432367,0.09804,-0.667767
8,0.08,179.665634,-0.455328,-0.410565,-0.479654,0.098461,-0.695851,0.000232,-0.5776,0.097517,-0.673639,0.925572,-0.4298,0.099742,-0.746603,0.873199,-0.431562,0.098125,-0.667312,0.816499,-0.577615,0.097514,-0.673517,-0.429572,0.099742,-0.746537,-0.431774,0.098127,-0.6675
9,0.09,179.709198,-0.902308,-0.173981,-0.479774,0.098239,-0.696048,0.00064,-0.577705,0.097521,-0.673763,0.969103,-0.429955,0.099714,-0.746829,0.940748,-0.431661,0.097483,-0.667551,0.929094,-0.577615,0.097514,-0.673517,-0.429501,0.099705,-0.746499,-0.432243,0.0975,-0.668174
10,0.1,179.638,-0.486608,-0.375758,-0.479841,0.098416,-0.695913,0.000523,-0.577798,0.097518,-0.673748,0.934424,-0.429962,0.099694,-0.74664,0.85964,-0.431762,0.098034,-0.66735,0.786789,-0.577615,0.097514,-0.673517,-0.429583,0.099693,-0.746481,-0.432367,0.09804,-0.667767
11,0.11,179.704102,-0.438488,-0.459736,-0.479549,0.098435,-0.695896,0.000195,-0.57748,0.097414,-0.673619,0.926283,-0.42973,0.099744,-0.746682,0.897433,-0.431438,0.098149,-0.667389,0.816377,-0.577532,0.097412,-0.67354,-0.429572,0.099742,-0.746537,-0.43154,0.098152,-0.667613
12,0.12,179.683258,-0.488537,-0.383054,-0.479819,0.098455,-0.695855,0.000494,-0.577759,0.097544,-0.673613,0.976301,-0.42998,0.099742,-0.746622,0.946486,-0.431718,0.098079,-0.667331,0.938367,-0.577598,0.09754,-0.673362,-0.429572,0.099742,-0.746537,-0.432318,0.098083,-0.667676
13,0.13,179.745514,-0.904882,-0.173431,-0.479866,0.098241,-0.696005,0.00062,-0.577783,0.097522,-0.673658,0.936745,-0.430079,0.099717,-0.746818,0.860247,-0.431735,0.097483,-0.667539,0.796306,-0.577721,0.097515,-0.673413,-0.42962,0.099708,-0.7465,-0.432285,0.097499,-0.66814
