type,omni3,,,,,,,,,,,
ngear,12,,,,,,,,,,,
encRes,1024,,,,,,,,,,,
Li,0.195,,,,,,,,,,,
Di,0.102,0.102,0.102,,,,,,,,,
Thi,,,,,,,,,,,,
N,12,,,,,,,,,,,
L,,,,,,,,,,,,
imarkers,4,1,3,,,,,,,,,
gt_ti,5.23,3.06,2.81,2.26,2.23,2.42,2.95,2.29,2.48,2.41,2.41,2.42
gt_tf,65.01,62.69,62.52,63.53,61.93,62.26,62.79,62.67,62.41,62.19,62.39,64.41
odo_ti,0,0,0,0,0,0,0,0,0,0,0,0
odo_tf,58.6799999999998,58.48,58.5999999999999,60.1599999999999,58.5599999999999,58.8000000000002,58.8800000000001,59.1999999999998,58.9200000000001,58.6800000000003,58.8400000000001,60.8799999999992
