4031.52,0,1,2
4078.36,189,-47,53
4078.4,209,-44,53
4078.44,269,-47,54
4078.48,200,-71,50
4078.52,181,-70,64
4078.56,187,-81,36
4078.6,174,-99,29
4078.64,171,-104,27
4078.68,172,-115,21
4078.72,189,-117,13
4078.76,192,-129,16
4078.8,191,-126,6
4078.84,193,-128,9
4078.88,236,-132,7
4078.92,214,-170,1
4078.96,212,-133,8
4079,216,-121,15
4079.04,224,-102,26
4079.08,228,-71,26
4079.12,207,-106,53
4079.16,253,-78,78
4079.2,150,-72,71
4079.24,209,-77,83
4079.28,193,-88,85
4079.32,255,-84,79
4079.36,208,-101,59
4079.4,207,-89,68
4079.44,169,-97,59
4079.48,168,-100,68
4079.52,172,-98,70
4079.56,190,-105,73
4079.6,181,-104,77
4079.64,195,-88,82
4079.68,207,-68,83
4079.72,215,-61,90
4079.76,183,-60,88
4079.8,216,-57,80
4079.84,179,-72,63
4079.88,180,-63,65
4079.92,183,-77,28
4079.96,170,-86,10
4080,176,-80,0
4080.04,188,-79,-1
4080.08,199,-85,0
4080.12,183,-84,0
4080.16,186,-74,0
4080.2,195,-72,0
4080.24,253,-80,1
4080.28,188,-135,-1
4080.32,192,-120,2
4080.36,177,-114,11
4080.4,196,-106,16
4080.44,186,-93,25
4080.48,191,-72,37
4080.52,193,-66,41
4080.56,211,-75,42
4080.6,201,-83,44
4080.64,205,-82,49
4080.68,257,-84,55
4080.72,152,-93,67
4080.76,192,-99,62
4080.8,254,-104,74
4080.84,157,-66,38
4080.88,255,-98,44
4080.92,216,-132,36
4080.96,205,-104,62
4081,202,-100,66
4081.04,204,-95,68
4081.08,222,-79,83
4081.12,214,-70,97
4081.16,211,-62,114
4081.2,213,-62,117
4081.24,229,-56,110
4081.28,205,-76,101
4081.32,235,-116,118
4081.36,181,-102,75
4081.4,202,-93,58
4081.44,200,-101,51
4081.48,204,-95,45
4081.52,210,-84,43
4081.56,231,-86,49
4081.6,204,-93,63
4081.64,199,-98,73
4081.68,190,-91,69
4081.72,215,-85,64
4081.76,273,-94,57
4081.8,227,-118,71
4081.84,239,-90,85
4081.88,239,-88,72
4081.92,228,-86,77
4081.96,213,-63,69
4082,211,-105,99
4082.04,212,-92,140
4082.08,220,-95,105
4082.12,217,-95,84
4082.16,215,-96,79
4082.2,181,-100,66
4082.24,168,-92,52
4082.28,152,-83,54
4082.32,154,-73,62
4082.36,150,-67,60
4082.4,199,-76,65
4082.44,180,-96,73
4082.48,188,-74,101
4082.52,139,-49,63
4082.56,188,-76,78
4082.6,209,-98,120
4082.64,166,-92,95
4082.68,167,-88,99
4082.72,173,-98,92
4082.76,188,-108,82
4082.8,249,-150,90
4082.84,201,-106,63
4082.88,205,-104,57
4082.92,198,-93,47
4082.96,190,-95,40
4083,196,-96,43
4083.04,197,-95,31
4083.08,215,-96,27
4083.12,217,-101,24
4083.16,218,-103,19
4083.2,202,-109,18
4083.24,192,-93,13
4083.28,192,-94,12
4083.32,231,-116,20
4083.36,182,-111,34
4083.4,193,-122,31
4083.44,216,-116,36
4083.48,210,-116,47
4083.52,197,-104,49
4083.56,191,-93,91
4083.6,208,-89,78
4083.64,201,-83,76
4083.68,207,-83,72
4083.72,214,-79,61
4083.76,232,-80,57
4083.8,214,-88,45
4083.84,206,-87,37
4083.88,206,-90,12
4083.92,211,-94,3
4083.96,196,-119,0
4084,191,-124,-1
4084.04,194,-125,1
4084.08,208,-124,0
4084.12,253,-128,0
4084.16,203,-144,0
4084.2,205,-103,1
4084.24,205,-110,0
4084.28,195,-125,0
4084.32,204,-120,0
4084.36,211,-110,10
4084.4,267,-125,23
4084.44,212,-80,37
4084.48,153,-59,24
4084.52,203,-73,38
4084.56,246,-88,39
4084.6,212,-118,40
4084.64,201,-91,60
4084.68,190,-89,66
4084.72,180,-82,67
4084.76,183,-73,71
4084.8,181,-65,80
4084.84,184,-61,89
4084.88,174,-67,86
4084.92,182,-78,82
4084.96,180,-85,72
4085,174,-89,80
4085.04,178,-88,90
4085.08,198,-80,104
4085.12,204,-77,110
4085.16,217,-60,124
4085.2,276,-57,122
4085.24,218,-74,115
4085.28,234,-67,128
4085.32,209,-95,97
4085.36,188,-89,98
4085.4,191,-85,87
4085.44,222,-85,88
4085.48,196,-73,70
4085.52,209,-79,56
4085.56,282,-90,51
4085.6,236,-80,41
4085.64,196,-105,46
4085.68,183,-105,36
4085.72,184,-110,27
4085.76,203,-119,27
4085.8,199,-107,22
4085.84,219,-96,26
4085.88,236,-95,34
4085.92,244,-95,50
4085.96,214,-104,69
4086,209,-102,80
4086.04,205,-113,79
4086.08,262,-119,75
4086.12,235,-144,69
4086.16,162,-77,79
4086.2,217,-99,78
4086.24,217,-100,72
4086.28,241,-97,59
4086.32,194,-116,54
4086.36,193,-91,68
4086.4,194,-86,56
4086.44,222,-90,56
4086.48,198,-100,61
4086.52,195,-102,71
4086.56,184,-97,60
4086.6,202,-91,54
4086.64,193,-100,56
4086.68,189,-108,55
4086.72,240,-111,43
4086.76,218,-129,43
4086.8,198,-101,59
4086.84,183,-93,54
4086.88,174,-83,55
4086.92,195,-76,55
4086.96,193,-80,66
4087,197,-82,77
4087.04,208,-78,65
4087.08,236,-77,52
4087.12,217,-81,42
4087.16,256,-82,40
4087.2,189,-87,35
4087.24,161,-59,21
4087.28,139,-66,3
4087.32,103,-73,0
4087.36,69,-66,-8
4087.4,44,-61,-9
4087.44,30,-47,-6
4087.48,22,-34,-1
4087.52,16,-18,0
4087.56,14,-8,0
4087.6,11,7,0
4087.64,17,17,0
4087.68,16,16,16
4087.72,17,13,13
4087.76,13,8,8
4087.8,11,4,5
4087.84,6,4,4
4087.88,4,2,1
4087.92,-6,0,0
4087.96,-9,0,0
4088,-2,0,0
4088.04,0,0,0
4088.08,0,0,0
4088.12,0,0,0
4088.16,0,0,0
4088.2,0,0,0
4088.24,0,0,0
4088.28,0,0,0
4088.32,0,0,0
4088.36,0,0,0
4088.4,0,0,0
4088.44,0,0,0
4088.48,0,0,0
4088.52,0,0,0
4088.56,0,0,0
4088.6,0,0,0
4088.64,0,0,0
4088.68,0,0,0
4088.72,0,0,0
4088.76,0,0,0
4088.8,0,0,0
4088.84,0,0,0
4088.88,0,0,0
4088.92,0,0,0
4088.96,0,0,0
4089,0,0,0
4089.04,0,0,0
4089.08,0,0,0
4089.12,0,0,0
4089.16,0,0,0
4089.2,0,0,0
4089.24,0,0,0
4089.28,0,0,0
4089.32,0,0,0
4089.36,0,0,0
4089.4,0,0,0
4089.44,0,0,0
4089.48,0,0,0
4089.52,0,0,0
4089.56,0,0,0
4089.6,0,0,0
4089.64,0,0,0
4089.68,0,0,0
4089.72,0,0,0
4089.76,0,0,0
4089.8,0,0,0
4089.84,0,0,0
4089.88,0,0,0
4089.92,0,0,0
4089.96,0,0,0
4090,0,0,0
4090.04,0,0,0
4090.08,0,0,0
