Format Version,1.23,Take Name,newmethod_25jun2020_4_(3),Take Notes,,Capture Frame Rate,100,Export Frame Rate,100,Capture Start Time,2020-06-25 11.01.40.683 ,Total Frames in Take,11064,Total Exported Frames,11064,Rotation Type,YXZ,Length Units,Meters,Coordinate Space,Global,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,Type,Rigid Body,Rigid Body,Rigid Body,Rigid Body,Rigid Body,Rigid Body,Rigid Body,Rigid Body Marker,Rigid Body Marker,Rigid Body Marker,Rigid Body Marker,Rigid Body Marker,Rigid Body Marker,Rigid Body Marker,Rigid Body Marker,Rigid Body Marker,Rigid Body Marker,Rigid Body Marker,Rigid Body Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker
,Name,robotdiff_DIFF,robotdiff_DIFF,robotdiff_DIFF,robotdiff_DIFF,robotdiff_DIFF,robotdiff_DIFF,robotdiff_DIFF,robotdiff_DIFF:Marker1,robotdiff_DIFF:Marker1,robotdiff_DIFF:Marker1,robotdiff_DIFF:Marker1,robotdiff_DIFF:Marker2,robotdiff_DIFF:Marker2,robotdiff_DIFF:Marker2,robotdiff_DIFF:Marker2,robotdiff_DIFF:Marker3,robotdiff_DIFF:Marker3,robotdiff_DIFF:Marker3,robotdiff_DIFF:Marker3,robotdiff_DIFF:Marker1,robotdiff_DIFF:Marker1,robotdiff_DIFF:Marker1,robotdiff_DIFF:Marker2,robotdiff_DIFF:Marker2,robotdiff_DIFF:Marker2,robotdiff_DIFF:Marker3,robotdiff_DIFF:Marker3,robotdiff_DIFF:Marker3
,ID,B234FAB0B72211EA2C2F332BD074C180,B234FAB0B72211EA2C2F332BD074C180,B234FAB0B72211EA2C2F332BD074C180,B234FAB0B72211EA2C2F332BD074C180,B234FAB0B72211EA2C2F332BD074C180,B234FAB0B72211EA2C2F332BD074C180,B234FAB0B72211EA2C2F332BD074C180,B234FAB0B72211EA2C2F332BD074C180,B234FAB0B72211EA2C2F332BD074C180,B234FAB0B72211EA2C2F332BD074C180,B234FAB0B72211EA2C2F332BD074C180,B234FAB0B72211EA2C2F332BD074C180,B234FAB0B72211EA2C2F332BD074C180,B234FAB0B72211EA2C2F332BD074C180,B234FAB0B72211EA2C2F332BD074C180,B234FAB0B72211EA2C2F332BD074C180,B234FAB0B72211EA2C2F332BD074C180,B234FAB0B72211EA2C2F332BD074C180,B234FAB0B72211EA2C2F332BD074C180,D05C0,D05C0,D05C0,D0020,D0020,D0020,CD000,CD000,CD000
,,Rotation,Rotation,Rotation,Position,Position,Position,Mean Marker Error,Position,Position,Position,Marker Quality,Position,Position,Position,Marker Quality,Position,Position,Position,Marker Quality,Position,Position,Position,Position,Position,Position,Position,Position,Position
Frame,Time (Seconds),Y,X,Z,X,Y,Z,,X,Y,Z,,X,Y,Z,,X,Y,Z,,X,Y,Z,X,Y,Z,X,Y,Z
0,0,-2.01113,-0.650205,0.430259,-0.542102,0.101617,-0.167173,0.000909,-0.589395,0.101615,-0.117842,0.773807,-0.445652,0.102245,-0.193238,0.815277,-0.59126,0.10099,-0.19044,0.966086,-0.588645,0.101617,-0.118349,-0.446274,0.102243,-0.19284,-0.591363,0.10099,-0.190352
1,0.01,-1.979619,-0.621827,0.388246,-0.542124,0.101658,-0.167172,0.000912,-0.58939,0.101664,-0.117815,0.770335,-0.445687,0.102231,-0.193288,0.818219,-0.591295,0.101078,-0.190412,0.96214,-0.588636,0.101666,-0.11834,-0.446296,0.102229,-0.192891,-0.591407,0.101078,-0.190311
2,0.02,-1.97668,-0.719431,0.393322,-0.542125,0.101699,-0.167163,0.000893,-0.589389,0.101788,-0.117804,0.775356,-0.44569,0.10223,-0.193285,0.819187,-0.591298,0.101078,-0.1904,0.964666,-0.588645,0.101789,-0.118307,-0.446296,0.102229,-0.192891,-0.591407,0.101078,-0.190311
3,0.03,-2.1326,-0.704308,0.487654,-0.542271,0.101567,-0.16738,0.000646,-0.589668,0.101568,-0.118148,0.775356,-0.445766,0.102264,-0.193242,0.819187,-0.591379,0.10087,-0.19075,0.964666,-0.589037,0.101571,-0.118479,-0.446242,0.102262,-0.192909,-0.591517,0.100869,-0.19075
4,0.04,-2.308788,-1.807559,1.070625,-0.541777,0.101138,-0.167667,0.001304,-0.589316,0.101657,-0.118576,0.82196,-0.445207,0.102239,-0.193272,0.854784,-0.590808,0.099519,-0.191154,0.965651,-0.588638,0.101678,-0.118292,-0.446296,0.102229,-0.192891,-0.590508,0.099507,-0.191761
5,0.05,-2.305077,-1.712558,1.062112,-0.541715,0.101146,-0.167706,0.001253,-0.589251,0.101587,-0.118611,0.837535,-0.445147,0.102281,-0.193314,0.713253,-0.590747,0.09957,-0.191193,0.844401,-0.58864,0.101605,-0.118392,-0.446236,0.10227,-0.192954,-0.59041,0.099562,-0.191716
6,0.06,-2.328976,-1.827833,1.085139,-0.541759,0.101157,-0.167717,0.001242,-0.589315,0.101683,-0.118643,0.823415,-0.44518,0.102272,-0.193288,0.718018,-0.590781,0.099518,-0.19122,0.84851,-0.588646,0.101702,-0.118417,-0.446242,0.102262,-0.192909,-0.590508,0.099507,-0.191761
7,0.07,-2.33146,-1.800005,1.109724,-0.541737,0.101103,-0.167715,0.001274,-0.589295,0.101584,-0.118642,0.823415,-0.445159,0.102273,-0.193283,0.718018,-0.590758,0.099453,-0.19122,0.84851,-0.58864,0.101605,-0.118392,-0.446242,0.102262,-0.192909,-0.590452,0.099443,-0.191785
8,0.08,-1.966244,-0.620759,0.404325,-0.542106,0.101671,-0.167191,0.000864,-0.58936,0.101664,-0.117823,0.824704,-0.445675,0.102272,-0.193331,0.713338,-0.591283,0.101078,-0.19042,0.839515,-0.588636,0.101666,-0.11834,-0.446236,0.10227,-0.192954,-0.591407,0.101078,-0.190311
9,0.09,-2.043762,-0.721618,0.474512,-0.542412,0.101598,-0.167092,0.000965,-0.589732,0.101624,-0.117787,0.747578,-0.445947,0.102263,-0.193103,0.911534,-0.591556,0.100905,-0.190385,0.852428,-0.589329,0.101619,-0.118713,-0.446242,0.102262,-0.192909,-0.591589,0.100911,-0.189796
10,0.1,-2.054319,-0.479668,0.397403,-0.54224,0.101611,-0.167233,0.000815,-0.58957,0.101484,-0.117938,0.812029,-0.445769,0.102273,-0.193222,0.865336,-0.591381,0.101077,-0.190539,0.942604,-0.589048,0.101485,-0.118479,-0.446236,0.10227,-0.192954,-0.591407,0.101078,-0.190311
11,0.11,-1.983419,-0.64407,0.427216,-0.542033,0.101619,-0.167148,0.000942,-0.589302,0.101614,-0.117794,0.812029,-0.445595,0.102246,-0.193259,0.865336,-0.591203,0.100997,-0.190391,0.942604,-0.588531,0.101616,-0.118281,-0.446274,0.102243,-0.19284,-0.591288,0.100997,-0.19033
12,0.12,-2.315754,-1.797883,1.083314,-0.54176,0.101145,-0.167689,0.001259,-0.589305,0.101645,-0.118604,0.772027,-0.445188,0.102272,-0.193282,0.800483,-0.590788,0.099519,-0.191182,0.973771,-0.588636,0.101666,-0.11834,-0.446242,0.102262,-0.192909,-0.590508,0.099507,-0.191761
13,0.13,-2.287285,-1.745859,1.071824,-0.541678,0.101111,-0.167663,0.001295,-0.589199,0.101574,-0.118554,0.83172,-0.445118,0.102246,-0.193302,0.706689,-0.590717,0.099514,-0.191133,0.835399,-0.588573,0.101593,-0.118307,-0.446232,0.102235,-0.192935,-0.590369,0.099505,-0.191692
