Format Version,1.23,Take Name,newmethod_25jun2020_4_(6),Take Notes,,Capture Frame Rate,100,Export Frame Rate,100,Capture Start Time,2020-06-25 11.08.11.336 ,Total Frames in Take,11134,Total Exported Frames,11134,Rotation Type,YXZ,Length Units,Meters,Coordinate Space,Global,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,Type,Rigid Body,Rigid Body,Rigid Body,Rigid Body,Rigid Body,Rigid Body,Rigid Body,Rigid Body Marker,Rigid Body Marker,Rigid Body Marker,Rigid Body Marker,Rigid Body Marker,Rigid Body Marker,Rigid Body Marker,Rigid Body Marker,Rigid Body Marker,Rigid Body Marker,Rigid Body Marker,Rigid Body Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker
,Name,robotdiff_DIFF,robotdiff_DIFF,robotdiff_DIFF,robotdiff_DIFF,robotdiff_DIFF,robotdiff_DIFF,robotdiff_DIFF,robotdiff_DIFF:Marker1,robotdiff_DIFF:Marker1,robotdiff_DIFF:Marker1,robotdiff_DIFF:Marker1,robotdiff_DIFF:Marker2,robotdiff_DIFF:Marker2,robotdiff_DIFF:Marker2,robotdiff_DIFF:Marker2,robotdiff_DIFF:Marker3,robotdiff_DIFF:Marker3,robotdiff_DIFF:Marker3,robotdiff_DIFF:Marker3,robotdiff_DIFF:Marker1,robotdiff_DIFF:Marker1,robotdiff_DIFF:Marker1,robotdiff_DIFF:Marker2,robotdiff_DIFF:Marker2,robotdiff_DIFF:Marker2,robotdiff_DIFF:Marker3,robotdiff_DIFF:Marker3,robotdiff_DIFF:Marker3
,ID,B234FAB0B72211EA2C2F332BD074C180,B234FAB0B72211EA2C2F332BD074C180,B234FAB0B72211EA2C2F332BD074C180,B234FAB0B72211EA2C2F332BD074C180,B234FAB0B72211EA2C2F332BD074C180,B234FAB0B72211EA2C2F332BD074C180,B234FAB0B72211EA2C2F332BD074C180,B234FAB0B72211EA2C2F332BD074C180,B234FAB0B72211EA2C2F332BD074C180,B234FAB0B72211EA2C2F332BD074C180,B234FAB0B72211EA2C2F332BD074C180,B234FAB0B72211EA2C2F332BD074C180,B234FAB0B72211EA2C2F332BD074C180,B234FAB0B72211EA2C2F332BD074C180,B234FAB0B72211EA2C2F332BD074C180,B234FAB0B72211EA2C2F332BD074C180,B234FAB0B72211EA2C2F332BD074C180,B234FAB0B72211EA2C2F332BD074C180,B234FAB0B72211EA2C2F332BD074C180,D05C0,D05C0,D05C0,D0020,D0020,D0020,CD000,CD000,CD000
,,Rotation,Rotation,Rotation,Position,Position,Position,Mean Marker Error,Position,Position,Position,Marker Quality,Position,Position,Position,Marker Quality,Position,Position,Position,Marker Quality,Position,Position,Position,Position,Position,Position,Position,Position,Position
Frame,Time (Seconds),Y,X,Z,X,Y,Z,,X,Y,Z,,X,Y,Z,,X,Y,Z,,X,Y,Z,X,Y,Z,X,Y,Z
0,0,176.2173,-0.238498,-0.404771,-0.509027,0.102109,-0.246668,0.000277,-0.460229,0.102404,-0.294509,0.927338,-0.606241,0.101557,-0.223609,0.980541,-0.460612,0.102364,-0.221885,0.946027,-0.460391,0.102403,-0.294267,-0.60623,0.101557,-0.223686,-0.460465,0.102365,-0.222043
1,0.01,176.205627,-0.653832,-0.196315,-0.509149,0.101888,-0.246608,0.000235,-0.460341,0.102387,-0.294437,0.96558,-0.606368,0.101471,-0.223569,0.968895,-0.460738,0.101806,-0.221816,0.946503,-0.460317,0.102386,-0.294302,-0.606245,0.101471,-0.223555,-0.460888,0.101807,-0.221969
2,0.02,176.214218,-0.541808,-0.223018,-0.509224,0.101964,-0.24663,0.000397,-0.460423,0.102385,-0.294468,0.935258,-0.606439,0.10156,-0.223577,0.953826,-0.460809,0.101948,-0.221846,0.910288,-0.460393,0.102384,-0.294211,-0.606255,0.101561,-0.223559,-0.461031,0.101949,-0.222128
3,0.03,176.191925,-0.989128,0.050391,-0.509235,0.10178,-0.24664,0.000344,-0.460416,0.102381,-0.294458,0.935258,-0.606459,0.101602,-0.223621,0.953826,-0.460829,0.101357,-0.221841,0.910288,-0.46034,0.102379,-0.294347,-0.606212,0.101601,-0.223575,-0.461159,0.10136,-0.222004
4,0.04,176.15892,-0.993499,0.030081,-0.509223,0.101755,-0.246562,0.000255,-0.460377,0.102376,-0.294351,0.966529,-0.606461,0.10154,-0.223599,0.937174,-0.460832,0.101348,-0.221735,0.908062,-0.460327,0.102375,-0.294297,-0.606251,0.10154,-0.223568,-0.461093,0.101349,-0.221822
5,0.05,176.068146,-1.010951,0.006791,-0.509142,0.101764,-0.246324,0.000457,-0.46022,0.102419,-0.294036,0.919917,-0.606416,0.101502,-0.223517,0.929892,-0.46079,0.101371,-0.221421,0.891965,-0.460287,0.102424,-0.294349,-0.606138,0.101502,-0.223553,-0.461018,0.101366,-0.221054
6,0.06,176.170593,-0.252796,-0.424833,-0.508874,0.102075,-0.246441,0.000282,-0.460037,0.102399,-0.294242,0.937197,-0.606106,0.101483,-0.223461,0.954563,-0.460479,0.102343,-0.221619,0.896837,-0.460288,0.102397,-0.29426,-0.606227,0.101482,-0.223597,-0.460097,0.102345,-0.221463
7,0.07,176.166962,-1.012375,0.040087,-0.509215,0.101762,-0.246564,0.000321,-0.460376,0.102392,-0.29436,0.937197,-0.60645,0.101555,-0.223587,0.954563,-0.460821,0.101339,-0.221744,0.896837,-0.46033,0.102391,-0.294286,-0.606189,0.101554,-0.223557,-0.461128,0.101341,-0.221852
8,0.08,176.144485,-0.531399,-0.24085,-0.509179,0.101985,-0.246651,0.000346,-0.46032,0.102411,-0.294429,0.978243,-0.606423,0.101557,-0.223716,0.934348,-0.460795,0.101988,-0.221807,0.918472,-0.460268,0.10241,-0.294249,-0.60623,0.101557,-0.223686,-0.461048,0.101989,-0.222026
9,0.09,176.185028,-0.421492,-0.30473,-0.509146,0.102046,-0.246671,0.000272,-0.460321,0.102424,-0.294484,0.965115,-0.606373,0.101567,-0.223668,0.959807,-0.460744,0.102146,-0.221861,0.936633,-0.460287,0.102424,-0.294349,-0.606214,0.101568,-0.223647,-0.460941,0.102145,-0.222021
10,0.1,176.099548,-1.092104,0.076898,-0.509259,0.101724,-0.246394,0.000363,-0.460363,0.102395,-0.294132,0.962908,-0.60652,0.101537,-0.223531,0.920134,-0.460893,0.101239,-0.221518,0.896624,-0.460288,0.102397,-0.29426,-0.606203,0.101535,-0.223489,-0.461295,0.101238,-0.221422
11,0.11,176.137909,-0.562486,-0.180119,-0.509123,0.101958,-0.246664,0.000239,-0.460258,0.102363,-0.294437,0.962908,-0.606369,0.101615,-0.223739,0.920134,-0.460741,0.101896,-0.221815,0.896624,-0.460216,0.102362,-0.294307,-0.606239,0.101615,-0.223715,-0.460917,0.101897,-0.221972
12,0.12,176.137527,-0.562528,-0.235221,-0.509043,0.101974,-0.24644,0.000151,-0.460178,0.102423,-0.294213,0.966034,-0.606289,0.101539,-0.223518,0.966926,-0.460662,0.101961,-0.221591,0.941052,-0.460287,0.102424,-0.294349,-0.606251,0.10154,-0.223568,-0.460593,0.10196,-0.221403
13,0.13,176.124023,-0.969104,0.010401,-0.509225,0.101763,-0.246509,0.000319,-0.46035,0.102378,-0.294268,0.978976,-0.606477,0.101528,-0.223606,0.932173,-0.460849,0.101382,-0.221652,0.914116,-0.460292,0.102377,-0.294207,-0.606208,0.101527,-0.223569,-0.461177,0.101384,-0.221753
