Format Version,1.23,Take Name,newmethod_25jun2020_4_(9),Take Notes,,Capture Frame Rate,100.000000,Export Frame Rate,100.000000,Capture Start Time,2020-06-25 11.14.35.410 ,Total Frames in Take,12138,Total Exported Frames,12138,Rotation Type,YXZ,Length Units,Meters,Coordinate Space,Global

,Type,Rigid Body,Rigid Body,Rigid Body,Rigid Body,Rigid Body,Rigid Body,Rigid Body,Rigid Body Marker,Rigid Body Marker,Rigid Body Marker,Rigid Body Marker,Rigid Body Marker,Rigid Body Marker,Rigid Body Marker,Rigid Body Marker,Rigid Body Marker,Rigid Body Marker,Rigid Body Marker,Rigid Body Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker
,Name,robotdiff_DIFF,robotdiff_DIFF,robotdiff_DIFF,robotdiff_DIFF,robotdiff_DIFF,robotdiff_DIFF,robotdiff_DIFF,"robotdiff_DIFF:Marker1","robotdiff_DIFF:Marker1","robotdiff_DIFF:Marker1","robotdiff_DIFF:Marker1","robotdiff_DIFF:Marker2","robotdiff_DIFF:Marker2","robotdiff_DIFF:Marker2","robotdiff_DIFF:Marker2","robotdiff_DIFF:Marker3","robotdiff_DIFF:Marker3","robotdiff_DIFF:Marker3","robotdiff_DIFF:Marker3",robotdiff_DIFF:Marker1,robotdiff_DIFF:Marker1,robotdiff_DIFF:Marker1,robotdiff_DIFF:Marker2,robotdiff_DIFF:Marker2,robotdiff_DIFF:Marker2,robotdiff_DIFF:Marker3,robotdiff_DIFF:Marker3,robotdiff_DIFF:Marker3
,ID,"B234FAB0B72211EA2C2F332BD074C180","B234FAB0B72211EA2C2F332BD074C180","B234FAB0B72211EA2C2F332BD074C180","B234FAB0B72211EA2C2F332BD074C180","B234FAB0B72211EA2C2F332BD074C180","B234FAB0B72211EA2C2F332BD074C180","B234FAB0B72211EA2C2F332BD074C180","B234FAB0B72211EA2C2F332BD074C180","B234FAB0B72211EA2C2F332BD074C180","B234FAB0B72211EA2C2F332BD074C180","B234FAB0B72211EA2C2F332BD074C180","B234FAB0B72211EA2C2F332BD074C180","B234FAB0B72211EA2C2F332BD074C180","B234FAB0B72211EA2C2F332BD074C180","B234FAB0B72211EA2C2F332BD074C180","B234FAB0B72211EA2C2F332BD074C180","B234FAB0B72211EA2C2F332BD074C180","B234FAB0B72211EA2C2F332BD074C180","B234FAB0B72211EA2C2F332BD074C180","D05C0","D05C0","D05C0","D0020","D0020","D0020","D2550","D2550","D2550"
,,Rotation,Rotation,Rotation,Position,Position,Position,Mean Marker Error,Position,Position,Position,Marker Quality,Position,Position,Position,Marker Quality,Position,Position,Position,Marker Quality,Position,Position,Position,Position,Position,Position,Position,Position,Position
Frame,Time (Seconds),Y,X,Z,X,Y,Z,,X,Y,Z,,X,Y,Z,,X,Y,Z,,X,Y,Z,X,Y,Z,X,Y,Z
0,0.000000,167.618561,-0.913449,-0.609934,-0.408660,0.101184,-0.557139,0.000356,-0.353260,0.102243,-0.597137,0.940663,-0.508223,0.099945,-0.548887,0.910312,-0.364497,0.101365,-0.525392,0.968958,-0.353497,0.102240,-0.597152,-0.507871,0.099949,-0.548955,-0.364593,0.101363,-0.525315
1,0.010000,167.611267,-0.837678,-0.611501,-0.408687,0.101148,-0.557114,0.000399,-0.353281,0.102140,-0.597107,0.927505,-0.508251,0.099944,-0.548874,0.902776,-0.364527,0.101359,-0.525362,0.980561,-0.353563,0.102136,-0.597041,-0.507871,0.099949,-0.548955,-0.364604,0.101358,-0.525351
2,0.020000,167.617386,-0.839821,-0.630032,-0.408637,0.101180,-0.557121,0.000331,-0.353236,0.102189,-0.597120,0.931678,-0.508201,0.099945,-0.548870,0.914843,-0.364475,0.101406,-0.525374,0.985208,-0.353507,0.102186,-0.597080,-0.507871,0.099949,-0.548955,-0.364519,0.101405,-0.525334
3,0.030000,167.624557,-0.869279,-0.632864,-0.408648,0.101200,-0.557115,0.000329,-0.353252,0.102237,-0.597120,0.931678,-0.508210,0.099944,-0.548853,0.914843,-0.364482,0.101417,-0.525374,0.985208,-0.353556,0.102233,-0.597100,-0.507871,0.099949,-0.548955,-0.364502,0.101416,-0.525299
4,0.040000,167.634705,-0.884934,-0.674823,-0.408604,0.101165,-0.557116,0.000332,-0.353215,0.102250,-0.597130,0.923896,-0.508163,0.099832,-0.548837,0.911370,-0.364432,0.101413,-0.525382,0.980605,-0.353450,0.102247,-0.597148,-0.507838,0.099837,-0.548908,-0.364508,0.101412,-0.525298
5,0.050000,167.628830,-0.872803,-0.628416,-0.408657,0.101194,-0.557127,0.000343,-0.353264,0.102231,-0.597136,0.924616,-0.508218,0.099944,-0.548857,0.909824,-0.364488,0.101406,-0.525389,0.984323,-0.353563,0.102227,-0.597099,-0.507871,0.099949,-0.548955,-0.364519,0.101405,-0.525334
6,0.060000,167.652802,-0.856746,-0.633839,-0.408639,0.101195,-0.557176,0.000366,-0.353263,0.102222,-0.597209,0.929094,-0.508197,0.099945,-0.548864,0.915314,-0.364457,0.101418,-0.525456,0.959028,-0.353537,0.102220,-0.597283,-0.507871,0.099949,-0.548955,-0.364502,0.101416,-0.525299
7,0.070000,167.634216,-0.895114,-0.629848,-0.408664,0.101207,-0.557124,0.000349,-0.353274,0.102266,-0.597137,0.929094,-0.508224,0.099944,-0.548845,0.915314,-0.364492,0.101413,-0.525389,0.959028,-0.353597,0.102262,-0.597127,-0.507871,0.099949,-0.548955,-0.364508,0.101412,-0.525298
8,0.080000,167.644669,-0.856951,-0.595816,-0.408608,0.101132,-0.557146,0.000318,-0.353226,0.102129,-0.597170,0.919316,-0.508169,0.099945,-0.548847,0.907473,-0.364431,0.101322,-0.525420,0.976914,-0.353540,0.102125,-0.597108,-0.507871,0.099949,-0.548955,-0.364408,0.101322,-0.525379
9,0.090000,167.628830,-0.872803,-0.628416,-0.408657,0.101194,-0.557127,0.000343,-0.353264,0.102231,-0.597136,0.924616,-0.508218,0.099944,-0.548857,0.909824,-0.364488,0.101406,-0.525389,0.984323,-0.353563,0.102227,-0.597099,-0.507871,0.099949,-0.548955,-0.364519,0.101405,-0.525334
10,0.100000,167.630417,-0.899570,-0.618389,-0.408628,0.101191,-0.557142,0.000335,-0.353237,0.102244,-0.597152,0.930184,-0.508190,0.099945,-0.548869,0.917427,-0.364459,0.101385,-0.525405,0.989678,-0.353510,0.102241,-0.597095,-0.507871,0.099949,-0.548955,-0.364492,0.101384,-0.525380
11,0.110000,167.634949,-0.891456,-0.622800,-0.408639,0.101195,-0.557157,0.000342,-0.353251,0.102244,-0.597171,0.930184,-0.508200,0.099945,-0.548876,0.917427,-0.364467,0.101395,-0.525423,0.989678,-0.353502,0.102241,-0.597198,-0.507871,0.099949,-0.548955,-0.364531,0.101393,-0.525323
12,0.120000,167.642487,-0.784390,-0.677686,-0.408646,0.101118,-0.557108,0.000366,-0.353262,0.102116,-0.597131,0.936768,-0.508205,0.099831,-0.548814,0.915364,-0.364470,0.101406,-0.525380,0.970356,-0.353560,0.102112,-0.597089,-0.507838,0.099837,-0.548908,-0.364519,0.101405,-0.525334
13,0.130000,167.619766,-1.015186,-0.598854,-0.408642,0.101226,-0.557127,0.000335,-0.353243,0.102367,-0.597125,0.949417,-0.508205,0.099953,-0.548875,0.911536,-0.364478,0.101359,-0.525381,0.967663,-0.353445,0.102364,-0.597109,-0.507855,0.099958,-0.548924,-0.364604,0.101358,-0.525351
14,0.140000,167.613556,-0.820317,-0.631025,-0.408604,0.101172,-0.557140,0.000294,-0.353200,0.102165,-0.597135,0.947990,-0.508168,0.099945,-0.548895,0.924193,-0.364444,0.101407,-0.525389,0.976706,-0.353408,0.102163,-0.597133,-0.507871,0.099949,-0.548955,-0.364519,0.101405,-0.525334
15,0.150000,167.609039,-0.928726,-0.577591,-0.408618,0.101139,-0.557102,0.000361,-0.353211,0.102185,-0.597091,0.947990,-0.508184,0.099945,-0.548866,0.924193,-0.364460,0.101286,-0.525349,0.976706,-0.353498,0.102181,-0.596996,-0.507871,0.099949,-0.548955,-0.364478,0.101286,-0.525357
16,0.160000,167.648941,-0.942095,-0.615799,-0.408659,0.101209,-0.557178,0.000355,-0.353280,0.102297,-0.597205,0.924400,-0.508217,0.099944,-0.548874,0.918768,-0.364479,0.101384,-0.525455,0.995174,-0.353541,0.102295,-0.597226,-0.507871,0.099949,-0.548955,-0.364548,0.101382,-0.525359
17,0.170000,167.637344,-0.876662,-0.594689,-0.408598,0.101141,-0.557140,0.000314,-0.353210,0.102154,-0.597157,0.923552,-0.508159,0.099945,-0.548854,0.923769,-0.364424,0.101322,-0.525408,0.991602,-0.353509,0.102150,-0.597090,-0.507871,0.099949,-0.548955,-0.364408,0.101322,-0.525379
18,0.180000,167.661469,-0.937130,-0.585984,-0.408612,0.101171,-0.557128,0.000336,-0.353242,0.102232,-0.597168,0.917896,-0.508169,0.099959,-0.548802,0.917466,-0.364425,0.101322,-0.525415,0.989975,-0.353563,0.102227,-0.597099,-0.507858,0.099964,-0.548911,-0.364408,0.101322,-0.525379
19,0.190000,167.646927,-0.892279,-0.653483,-0.408688,0.101132,-0.557124,0.000395,-0.353308,0.102207,-0.597150,0.917896,-0.508247,0.099831,-0.548823,0.917466,-0.364510,0.101359,-0.525399,0.989975,-0.353594,0.102203,-0.597120,-0.507838,0.099837,-0.548908,-0.364604,0.101358,-0.525351
20,0.200000,167.653885,-0.949826,-0.624671,-0.408651,0.101227,-0.557177,0.000359,-0.353276,0.102330,-0.597209,0.928083,-0.508209,0.099944,-0.548865,0.895563,-0.364469,0.101407,-0.525458,0.973567,-0.353552,0.102327,-0.597250,-0.507871,0.099949,-0.548955,-0.364519,0.101405,-0.525334
21,0.210000,167.619232,-0.908269,-0.610215,-0.408663,0.101182,-0.557138,0.000358,-0.353263,0.102236,-0.597137,0.939595,-0.508226,0.099944,-0.548885,0.909594,-0.364499,0.101365,-0.525392,0.969401,-0.353504,0.102234,-0.597151,-0.507871,0.099949,-0.548955,-0.364593,0.101363,-0.525315
22,0.220000,167.630417,-0.888868,-0.609008,-0.408686,0.101170,-0.557150,0.000366,-0.353294,0.102206,-0.597160,0.933838,-0.508248,0.099944,-0.548877,0.903864,-0.364516,0.101359,-0.525413,0.973078,-0.353558,0.102203,-0.597149,-0.507871,0.099949,-0.548955,-0.364604,0.101358,-0.525351
23,0.230000,167.636383,-0.850361,-0.636475,-0.408621,0.101196,-0.557152,0.000353,-0.353234,0.102220,-0.597168,0.933838,-0.508182,0.099945,-0.548868,0.903864,-0.364449,0.101424,-0.525419,0.973078,-0.353496,0.102218,-0.597245,-0.507871,0.099949,-0.548955,-0.364491,0.101422,-0.525261
24,0.240000,167.658752,-0.996695,-0.648133,-0.408667,0.101177,-0.557160,0.000396,-0.353295,0.102340,-0.597195,0.931663,-0.508223,0.099831,-0.548841,0.919295,-0.364482,0.101360,-0.525444,0.959148,-0.353536,0.102338,-0.597227,-0.507838,0.099837,-0.548908,-0.364604,0.101358,-0.525351
25,0.250000,167.642944,-0.917243,-0.628794,-0.408685,0.101217,-0.557123,0.000365,-0.353302,0.102294,-0.597144,0.910118,-0.508245,0.099944,-0.548829,0.901420,-0.364509,0.101413,-0.525395,0.975842,-0.353661,0.102289,-0.597126,-0.507871,0.099949,-0.548955,-0.364508,0.101412,-0.525298
26,0.260000,167.642639,-0.932562,-0.594433,-0.408612,0.101168,-0.557130,0.000312,-0.353229,0.102232,-0.597151,0.915427,-0.508172,0.099945,-0.548836,0.919098,-0.364435,0.101329,-0.525402,0.981989,-0.353563,0.102227,-0.597099,-0.507871,0.099949,-0.548955,-0.364397,0.101328,-0.525341
27,0.270000,167.680206,-0.914895,-0.671251,-0.408647,0.101174,-0.557176,0.000392,-0.353290,0.102283,-0.597233,0.928313,-0.508200,0.099831,-0.548818,0.906667,-0.364451,0.101408,-0.525476,0.960628,-0.353571,0.102280,-0.597293,-0.507838,0.099837,-0.548908,-0.364519,0.101405,-0.525334
28,0.280000,167.618866,-0.818522,-0.612598,-0.408697,0.101140,-0.557121,0.000402,-0.353297,0.102116,-0.597121,0.928313,-0.508261,0.099944,-0.548866,0.906667,-0.364534,0.101359,-0.525375,0.960628,-0.353594,0.102112,-0.597061,-0.507871,0.099949,-0.548955,-0.364604,0.101358,-0.525351
29,0.290000,167.631256,-0.899596,-0.596035,-0.408593,0.101154,-0.557124,0.000300,-0.353202,0.102190,-0.597135,0.924176,-0.508155,0.099945,-0.548849,0.900026,-0.364423,0.101329,-0.525387,0.981430,-0.353507,0.102186,-0.597080,-0.507871,0.099949,-0.548955,-0.364397,0.101328,-0.525341
30,0.300000,167.606094,-0.832201,-0.632845,-0.408633,0.101181,-0.557096,0.000330,-0.353224,0.102186,-0.597084,0.928845,-0.508198,0.099945,-0.548865,0.915289,-0.364477,0.101412,-0.525340,0.986957,-0.353505,0.102182,-0.597041,-0.507871,0.099949,-0.548955,-0.364508,0.101412,-0.525298
31,0.310000,167.639252,-0.956048,-0.624157,-0.408645,0.101230,-0.557154,0.000337,-0.353260,0.102337,-0.597172,0.932083,-0.508205,0.099944,-0.548868,0.913628,-0.364471,0.101407,-0.525423,0.974698,-0.353531,0.102334,-0.597180,-0.507871,0.099949,-0.548955,-0.364519,0.101405,-0.525334
32,0.320000,167.639481,-0.880483,-0.578680,-0.408654,0.101115,-0.557134,0.000355,-0.353268,0.102120,-0.597154,0.932083,-0.508215,0.099944,-0.548845,0.913628,-0.364479,0.101281,-0.525405,0.974698,-0.353596,0.102116,-0.597098,-0.507871,0.099949,-0.548955,-0.364483,0.101281,-0.525357
33,0.330000,167.638962,-0.923162,-0.582687,-0.408567,0.101145,-0.557156,0.000301,-0.353181,0.102190,-0.597175,0.916930,-0.508128,0.099945,-0.548869,0.909701,-0.364393,0.101298,-0.525426,0.987966,-0.353447,0.102187,-0.597091,-0.507871,0.099949,-0.548955,-0.364381,0.101299,-0.525425
34,0.340000,167.646667,-0.902462,-0.662298,-0.408635,0.101153,-0.557138,0.000345,-0.353254,0.102243,-0.597163,0.939396,-0.508193,0.099832,-0.548838,0.909529,-0.364457,0.101384,-0.525413,0.973490,-0.353497,0.102240,-0.597152,-0.507838,0.099837,-0.548908,-0.364548,0.101382,-0.525359
35,0.350000,167.621780,-0.846545,-0.596889,-0.408538,0.101130,-0.557133,0.000286,-0.353139,0.102118,-0.597136,0.933113,-0.508101,0.099946,-0.548874,0.939071,-0.364372,0.101324,-0.525390,0.993691,-0.353389,0.102115,-0.597040,-0.507871,0.099949,-0.548955,-0.364352,0.101325,-0.525404
36,0.360000,167.665115,-0.912214,-0.640167,-0.408596,0.101121,-0.557130,0.000304,-0.353228,0.102203,-0.597173,0.933113,-0.508152,0.099832,-0.548798,0.939071,-0.364407,0.101329,-0.525419,0.993691,-0.353542,0.102199,-0.597148,-0.507838,0.099837,-0.548908,-0.364397,0.101328,-0.525341
37,0.370000,167.630844,-0.805901,-0.556983,-0.408556,0.101136,-0.557180,0.000273,-0.353164,0.102057,-0.597193,0.921370,-0.508119,0.100039,-0.548904,0.916847,-0.364386,0.101311,-0.525444,0.980423,-0.353450,0.102054,-0.597157,-0.507848,0.100043,-0.549004,-0.364365,0.101311,-0.525385
