type,omni4,,,,,,,,,,,
ngear,1,,,,,,,,,,,
encRes,1,,,,,,,,,,,
Li,0.2,0.2,,,,,,,,,,
Di,0.06,0.06,0.06,0.06,,,,,,,,
Thi,,,,,,,,,,,,
N,12,,,,,,,,,,,
L,,,,,,,,,,,,
imarkers,8,7,5,6,,,,,,,,
gt_ti,3.85,3.15,3.13,3.37,3.75,3.22,3.22,3.02,3.43,5.55,3.86,2.98
gt_tf,151.7,150.6,150.7,151.2,151.3,150.7,150.9,150.3,150.9,153.3,151.3,151
odo_ti,0,0,0,0,0,0,0,0,0,0,0,0
odo_tf,138.95,138.8,138.86,138.97,138.84,138.9,139.01,138.82,138.89,138.9,138.83,139.33
