type,omni4,,,,,,,,,,,
ngear,1,,,,,,,,,,,
encRes,1,,,,,,,,,,,
Li,0.2,0.2,,,,,,,,,,
Di,0.06,0.06,0.06,0.06,,,,,,,,
Thi,,,,,,,,,,,,
N,12,,,,,,,,,,,
L,,,,,,,,,,,,
imarkers,8,7,5,6,,,,,,,,
gt_ti,3.67,2.72,3.07,3.61,3.6,3.69,3.38,4.88,3.52,3.06,2.87,3.23
gt_tf,151.2,150.3,150.4,151.3,151,151.2,150.9,152.2,151,150.7,150.2,151
odo_ti,0,0,0,0,0,0,0,0,0,0,0,0
odo_tf,138.94,138.87,138.81,138.96,138.86,138.83,139.01,138.85,138.86,138.95,138.85,139.34
