Format Version,1.23,Take Name,23122020-omni4-circular-6-run_004,Take Notes,,Capture Frame Rate,100.000000,Export Frame Rate,100.000000,Capture Start Time,2020-12-23 06.06.38.547 ,Total Frames in Take,8994,Total Exported Frames,8994,Rotation Type,YXZ,Length Units,Meters,Coordinate Space,Global

,Type,Rigid Body,Rigid Body,Rigid Body,Rigid Body,Rigid Body,Rigid Body,Rigid Body,Rigid Body Marker,Rigid Body Marker,Rigid Body Marker,Rigid Body Marker,Rigid Body Marker,Rigid Body Marker,Rigid Body Marker,Rigid Body Marker,Rigid Body Marker,Rigid Body Marker,Rigid Body Marker,Rigid Body Marker,Rigid Body Marker,Rigid Body Marker,Rigid Body Marker,Rigid Body Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker
,Name,robot-omni4,robot-omni4,robot-omni4,robot-omni4,robot-omni4,robot-omni4,robot-omni4,"robot-omni4:Marker1","robot-omni4:Marker1","robot-omni4:Marker1","robot-omni4:Marker1","robot-omni4:Marker2","robot-omni4:Marker2","robot-omni4:Marker2","robot-omni4:Marker2","robot-omni4:Marker3","robot-omni4:Marker3","robot-omni4:Marker3","robot-omni4:Marker3","robot-omni4:Marker4","robot-omni4:Marker4","robot-omni4:Marker4","robot-omni4:Marker4",robot-omni4:Marker1,robot-omni4:Marker1,robot-omni4:Marker1,robot-omni4:Marker2,robot-omni4:Marker2,robot-omni4:Marker2,robot-omni4:Marker3,robot-omni4:Marker3,robot-omni4:Marker3,robot-omni4:Marker4,robot-omni4:Marker4,robot-omni4:Marker4
,ID,"9E23692544D311EB9535D8E10FC4DB80","9E23692544D311EB9535D8E10FC4DB80","9E23692544D311EB9535D8E10FC4DB80","9E23692544D311EB9535D8E10FC4DB80","9E23692544D311EB9535D8E10FC4DB80","9E23692544D311EB9535D8E10FC4DB80","9E23692544D311EB9535D8E10FC4DB80","9E23692544D311EB9535D8E10FC4DB80","9E23692544D311EB9535D8E10FC4DB80","9E23692544D311EB9535D8E10FC4DB80","9E23692544D311EB9535D8E10FC4DB80","9E23692544D311EB9535D8E10FC4DB80","9E23692544D311EB9535D8E10FC4DB80","9E23692544D311EB9535D8E10FC4DB80","9E23692544D311EB9535D8E10FC4DB80","9E23692544D311EB9535D8E10FC4DB80","9E23692544D311EB9535D8E10FC4DB80","9E23692544D311EB9535D8E10FC4DB80","9E23692544D311EB9535D8E10FC4DB80","9E23692544D311EB9535D8E10FC4DB80","9E23692544D311EB9535D8E10FC4DB80","9E23692544D311EB9535D8E10FC4DB80","9E23692544D311EB9535D8E10FC4DB80","C6C50","C6C50","C6C50","C6BF0","C6BF0","C6BF0","C6CD0","C6CD0","C6CD0","44F503E44E511EB9535D8E10FC4DB80","44F503E44E511EB9535D8E10FC4DB80","44F503E44E511EB9535D8E10FC4DB80"
,,Rotation,Rotation,Rotation,Position,Position,Position,Mean Marker Error,Position,Position,Position,Marker Quality,Position,Position,Position,Marker Quality,Position,Position,Position,Marker Quality,Position,Position,Position,Marker Quality,Position,Position,Position,Position,Position,Position,Position,Position,Position,Position,Position,Position
Frame,Time (Seconds),Y,X,Z,X,Y,Z,,X,Y,Z,,X,Y,Z,,X,Y,Z,,X,Y,Z,,X,Y,Z,X,Y,Z,X,Y,Z,X,Y,Z
0,0.000000,-88.833908,0.482998,0.378118,1.315039,0.095023,0.842452,0.001452,1.390910,0.094276,0.925642,0.636144,1.235124,0.094091,0.922737,0.695807,1.237884,0.093961,0.827929,0.498097,1.396240,0.097763,0.693499,0.000000,1.391079,0.094278,0.927088,1.236298,0.094092,0.922418,1.236061,0.093957,0.827089,,,
1,0.010000,-88.165123,0.282292,0.705893,1.314225,0.094546,0.841743,0.001484,1.391056,0.094024,0.924049,0.267971,1.235247,0.094350,0.922956,0.697936,1.236903,0.093661,0.828125,0.658032,1.393694,0.096149,0.691844,0.841770,1.391265,0.094308,0.926956,1.236298,0.094092,0.922418,1.236061,0.093957,0.827089,1.393121,0.095955,0.691658
2,0.020000,-87.817482,-1.475977,0.289966,1.314342,0.092360,0.840463,0.000545,1.391604,0.088948,0.922295,0.000000,1.235876,0.094095,0.922152,0.875393,1.236951,0.093950,0.827311,0.770706,1.392938,0.092446,0.690095,0.894524,1.391196,0.094381,0.926943,1.236298,0.094092,0.922418,1.236061,0.093957,0.827089,1.393355,0.092443,0.690029
3,0.030000,-87.789543,-1.232116,0.446609,1.314298,0.092490,0.840531,0.000459,1.391619,0.089625,0.922329,0.000000,1.235870,0.094093,0.922259,0.875393,1.236893,0.093709,0.827418,0.770706,1.392811,0.092533,0.690120,0.894524,1.391196,0.094381,0.926943,1.236298,0.094092,0.922418,1.235994,0.093712,0.827285,1.393226,0.092531,0.690076
4,0.040000,-87.805176,-1.444484,0.290991,1.314307,0.092403,0.840473,0.000465,1.391589,0.089034,0.922288,0.000000,1.235858,0.094095,0.922178,0.885921,1.236912,0.093951,0.827337,0.772625,1.392871,0.092534,0.690088,0.895604,1.391181,0.094505,0.926862,1.236298,0.094092,0.922418,1.236061,0.093957,0.827089,1.393226,0.092531,0.690076
5,0.050000,-87.671516,-3.626106,-1.294619,1.314565,0.091458,0.841044,0.002137,1.391705,0.082932,0.922619,0.000000,1.236291,0.094080,0.922893,0.881057,1.237282,0.096374,0.828079,0.311650,1.392984,0.092447,0.690587,0.832551,1.391149,0.094207,0.927099,1.236298,0.094092,0.922418,1.236336,0.096355,0.830664,1.393355,0.092443,0.690029
