Format Version,1.23,Take Name,23122020-omni4-circular-6-run_001,Take Notes,,Capture Frame Rate,100.000000,Export Frame Rate,100.000000,Capture Start Time,2020-12-23 06.01.14.103 ,Total Frames in Take,9318,Total Exported Frames,9318,Rotation Type,YXZ,Length Units,Meters,Coordinate Space,Global

,Type,Rigid Body,Rigid Body,Rigid Body,Rigid Body,Rigid Body,Rigid Body,Rigid Body,Rigid Body Marker,Rigid Body Marker,Rigid Body Marker,Rigid Body Marker,Rigid Body Marker,Rigid Body Marker,Rigid Body Marker,Rigid Body Marker,Rigid Body Marker,Rigid Body Marker,Rigid Body Marker,Rigid Body Marker,Rigid Body Marker,Rigid Body Marker,Rigid Body Marker,Rigid Body Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker
,Name,robot-omni4,robot-omni4,robot-omni4,robot-omni4,robot-omni4,robot-omni4,robot-omni4,"robot-omni4:Marker1","robot-omni4:Marker1","robot-omni4:Marker1","robot-omni4:Marker1","robot-omni4:Marker2","robot-omni4:Marker2","robot-omni4:Marker2","robot-omni4:Marker2","robot-omni4:Marker3","robot-omni4:Marker3","robot-omni4:Marker3","robot-omni4:Marker3","robot-omni4:Marker4","robot-omni4:Marker4","robot-omni4:Marker4","robot-omni4:Marker4",robot-omni4:Marker1,robot-omni4:Marker1,robot-omni4:Marker1,robot-omni4:Marker2,robot-omni4:Marker2,robot-omni4:Marker2,robot-omni4:Marker3,robot-omni4:Marker3,robot-omni4:Marker3,robot-omni4:Marker4,robot-omni4:Marker4,robot-omni4:Marker4
,ID,"9E23692544D311EB9535D8E10FC4DB80","9E23692544D311EB9535D8E10FC4DB80","9E23692544D311EB9535D8E10FC4DB80","9E23692544D311EB9535D8E10FC4DB80","9E23692544D311EB9535D8E10FC4DB80","9E23692544D311EB9535D8E10FC4DB80","9E23692544D311EB9535D8E10FC4DB80","9E23692544D311EB9535D8E10FC4DB80","9E23692544D311EB9535D8E10FC4DB80","9E23692544D311EB9535D8E10FC4DB80","9E23692544D311EB9535D8E10FC4DB80","9E23692544D311EB9535D8E10FC4DB80","9E23692544D311EB9535D8E10FC4DB80","9E23692544D311EB9535D8E10FC4DB80","9E23692544D311EB9535D8E10FC4DB80","9E23692544D311EB9535D8E10FC4DB80","9E23692544D311EB9535D8E10FC4DB80","9E23692544D311EB9535D8E10FC4DB80","9E23692544D311EB9535D8E10FC4DB80","9E23692544D311EB9535D8E10FC4DB80","9E23692544D311EB9535D8E10FC4DB80","9E23692544D311EB9535D8E10FC4DB80","9E23692544D311EB9535D8E10FC4DB80","C6C50","C6C50","C6C50","C6C10","C6C10","C6C10","C6BE0","C6BE0","C6BE0","C6A10","C6A10","C6A10"
,,Rotation,Rotation,Rotation,Position,Position,Position,Mean Marker Error,Position,Position,Position,Marker Quality,Position,Position,Position,Marker Quality,Position,Position,Position,Marker Quality,Position,Position,Position,Marker Quality,Position,Position,Position,Position,Position,Position,Position,Position,Position,Position,Position,Position
Frame,Time (Seconds),Y,X,Z,X,Y,Z,,X,Y,Z,,X,Y,Z,,X,Y,Z,,X,Y,Z,,X,Y,Z,X,Y,Z,X,Y,Z,X,Y,Z
0,0.000000,-175.996719,0.660166,2.520276,1.256953,0.096184,0.831516,0.000881,1.177625,0.098834,0.911376,0.409849,1.172854,0.097939,0.755638,0.261743,1.267613,0.094283,0.753749,0.198327,1.409719,0.093678,0.905300,0.742936,1.177832,0.100497,0.909714,1.172725,0.095028,0.756113,1.267515,0.097352,0.754672,1.409773,0.092653,0.905246
1,0.010000,-176.103653,0.028227,1.689741,1.257067,0.094191,0.830945,0.000625,1.177575,0.094796,0.910684,0.805763,1.173081,0.095707,0.754938,0.601270,1.267884,0.093371,0.753181,0.738188,1.409728,0.092892,0.904979,0.909766,1.177526,0.095147,0.909993,1.172852,0.094842,0.756258,1.268079,0.094041,0.752400,1.409773,0.092653,0.905246
2,0.020000,-176.102493,0.017831,1.698883,1.257055,0.094215,0.830941,0.000618,1.177565,0.094820,0.910681,0.809237,1.173068,0.095758,0.754935,0.613237,1.267870,0.093407,0.753176,0.744010,1.409717,0.092877,0.904971,0.910236,1.177526,0.095147,0.909993,1.172799,0.094950,0.756227,1.268079,0.094041,0.752400,1.409773,0.092653,0.905246
3,0.030000,-175.990906,0.672916,2.551820,1.256992,0.096144,0.831531,0.000926,1.177674,0.098858,0.911398,0.809237,1.172888,0.097925,0.755661,0.613237,1.267644,0.094218,0.753763,0.744010,1.409764,0.093577,0.905302,0.910236,1.177832,0.100497,0.909714,1.172845,0.094958,0.756349,1.267549,0.096997,0.754489,1.409773,0.092653,0.905246
4,0.040000,-176.096710,0.025461,1.690130,1.257022,0.094202,0.830919,0.000614,1.177540,0.094803,0.910668,0.411051,1.173027,0.095722,0.754922,0.238376,1.267829,0.093385,0.753154,0.281503,1.409691,0.092897,0.904934,0.768582,1.177526,0.095147,0.909993,1.172689,0.094865,0.756160,1.268057,0.094087,0.752348,1.409773,0.092653,0.905246
5,0.050000,-175.964966,0.593161,2.475134,1.257050,0.096195,0.831624,0.000919,1.177765,0.098691,0.911532,0.441816,1.172907,0.097984,0.755796,0.229540,1.267667,0.094397,0.753848,0.222953,1.409859,0.093707,0.905319,0.734952,1.178082,0.100351,0.910072,1.172900,0.094949,0.756331,1.267512,0.097412,0.754588,1.409773,0.092653,0.905246
